StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,antibiotics_accept,continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,electrons_confirm,antibiotics,antibiotics_confirm,continents,continents_confirm,sex,sex_confirm,lasers,lasers_confirm,orbit,orbit_confirm,diamonds,diamonds_confirm,speed,speed_confirm,salt,salt_confirm,water,water_confirm,Q1...60,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,BCTI_autism,BCTI_polio,BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,other_reason_agreement,reason_followup,Q1...84,education,comments,PROLIFIC_PID,Submission id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccination,Covid-19 vaccine opinions,Vaccine opinions 2,age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,gender,duration_mins,id,BCTI_avg,CMQ_avg,avg_acceptance,avg_knowledge,avg_acceptance_initial
2024-04-22T16:28:04Z,2024-04-22T16:35:33Z,IP Address,174.228.33.39,100,448,True,2024-04-22 16:35:34,R_2KUyfqRIa63W9I9,NA,NA,NA,NA,41.2231,-95.8756,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,5,8,9,9,1,7,6,8,9,1,NA,NA,NA,independent verification,NA,Research on my own as opposed to jist blindly following what the media is told to tell me.,NA,Master's Degree,No,654a5cddb6eb3f899ca2e126,662673e9485fda7e5cc9a88e,AWAITING REVIEW,Not Applicable,2024-04-22T14:28:00Z,2024-04-22T14:35:37Z,NA,2024-04-22T14:38:28Z,458,CR9UHRS6,302,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),50,Male,White,United States,United States,United States,English,No,Full-Time,male,7.483333333333333,49,6.3,100,1,1,1
2024-04-22T16:27:24Z,2024-04-22T16:36:40Z,IP Address,174.229.119.214,100,556,True,2024-04-22 16:36:41,R_7RtL5WgSGQjLZo5,NA,NA,NA,NA,42.3858,-88.3547,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,10,30,40,4,NA,9,9,6,1,1,6,7,9,1,1,NA,NA,NA,trust in scientists,NA,NA,NA,Master's Degree,NA,63ed0065eb23ac3ee1726453,662673c2e9d8bb542a635bb4,AWAITING REVIEW,Not Applicable,2024-04-22T14:27:17Z,2024-04-22T14:36:48Z,NA,2024-04-22T14:39:42Z,571,CR9UHRS6,1995,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),25,Male,White,United States,United States,United States,English,No,Full-Time,male,9.266666666666667,50,5,40,1,0.7,1
2024-04-22T16:31:34Z,2024-04-22T16:36:43Z,IP Address,75.201.150.119,100,309,True,2024-04-22 16:36:43,R_7PdcDwa4lNSYu92,NA,NA,NA,NA,34.7734,-92.2573,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,40,30,80,6,NA,1,1,3,6,1,3,5,6,6,2,3,3,2,NA,NA,NA,NA,3- or 4-year College Degree,NA,65f4b5d1a054a5cc2f5140b2,662674bef7adab56ce836dea,AWAITING REVIEW,Not Applicable,2024-04-22T14:31:31Z,2024-04-22T14:36:44Z,NA,2024-04-22T14:39:42Z,314,CR9UHRS6,394,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),42,Male,White,United States,United States,United States,English,No,Full-Time,male,5.15,51,3.4,60,1,0.8,1
2024-04-22T16:27:08Z,2024-04-22T16:37:24Z,IP Address,166.199.149.78,100,616,True,2024-04-22 16:37:24,R_34oSp5CJJWDpEhf,NA,NA,NA,NA,28.6344,-81.6221,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,trust in scientists,NA,NA,NA,High School / GED,"I believe some scientists work for the government, not in the best interest of everyday average people. I believe the government hides certain things from us.",6600c0b08f68f313132f20e1,662673b29c650cc48756f88c,AWAITING REVIEW,Not Applicable,2024-04-22T14:27:03Z,2024-04-22T14:37:28Z,NA,2024-04-22T14:40:22Z,626,CR9UHRS6,35,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),46,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,female,10.266666666666667,52,NA,NA,1,0.9,1
2024-04-22T16:31:39Z,2024-04-22T16:44:11Z,IP Address,174.26.20.220,100,751,True,2024-04-22 16:44:11,R_5QivCKhRJJKUbS1,NA,NA,NA,NA,33.508,-112.0995,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,The Earth was created aged by God and has not been around for millions of years. I do not believe in evolution but rather creation based on the Word of God.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,70,30,10,10,4,NA,1,2,2,7,1,6,5,1,6,1,2,2,2,NA,NA,NA,NA,2-year College Degree,Thank you,64139f74c36da8c35b846024,662674c5aeafcca5e71e01f7,AWAITING REVIEW,Not Applicable,2024-04-22T14:31:37Z,2024-04-22T14:44:14Z,NA,2024-04-22T14:47:03Z,757,CR9UHRS6,2199,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),33,Male,White,United States,United States,United States,English,No,Full-Time,male,12.533333333333333,53,3.2,32,0.9,0.8,0.9
2024-04-22T16:36:17Z,2024-04-22T16:44:16Z,IP Address,172.58.254.3,100,479,True,2024-04-22 16:44:17,R_6P7lzKagfLSMz0c,NA,NA,NA,NA,35.2296,-80.843,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,trust in scientists,NA,NA,NA,Some College,NA,5e0777b6814bba1033f6a396,662675208422c43e8398764e,AWAITING REVIEW,Not Applicable,2024-04-22T14:36:07Z,2024-04-22T14:44:20Z,NA,2024-04-22T14:47:07Z,493,CR9UHRS6,752,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),28,Male,White,United States,United States,United States,English,No,Full-Time,male,7.983333333333333,54,NA,NA,1,0.7,1
2024-04-22T16:43:08Z,2024-04-22T16:50:28Z,IP Address,98.197.8.196,100,440,True,2024-04-22 16:50:29,R_5riRUa0rQFmg3iZ,NA,NA,NA,NA,29.5718,-95.1305,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,80,50,80,8,NA,3,5,8,6,2,6,5,8,7,2,NA,NA,NA,trust in scientists,NA,NA,NA,Master's Degree,NA,65eb6bdb082c131dbe1c1ea0,662677759123b70947ef4c99,AWAITING REVIEW,Not Applicable,2024-04-22T14:43:05Z,2024-04-22T14:50:31Z,NA,2024-04-22T14:53:54Z,446,CR9UHRS6,281,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),38,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),female,7.333333333333333,55,5.2,78,1,0.9,1
2024-04-22T16:45:50Z,2024-04-22T16:51:43Z,IP Address,97.157.242.113,100,353,True,2024-04-22 16:51:44,R_1jwfbHAgRUwS1sC,NA,NA,NA,NA,42.437,-82.99,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,90,80,80,8,NA,3,5,8,2,1,5,5,3,5,2,NA,NA,NA,independent verification,NA,extensive research,NA,2-year College Degree,NA,660746e980779d05e621c506,662677b1b88d8e4ebfbeddba,AWAITING REVIEW,Not Applicable,2024-04-22T14:45:47Z,2024-04-22T14:51:49Z,NA,2024-04-22T14:55:13Z,362,CR9UHRS6,183,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),36,Male,White,United States,United States,United States,English,No,Part-Time,male,5.883333333333334,56,3.9,84,1,0.8,1
2024-04-22T16:45:47Z,2024-04-22T16:52:20Z,IP Address,173.207.75.75,100,393,True,2024-04-22 16:52:21,R_7TSJsLO4ryShRO8,NA,NA,NA,NA,36.0428,-89.3916,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,70,50,70,6,NA,9,9,6,9,9,7,6,7,5,6,2,3,3,NA,NA,NA,NA,Some College,NA,65b95ab3dd58f84b0ebf0e0b,6626780ef4ac9ac7bba4ae7d,AWAITING REVIEW,Not Applicable,2024-04-22T14:45:44Z,2024-04-22T14:52:23Z,NA,2024-04-22T14:55:34Z,400,CR9UHRS6,506,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),23,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,6.55,57,7.3,78,1,0.5,1
2024-04-22T16:30:55Z,2024-04-22T16:54:54Z,IP Address,73.106.82.194,100,1439,True,2024-04-22 16:54:54,R_1OkssA0kehOk9jd,NA,NA,NA,NA,33.584,-84.2751,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,60,70,70,5,NA,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,independent verification,NA,I verified it with what then knowledge I know,NA,3- or 4-year College Degree,NA,63d14ff7972a4863e876777c,66267495aeafcca5e71e01eb,AWAITING REVIEW,Not Applicable,2024-04-22T14:30:52Z,2024-04-22T14:54:58Z,NA,2024-04-22T14:58:05Z,1447,CR9UHRS6,834,No,Against (I feel negatively about the vaccines),2 (DISAGREE),42,Female,Black,United States,United States,United States,English,No,Full-Time,female,23.983333333333334,58,5,76,1,0.8,1
2024-04-22T16:40:48Z,2024-04-22T16:54:56Z,IP Address,24.20.86.219,100,847,True,2024-04-22 16:54:56,R_3QY9BB0jTkoT2E0,NA,NA,NA,NA,45.4804,-122.5891,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,9,9,9,9,9,9,9,9,9,9,1,1,1,NA,NA,NA,NA,Some College,Engaging,64d56b61fa74be3bd567252c,662676e7c1b21d2e0ee5ef5f,AWAITING REVIEW,Not Applicable,2024-04-22T14:40:45Z,2024-04-22T14:55:11Z,NA,2024-04-22T14:58:18Z,867,CR9UHRS6,643,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),56,Female,White,United States,United States,United States,English,No,Full-Time,female,14.133333333333333,59,9,100,1,0.6,1
2024-04-22T16:46:13Z,2024-04-22T16:54:59Z,IP Address,174.214.49.13,100,526,True,2024-04-22 16:55:00,R_3dFzUN7HdoHBY53,NA,NA,NA,NA,39.2051,-85.9324,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,10,20,20,3,NA,1,5,7,7,1,7,3,5,7,8,NA,NA,NA,trust in scientists,NA,NA,NA,3- or 4-year College Degree,Thank you,56494d5b6902220012c4acb7,6626781e618ff9954d001323,AWAITING REVIEW,Not Applicable,2024-04-22T14:46:08Z,2024-04-22T14:55:04Z,NA,2024-04-22T14:58:20Z,536,CR9UHRS6,5611,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),62,Female,White,United States,United States,United States,English,No,Part-Time,female,8.766666666666667,60,5.1,34,1,0.9,1
2024-04-22T16:41:48Z,2024-04-22T16:55:02Z,IP Address,172.58.244.252,100,793,True,2024-04-22 16:55:02,R_7DAXxlvh6D0scJ2,NA,NA,NA,NA,38.9034,-76.9882,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,I do not believe that the universe is millions of years old,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,9,NA,1,9,9,5,1,9,1,9,1,1,2,2,3,NA,NA,NA,NA,3- or 4-year College Degree,I have no additional comments to add,65fa1769407061426eb0dc37,66267727bb341c6cbeee6e81,AWAITING REVIEW,Not Applicable,2024-04-22T14:41:46Z,2024-04-22T14:55:05Z,NA,2024-04-22T14:58:22Z,799,CR9UHRS6,160,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),46,Male,Black,United States,United States,United States,English,No,Full-Time,male,13.233333333333333,61,4.6,100,0.9,0.7,0.9
2024-04-22T16:48:37Z,2024-04-22T16:55:26Z,IP Address,163.182.90.137,100,408,True,2024-04-22 16:55:27,R_2m4wrAVsnkg1sQV,NA,NA,NA,NA,38.942,-84.404,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,I do not believe the theory that the earth is that old.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,other,I have never seen compelling evidence to disprove the consensus.,NA,NA,2-year College Degree,NA,65e8cf8f4c7424fa062e54a3,662678bece23bfd2d389a2ea,AWAITING REVIEW,Not Applicable,2024-04-22T14:48:34Z,2024-04-22T14:55:29Z,NA,2024-04-22T14:58:35Z,415,CR9UHRS6,243,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),30,Female,White,United States,United States,United States,English,No,Part-Time,female,6.816666666666666,62,NA,NA,0.9,0.9,0.9
2024-04-22T16:38:55Z,2024-04-22T16:55:57Z,IP Address,24.211.187.108,100,1022,True,2024-04-22 16:55:58,R_2zj4NNYa9yVWWpC,NA,NA,NA,NA,36.0558,-78.2612,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,70,80,100,8,NA,6,6,7,6,5,9,8,5,7,4,NA,NA,NA,trust in scientists,NA,NA,NA,3- or 4-year College Degree,NA,65d90ea9ac22aa7ebcee2225,6626766b3b9a2b2a73e8a359,AWAITING REVIEW,Not Applicable,2024-04-22T14:38:44Z,2024-04-22T14:56:05Z,NA,2024-04-22T14:59:16Z,1042,CR9UHRS6,267,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,17.033333333333335,63,6.3,90,1,0.8,1
2024-04-22T16:55:44Z,2024-04-22T17:02:28Z,IP Address,173.63.170.197,100,403,True,2024-04-22 17:02:28,R_2WTPQXPyg2GRZwK,NA,NA,NA,NA,40.7238,-74.2293,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,50,100,9,NA,5,9,9,1,1,5,5,9,5,1,3,3,2,NA,NA,NA,NA,Master's Degree,NA,6602ce6267191d285a324221,66267a65a58f7f325f92db05,AWAITING REVIEW,Not Applicable,2024-04-22T14:55:42Z,2024-04-22T15:02:29Z,NA,2024-04-22T15:05:24Z,408,CR9UHRS6,190,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),29,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),female,6.733333333333333,64,5,90,1,0.7,1
2024-04-22T16:55:39Z,2024-04-22T17:04:12Z,IP Address,74.196.175.31,100,512,True,2024-04-22 17:04:12,R_3Dqi1lzNk5tfFdJ,NA,NA,NA,NA,32.3251,-95.2981,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,No,TRUE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,No,Because I would like to see more research on this matter.,No,Because I would like to see more research on this matter.,No,Because I would like to see more research on this matter.,No,NA,NA,NA,NA,NA,NA,Because I would like to see more research on this matter.,No,NA,NA,NA,NA,Because I would like to see more research on this matter.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,trust in scientists,NA,NA,NA,3- or 4-year College Degree,none,65e9ced91365812f0b0bea04,66267a67c8cf29e70bef4d21,AWAITING REVIEW,Not Applicable,2024-04-22T14:55:37Z,2024-04-22T15:04:14Z,NA,2024-04-22T15:07:10Z,517,CR9UHRS6,257,No,Against (I feel negatively about the vaccines),2 (DISAGREE),35,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,male,8.55,65,NA,NA,0.5,0.5,0.5
2024-04-22T16:49:38Z,2024-04-22T17:04:38Z,IP Address,73.160.183.156,100,899,True,2024-04-22 17:04:39,R_1P5pw8sPTbit5sG,NA,NA,NA,NA,39.9111,-74.1469,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,70,60,70,7,NA,1,5,6,3,4,7,6,5,9,6,3,3,3,NA,NA,NA,NA,High School / GED,Not at this time.,63644514902f60174b4b29a1,662678f908eb3254be6a8dfc,AWAITING REVIEW,Not Applicable,2024-04-22T14:49:35Z,2024-04-22T15:04:41Z,NA,2024-04-22T15:07:38Z,907,CR9UHRS6,2064,No,Against (I feel negatively about the vaccines),2 (DISAGREE),60,Female,White,Korea,United States,United States,English,No,Unemployed (and job seeking),female,15,66,5.2,70,1,0.7,1
2024-04-22T16:58:31Z,2024-04-22T17:04:57Z,IP Address,40.132.214.149,100,386,True,2024-04-22 17:04:58,R_3hru2EQLsSu09U4,NA,NA,NA,NA,34.5701,-83.3091,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,independent verification,NA,I remember some of the stuff from school.,NA,Less than High School,no,61bb392e40db417c1a138dcb,66267afd823b1ba635383fc9,AWAITING REVIEW,Not Applicable,2024-04-22T14:58:16Z,2024-04-22T15:05:04Z,NA,2024-04-22T15:08:05Z,408,CR9UHRS6,6113,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),50,Female,White,United States,United States,United States,English,No,Full-Time,female,6.433333333333334,67,NA,NA,1,0.9,1
2024-04-22T16:54:48Z,2024-04-22T17:05:48Z,IP Address,75.46.231.17,100,658,True,2024-04-22 17:05:48,R_1QE3bwVXpMHZTpf,NA,NA,NA,NA,29.7376,-95.521,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,70,70,80,7,NA,5,8,6,2,5,7,5,6,5,3,NA,NA,NA,independent verification,NA,I clicked on two out of three of the links for most statements that I was unsure about.,NA,Some College,No,574eab79c18847000e071119,662678ec9d92dff489d6082c,AWAITING REVIEW,Not Applicable,2024-04-22T14:54:46Z,2024-04-22T15:05:51Z,NA,2024-04-22T15:08:52Z,665,CR9UHRS6,4805,No,Against (I feel negatively about the vaccines),3(SOMEWHAT DISAGREE),43,Female,Black,United States,United States,United States,English,No,Part-Time,female,11,68,5.2,78,1,0.8,1
2024-04-22T16:48:12Z,2024-04-22T17:05:51Z,IP Address,73.252.109.243,100,1058,True,2024-04-22 17:05:51,R_1QLMV68f7jO2nRS,NA,NA,NA,NA,32.6047,-93.8761,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,100,50,100,9,NA,1,6,9,1,1,9,5,9,4,1,3,3,4,NA,NA,NA,NA,Some College,"THIS WAS INTERESTING. MANY OF THESE QUESTIONS ABOUT COVER-UPS WERE OBVIOUS TO ME BUT I CAN'T SAY THAT MUCH OF THE POPULATION REALIZES THIS, UNFORTUNATELY. THERE IS A SECRET KABAL OF PEOPLE WHO REALLY RUN THE WORLD. THE ONES THAT OWN THE OIL COMPANIES, BANKS, PHARMACEUTICAL COMPANIES, ETC... THE FACT THAT WE HAVE BEEN MANIPULATED INTO THINKING THIS IS REALITY IS PERHAPS THE BIGGEST COVER-UP. WE ARE CONSTANTLY DISTRACTED FROM THE TRUE REALITY AND TAUGHT FROM A VERY YOUNG AGE HOW WE ARE ""SUPPOSED"" TO THINK, AND WHAT HISTORY WE ARE ""SUPPOSED"" TO REMEMBER. THERE HAVE BEEN COUNTLESS INVENTIONS THAT WOULD HAVE ALMOST COMPLETELY ELIMINATED THE NEED FOR PETROLEUM. ENERGY FROM THE SPACE AROUND US THAT WOULD FILL A COFFEE CUP COULD BOIL AND EVAPORATE ALL THE OCEANS. BUT, THE INVENTORS THINK THEY SHOULD KEEP THESE A SECRET AND FILE A PATENT TO GET RICH. THEN THEY MYSTERIOUSLY DIE OR DISAPPEAR, ALONG WITH THEIR RESEARCH AND INVENTIONS. THE POINTLESS POVERTY IN THE WORLD WOULD DISAPPEAR VIRTUALLY OVERNIGHT IF THIS WASN'T THE CASE. BUT, SOMEONE HAS TO BE INCREDIBLY RICH AND POWERFUL I SUPPOSE.",5ca88c7900dbf0000127c5d5,662678a5be34342b2b15bb65,AWAITING REVIEW,Not Applicable,2024-04-22T14:48:10Z,2024-04-22T15:05:53Z,NA,2024-04-22T15:08:58Z,1064,CR9UHRS6,2409,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),38,Male,White,United States,United States,United States,English,No,Full-Time,male,17.65,69,4.6,80,1,0.8,1
2024-04-22T17:01:45Z,2024-04-22T17:06:24Z,IP Address,174.240.117.34,100,279,True,2024-04-22 17:06:25,R_5jUp7LBMa5GHqk9,NA,NA,NA,NA,42.9178,-85.6995,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,50,60,90,9,NA,5,6,8,7,2,9,8,5,9,1,3,3,3,NA,NA,NA,NA,Some College,NA,65ff6765704c89daf32f6ddd,66267bce4b3e252983954d20,AWAITING REVIEW,Not Applicable,2024-04-22T15:01:39Z,2024-04-22T15:06:27Z,NA,2024-04-22T15:09:41Z,289,CR9UHRS6,257,No,Against (I feel negatively about the vaccines),1 (TOTALLY DISAGREEE),39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",female,4.65,70,6,70,1,0.5,1
