StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,indep_conv_acc_a_I,indep_conv_comp_a_I,indep_conv_acc_b_I,indep_conv_comp_b_I,indep_div_acc_a_I,indep_div_comp_a_I,indep_div_acc_b_I,indep_div_comp_b_I,confl_conv_acc_a_I,confl_conv_comp_a_I,confl_conv_acc_b_I,confl_conv_comp_b_I,confl_div_acc_a_I,confl_div_comp_a_I,confl_div_acc_b_I,confl_div_comp_b_I,indep_conv_acc_a_II,indep_conv_comp_a_II,indep_conv_acc_b_II,indep_conv_comp_b_II,indep_div_acc_a_II,indep_div_comp_a_II,indep_div_acc_b_II,indep_div_comp_b_II,confl_conv_acc_a_II,confl_conv_comp_a_II,confl_conv_acc_b_II,confl_conv_comp_b_II,confl_div_acc_a_II,confl_div_comp_a_II,confl_div_acc_b_II,confl_div_comp_b_II,Q2,Q3,Q4,Q5,PROLIFIC_PID,counter
2022-05-19 10:31:35,2022-05-19 10:33:53,0,188.221.105.222,100,137,1,2022-05-19 10:33:54,R_27NEsbT8aXElwEj,,,,,53.8554,-1.5492,anonymous,EN,1,"I pay attention ",,,,,,,,,5,6,5,6,3,5,4,4,,,,,,,,,,,,,,,,,,2,43,3,555a3e90fdf99b10ecc8713a,4
2022-05-19 10:29:36,2022-05-19 10:33:57,0,95.149.192.154,100,260,1,2022-05-19 10:33:57,R_RkmGSVoO2M2Ecox,,,,,52.5927,-1.8084,anonymous,EN,1,I pay attention,5,6,5,6,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,6046199b8138f404c03b4a49,4
2022-05-19 10:32:29,2022-05-19 10:33:57,0,86.153.201.57,100,87,1,2022-05-19 10:33:58,R_2fxtdATWHUkZXJw,,,,,51.558,0.2245,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,3,4,2,4,,2,23,5,5cd08257ae977b001353cc1c,4
2022-05-19 10:32:01,2022-05-19 10:34:03,0,86.30.160.136,100,122,1,2022-05-19 10:34:04,R_vkpOraGpnzBIN3P,,,,,51.4483,-0.1383,anonymous,EN,1,I pay attention,6,6,6,6,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,6,6166b88b068f6ea62e353c6c,4
2022-05-19 10:32:04,2022-05-19 10:34:05,0,109.145.175.162,100,121,1,2022-05-19 10:34:06,R_3dQEq1NcFmCwmC1,,,,,52.5299,-1.0945,anonymous,EN,1,I pay attention,6,5,6,5,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,8,61476cb55d90b46409148e28,4
2022-05-19 10:31:20,2022-05-19 10:34:07,0,88.105.121.61,100,167,1,2022-05-19 10:34:07,R_3ISI9JVm8EOaWGl,,,,,53.2402,-2.9088,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,5,5,5,3,3,3,4,,,,,,,,,,1,53,5,5dcddf9f4d51e40a5292727d,4
2022-05-19 10:32:46,2022-05-19 10:34:17,0,82.132.229.87,100,91,1,2022-05-19 10:34:18,R_2R4U6TsVWZECjxN,,,,,51.509,-0.1882,anonymous,EN,1,I pay attention,,,,,,,,,5,5,4,4,2,2,5,5,,,,,,,,,,,,,,,,,,2,29,5,616c9332fbd4c31a4973114c,4
2022-05-19 10:32:06,2022-05-19 10:34:19,0,31.48.110.204,100,133,1,2022-05-19 10:34:20,R_2R9emJKww4mSspi,,,,,55.0167,-6.6667,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,5,5,5,5,5,,2,40,5,5fd532e9d9f56d3569f7a128,4
2022-05-19 10:30:20,2022-05-19 10:34:20,0,86.158.135.121,100,240,1,2022-05-19 10:34:21,R_9BOoaEUfBodD5FD,,,,,50.9142,-1.388,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,3,4,4,,2,55,6,5b5dde00f847d10001db95f7,4
2022-05-19 10:32:13,2022-05-19 10:34:21,0,109.151.43.86,100,127,1,2022-05-19 10:34:21,R_2mkm6CnAos1qthL,,,,,50.9661,-1.3348,anonymous,EN,1,i pay attention,,,,,,,,,,,,,,,,,5,5,8,8,3,4,4,4,,,,,,,,,,1,37,2,5ce3af911a90fb0015fcaec7,4
2022-05-19 10:30:15,2022-05-19 10:34:25,0,51.9.165.28,100,250,1,2022-05-19 10:34:25,R_OeqRnsEzc8wrgDD,,,,,54.2519,-0.4709,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,5,5,4,4,3,,1,38,5,56c6f9efb0b7a1000c5d12d7,4
2022-05-19 10:31:37,2022-05-19 10:34:28,0,109.158.87.16,100,170,1,2022-05-19 10:34:28,R_2E3PaZ5j1a0vD2n,,,,,52.7212,-2.7456,anonymous,EN,1,"I pay attention ",,,,,,,,,6,6,3,4,3,3,5,4,,,,,,,,,,,,,,,,,,2,61,5,5b9cbd2d3be2a10001ed067a,4
2022-05-19 10:31:26,2022-05-19 10:34:29,0,2.126.124.138,100,183,1,2022-05-19 10:34:30,R_2sTmKlwrmZk4TwM,,,,,51.0075,-3.1015,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,6,6,8,3,4,4,4,,,,,,,,,,2,43,6,5d8a389701cba60001addee2,4
2022-05-19 10:31:22,2022-05-19 10:34:29,0,86.143.215.33,100,186,1,2022-05-19 10:34:30,R_3JFAk9XsNmV3pyM,,,,,51.7056,-4.8292,anonymous,EN,1,I pay attention,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,3,5d26c8bc341630001a250a2f,4
2022-05-19 10:33:27,2022-05-19 10:34:32,0,146.199.18.107,100,64,1,2022-05-19 10:34:32,R_ZlyUE7y2YVwI43T,,,,,51.4592,-1.0439,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,5,6,6,4,4,3,3,,,,,,,,,,2,28,6,615d6edb693109cd7f3b44c9,4
2022-05-19 10:33:17,2022-05-19 10:34:34,0,86.137.139.238,100,77,1,2022-05-19 10:34:35,R_3njiuH5wZ83LGba,,,,,55.9439,-3.0515,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,4,4,,1,64,2,5ddfa82bb28cf701132e7a78,4
2022-05-19 10:31:00,2022-05-19 10:34:38,0,92.11.145.187,100,217,1,2022-05-19 10:34:38,R_3IqCDGP0zvMdpf3,,,,,51.4091,-0.3091,anonymous,EN,1,I pay attention,5,5,5,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,5,62725fee7dec6b509cb72524,4
2022-05-19 10:32:51,2022-05-19 10:34:47,0,195.213.208.83,100,115,1,2022-05-19 10:34:47,R_1IzxGkBZEqUqp6N,,,,,51.6485,-0.7801,anonymous,EN,1,I pay attention,6,6,6,6,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,5,616444f1ce0d85e6997ba755,4
2022-05-19 10:31:09,2022-05-19 10:34:52,0,90.254.72.49,100,222,1,2022-05-19 10:34:52,R_1PUFIpGgNk8LnMk,,,,,51.4623,-2.5502,anonymous,EN,1,"I pay attention ",,,,,,,,,4,4,6,6,4,4,5,5,,,,,,,,,,,,,,,,,,2,35,4,5a84125d17ef350001708120,4
2022-05-19 10:31:17,2022-05-19 10:35:03,0,194.80.132.250,100,225,1,2022-05-19 10:35:04,R_2rwqSENWjTXC3zs,,,,,51.5131,-3.1588,anonymous,EN,1,I pay attention,,,,,,,,,5,5,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,2,45,5,5ef265742c11c510338b5d56,4
2022-05-19 10:33:43,2022-05-19 10:35:09,0,188.221.10.117,100,86,1,2022-05-19 10:35:09,R_1C13sl6vqxOxEty,,,,,51.3464,0.7372,anonymous,EN,1,"I pay attention ",,,,,,,,,,,,,,,,,8,8,6,6,3,4,3,3,,,,,,,,,,2,25,5,61740924c97f8f7a5789f5be,4
2022-05-19 10:31:11,2022-05-19 10:35:11,0,86.9.136.76,100,239,1,2022-05-19 10:35:11,R_2dEWBtrnwhqYLS1,,,,,51.4003,0.5291,anonymous,EN,1,I pay attention,6,6,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,2,608997c283b34981066df657,4
2022-05-19 10:33:24,2022-05-19 10:35:13,0,82.37.115.121,100,108,1,2022-05-19 10:35:14,R_1YvyoqsORaAFtW9,,,,,53.4972,-1.1808,anonymous,EN,1,i pay attention,,,,,,,,,5,5,4,5,2,3,3,4,,,,,,,,,,,,,,,,,,2,20,3,60fd5909707d79151a1356be,4
2022-05-19 10:32:37,2022-05-19 10:35:15,0,92.2.52.145,100,158,1,2022-05-19 10:35:16,R_3FP5Hw0TJFEhhfo,,,,,51.5507,-0.0537,anonymous,EN,1,I pay attention,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,5,5c9879aed87fc4000155f4ac,4
2022-05-19 10:33:12,2022-05-19 10:35:17,0,82.132.230.1,100,124,1,2022-05-19 10:35:17,R_1nMZPgMStHwLc8e,,,,,51.4647,-0.0509,anonymous,EN,1,"I pay attention ",,,,,,,,,,,,,,,,,5,5,6,8,2,3,4,4,,,,,,,,,,2,25,5,614dd79aa33a283176c73f8d,4
2022-05-19 10:32:50,2022-05-19 10:35:19,0,146.90.247.36,100,149,1,2022-05-19 10:35:19,R_3egLmaid3HVMOxa,,,,,52.3728,-2.2522,anonymous,EN,1,I pay attention,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,5,5f2b621130ca045b940f4b37,4
2022-05-19 10:33:18,2022-05-19 10:35:22,0,80.194.191.145,100,123,1,2022-05-19 10:35:22,R_Djygf7N8hhKW9BT,,,,,51.8741,-2.1322,anonymous,EN,1,I pay attention,,,,,,,,,5,4,4,4,2,2,1,1,,,,,,,,,,,,,,,,,,2,28,5,60df0cef7a58735ca9c1a6c2,4
2022-05-19 10:33:26,2022-05-19 10:35:25,0,81.135.200.0,100,119,1,2022-05-19 10:35:26,R_Or1f5oZOmm2CoPn,,,,,50.4381,-4.083,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,6,6,6,6,,2,34,6,57c975a8648ff40001666439,4
2022-05-19 10:32:05,2022-05-19 10:35:33,0,212.140.202.148,100,207,1,2022-05-19 10:35:34,R_24FPqRgq0OfzNDr,,,,,53.2498,-0.5115,anonymous,EN,1,I pay attention,,,,,,,,,2,5,2,5,3,6,2,6,,,,,,,,,,,,,,,,,,1,47,3,5d2eb5cf13d28c001ab7be8a,4
2022-05-19 10:34:02,2022-05-19 10:35:48,0,90.251.75.49,100,106,1,2022-05-19 10:35:49,R_UWJimwosCRjgDm1,,,,,51.5538,-0.3102,anonymous,EN,1,I pay attention,,,,,,,,,3,3,4,4,5,5,4,4,,,,,,,,,,,,,,,,,,2,41,8,571bdaa76b0894001362f780,4
2022-05-19 10:33:27,2022-05-19 10:35:59,0,51.6.19.187,100,151,1,2022-05-19 10:35:59,R_2zf4lx84CfSFeuw,,,,,51.631,-3.4774,anonymous,EN,1,i pay attention,,,,,,,,,,,,,,,,,5,5,5,5,3,3,3,3,,,,,,,,,,2,51,3,595e783b07ed5e0001cd0a97,4
2022-05-19 10:33:02,2022-05-19 10:36:00,0,81.129.137.97,100,178,1,2022-05-19 10:36:00,R_3PNRHEsb0bdNXuf,,,,,51.521,-3.2037,anonymous,EN,1,I pay attention,5,6,6,6,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,5,603d423f689f94c22051f109,4
2022-05-19 10:34:14,2022-05-19 10:36:02,0,90.253.103.175,100,108,1,2022-05-19 10:36:03,R_bOzokj86vI9qwBb,,,,,51.8964,-0.3196,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,4,4,4,5,3,2,5,3,,,,,,,,,,1,27,6,59edc2c816ecc200016ff9cc,4
2022-05-19 10:33:45,2022-05-19 10:36:03,0,86.154.180.204,100,138,1,2022-05-19 10:36:04,R_Ol2Jnb0Q3N23FSx,,,,,53.0884,-3.3389,anonymous,EN,1,"I pay attention ",,,,,,,,,6,6,5,6,4,4,4,4,,,,,,,,,,,,,,,,,,2,54,4,5d012374106b92001ba0b24b,4
2022-05-19 10:33:26,2022-05-19 10:36:05,0,77.101.244.143,100,158,1,2022-05-19 10:36:05,R_1PcafzHWm5B1ZNo,,,,,50.368,-4.1329,anonymous,EN,1,I pay attention,6,6,5,5,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,5,617014c0e38ec2082cd31849,4
2022-05-19 10:33:34,2022-05-19 10:36:08,0,83.218.138.3,100,154,1,2022-05-19 10:36:08,R_C1ZGrj9yPCZQfJL,,,,,51.2179,-0.5037,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,5,5,5,3,4,3,3,,,,,,,,,,2,30,6,5eda4814fe5ec9080156e700,4
2022-05-19 10:34:12,2022-05-19 10:36:17,0,5.198.76.148,100,124,1,2022-05-19 10:36:17,R_3prvqq1OesvKWsR,,,,,53.785,-0.3854,anonymous,EN,1,i pay attention,,,,,,,,,6,6,8,6,3,4,3,4,,,,,,,,,,,,,,,,,,2,47,2,5d3b561f161b8c0001524379,4
2022-05-19 10:34:14,2022-05-19 10:36:20,0,86.179.153.135,100,125,1,2022-05-19 10:36:20,R_2qF4dT4oEsxTPs9,,,,,54.9463,-1.3672,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,4,5,3,,2,30,5,5f58a11fc5c1dd016abcb72c,4
2022-05-19 10:34:13,2022-05-19 10:36:24,0,82.43.60.47,100,130,1,2022-05-19 10:36:24,R_3JIcq6U3rG5axOf,,,,,56.0118,-4.594,anonymous,EN,1,"I pay attention ",6,6,6,6,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,3,613a4ce17dca59175496a274,4
2022-05-19 10:34:22,2022-05-19 10:36:28,0,78.86.134.237,100,126,1,2022-05-19 10:36:28,R_1173ZXoBrpuDPrd,,,,,51.4964,-0.1224,anonymous,EN,1,"I pay attention ",8,6,8,6,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,8,5c76a59ae8df4d00010c50a3,4
2022-05-19 10:34:37,2022-05-19 10:36:31,0,217.13.135.114,100,113,1,2022-05-19 10:36:31,R_ULOAR0BI701mEEh,,,,,51.3242,-2.9789,anonymous,EN,1,i pay attention,,,,,,,,,3,3,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,2,27,3,5efe123e81acba0e69d61fcd,4
2022-05-19 10:33:59,2022-05-19 10:36:35,0,176.27.116.30,100,155,1,2022-05-19 10:36:35,R_3k88pHBbMDBXub1,,,,,50.7321,-3.53,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,2,2,,2,39,5,5f21c5e16fcf636045690ba3,4
2022-05-19 10:30:59,2022-05-19 10:36:40,0,94.11.7.157,100,341,1,2022-05-19 10:36:41,R_1mDT8HWTNlrrN3g,,,,,51.2483,-1.1266,anonymous,EN,1,"I pay attention ",,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,,,,,,,,,,2,46,2,60b0c74cf3a4e2748bedb99b,4
2022-05-19 10:33:45,2022-05-19 10:36:56,0,188.210.213.22,100,190,1,2022-05-19 10:36:56,R_3k0qbc6MG8QEygq,,,,,53.4809,-2.2374,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,4,4,4,4,3,3,2,2,,,,,,,,,,1,51,5,54dfac92fdf99b4b6b6595d9,4
2022-05-19 10:34:31,2022-05-19 10:36:57,0,86.184.106.58,100,146,1,2022-05-19 10:36:58,R_TdDtzyMUiyX0Mwh,,,,,53.8151,-3.0603,anonymous,EN,1,"I pay attention ",,,,,,,,,3,3,2,3,4,4,3,4,,,,,,,,,,,,,,,,,,2,21,5,60de029b2e57b1df5755c17a,4
2022-05-19 10:34:03,2022-05-19 10:37:02,0,165.225.17.33,100,178,1,2022-05-19 10:37:02,R_3IahqrtwbxjSOXi,,,,,51.5164,-0.093,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,4,4,3,,2,31,5,5c740758901b2900013ae2c7,4
2022-05-19 10:33:39,2022-05-19 10:37:12,0,82.16.222.186,100,213,1,2022-05-19 10:37:13,R_3RwSHUtcJQtWVoG,,,,,55.9151,-4.5115,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,3,4,3,4,,1,31,4,5f3fc23109c56405756f9430,4
2022-05-19 10:35:27,2022-05-19 10:37:16,0,82.132.217.64,100,109,1,2022-05-19 10:37:17,R_x5Rsv7Qa7LEWxTr,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,6,5,5,5,3,2,2,2,,,,,,,,,,2,60,2,55c48f75fdf99b2899e070e4,4
2022-05-19 10:35:42,2022-05-19 10:37:22,0,86.171.90.99,100,100,1,2022-05-19 10:37:22,R_27Pe36D3CrdysdR,,,,,55.981,-3.377,anonymous,EN,1,I pay attention,6,6,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,6,57b248d52075e2000113ba3d,4
2022-05-19 10:34:57,2022-05-19 10:37:24,0,109.155.72.77,100,147,1,2022-05-19 10:37:24,R_PYjbXWhvHWYtiKZ,,,,,54.7851,-1.6292,anonymous,EN,1,I pay attention,,,,,,,,,5,4,4,4,2,2,3,2,,,,,,,,,,,,,,,,,,1,34,6,5f0c8d92c34c6061989be2b1,4
2022-05-19 10:35:57,2022-05-19 10:37:30,0,82.1.123.84,100,92,1,2022-05-19 10:37:30,R_VJOgCOvq7yhOCRj,,,,,54.5396,-5.975,anonymous,EN,1,I pay attention,,,,,,,,,3,4,4,4,6,4,5,4,,,,,,,,,,,,,,,,,,2,33,6,5e3decbd3ab63a0641c47f76,4
2022-05-19 10:35:11,2022-05-19 10:37:33,0,78.86.134.149,100,141,1,2022-05-19 10:37:33,R_1kZxSexebu4rNfY,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,6,5,6,5,6,4,5,,,,,,,,,,2,33,2,5fbacf8a8f01f4b486dea42a,4
2022-05-19 10:35:50,2022-05-19 10:37:33,0,82.43.171.147,100,103,1,2022-05-19 10:37:33,R_Y33wyHzzTj43JAd,,,,,55.9552,-3.2,anonymous,EN,1,I pay attention,,,,,,,,,6,6,5,5,5,5,4,4,,,,,,,,,,,,,,,,,,2,25,6,5c7d09b6e4ab860001c96004,4
2022-05-19 10:35:34,2022-05-19 10:37:34,0,213.205.197.68,100,119,1,2022-05-19 10:37:34,R_2ta4e967a5mR8Dd,,,,,52.6189,-2.004,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,6,6,5,5,,1,45,4,6110f1bc14e664835c64782c,4
2022-05-19 10:35:00,2022-05-19 10:37:42,0,86.14.252.67,100,161,1,2022-05-19 10:37:42,R_elHW7tUtxsPnpCN,,,,,51.5245,-0.1567,anonymous,EN,1,I pay attention,,,,,,,,,5,5,6,6,3,3,4,3,,,,,,,,,,,,,,,,,,2,35,5,60ce179aa6f645eb5543c20e,4
2022-05-19 10:35:47,2022-05-19 10:37:53,0,90.220.215.199,100,126,1,2022-05-19 10:37:54,R_ywKnXtzSGTpdj5T,,,,,53.4022,-1.3452,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,3,3,5,,2,32,5,5936678267011200014d3c23,4
2022-05-19 10:33:54,2022-05-19 10:37:56,0,80.42.19.141,100,241,1,2022-05-19 10:37:56,R_RQ934kc3VruBlgR,,,,,50.9158,-1.3601,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,2,2,2,,1,66,3,5defa5382c54d4635f06f22b,4
2022-05-19 10:36:29,2022-05-19 10:38:00,0,86.17.73.205,100,91,1,2022-05-19 10:38:01,R_xx8ufEaa5eSI5sB,,,,,50.7334,-1.9246,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,6,6,6,6,3,3,3,3,,,,,,,,,,1,43,3,5d43d8751e6eef00171decb2,4
2022-05-19 10:35:26,2022-05-19 10:38:09,0,176.26.76.237,100,163,1,2022-05-19 10:38:09,R_3Lj3qZvpAmCOKKO,,,,,52.4167,0.1885,anonymous,EN,1,"I pay attention ",,,,,,,,,,,,,,,,,6,6,6,6,3,4,3,3,,,,,,,,,,2,33,4,61bb37d940db417c1a138b30,4
2022-05-19 10:33:44,2022-05-19 10:38:14,0,89.242.49.194,100,270,1,2022-05-19 10:38:15,R_1hG2gckXJpMWIHw,,,,,52.506,-1.8846,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,6,6,8,8,4,4,1,1,,,,,,,,,,2,30,3,5cd1b76f41dacf0001dddef8,4
2022-05-19 10:36:41,2022-05-19 10:38:23,0,86.166.40.113,100,102,1,2022-05-19 10:38:24,R_dbqyRWlojRm5fgd,,,,,51.0075,-3.1015,anonymous,EN,1,I pay attention,5,5,6,6,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,4,5c755c061e58be00156df988,4
2022-05-19 10:34:55,2022-05-19 10:38:25,0,92.8.40.194,100,210,1,2022-05-19 10:38:25,R_1k1cEu5koTjTYY2,,,,,52.4666,-1.9205,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,,2,41,5,5a89afc90f1bce00012242d8,4
2022-05-19 10:35:23,2022-05-19 10:38:27,0,86.147.226.125,100,183,1,2022-05-19 10:38:27,R_2BhcAHV2O50DBNh,,,,,50.7873,-1.9838,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,3,4,3,4,,1,51,3,5e1c60648b6dfb45e1050ea2,4
2022-05-19 10:34:41,2022-05-19 10:38:28,0,82.2.1.59,100,227,1,2022-05-19 10:38:29,R_3OcVsGJwmw3aXvz,,,,,51.2887,-0.7957,anonymous,EN,1,"I pay attention ",4,4,4,4,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,6,596a4c84389a5b000126477f,4
2022-05-19 10:35:28,2022-05-19 10:38:30,0,109.249.183.86,100,182,1,2022-05-19 10:38:30,R_301y7YUGZt84UqE,,,,,51.5026,-0.066,anonymous,EN,1,"I pay attention ",5,5,5,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,5,5d67ed161976cc0019cc8a10,4
2022-05-19 10:32:27,2022-05-19 10:38:44,0,92.40.172.141,100,377,1,2022-05-19 10:38:45,R_1qTV2Qp0jkYYsjG,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,3,3,2,3,,2,37,5,5a4b58ed56ec1100014a3ee4,4
2022-05-19 10:36:50,2022-05-19 10:38:52,0,82.24.198.84,100,121,1,2022-05-19 10:38:52,R_302He964G9jnUk6,,,,,52.1932,0.1426,anonymous,EN,1,I pay attention,,,,,,,,,5,5,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,1,38,6,5cd54e60b7928300012a005c,4
2022-05-19 10:36:26,2022-05-19 10:38:52,0,2.27.177.163,100,145,1,2022-05-19 10:38:53,R_9zXXa07cDlVPRn3,,,,,50.8546,0.5362,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,3,3,3,3,,1,39,3,5caa178ffd086000016dd2d3,4
2022-05-19 10:30:17,2022-05-19 10:38:52,0,151.227.120.186,100,514,1,2022-05-19 10:38:53,R_vvOv8zZ9QreyWf7,,,,,52.5026,-1.7815,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,2,3,4,3,,2,33,5,5a8e98daae9a0b0001aa430b,4
2022-05-19 10:34:52,2022-05-19 10:39:25,0,151.228.72.216,100,273,1,2022-05-19 10:39:26,R_2CJjC2DZh6wSdME,,,,,51.1278,-3.0001,anonymous,EN,1,"I pay attention ",6,6,6,6,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,3,601717aa2b7ef320b4b810cd,4
2022-05-19 10:34:31,2022-05-19 10:39:29,0,217.42.118.247,100,297,1,2022-05-19 10:39:29,R_2Y9gy6Eh3qaJnk1,,,,,52.6237,-2.1156,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,6,6,6,6,3,4,3,4,,,,,,,,,,2,21,5,5f4dd102a7461baa9fa292d2,4
2022-05-19 10:37:35,2022-05-19 10:39:30,0,194.81.239.183,100,115,1,2022-05-19 10:39:30,R_3lt7xFFtX4XFzHC,,,,,51.3453,1.3791,anonymous,EN,1,I pay attention,5,4,5,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,5,60967660853e8fcaf410748b,4
2022-05-19 10:38:01,2022-05-19 10:40:19,0,80.5.128.51,100,138,1,2022-05-19 10:40:20,R_x5e890kFMmr3RT3,,,,,52.1932,0.1426,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,4,4,3,,1,40,5,602d1d984787306b190f0b43,4
2022-05-19 10:38:26,2022-05-19 10:40:27,0,94.193.52.28,100,120,1,2022-05-19 10:40:28,R_1dz6Vpq0kQCmbvY,,,,,50.7462,-3.2854,anonymous,EN,1,I pay attention,8,8,8,8,3,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,5,5ec92a7a5ed12a0367a0f95a,4
2022-05-19 10:38:26,2022-05-19 10:40:35,0,86.158.17.205,100,129,1,2022-05-19 10:40:36,R_33wHtqrpPYvqOlX,,,,,51.6706,-1.2794,anonymous,EN,1,I pay attention,,,,,,,,,6,5,2,3,2,4,5,5,,,,,,,,,,,,,,,,,,1,31,5,612154fcba58d97a1c78207b,4
2022-05-19 10:38:40,2022-05-19 10:40:36,0,109.151.49.72,100,115,1,2022-05-19 10:40:36,R_263TzQOpnDuWG5n,,,,,53.5534,-3.0672,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,5,4,5,4,1,1,2,3,,,,,,,,,,1,34,5,616d8bc4bd45c4a64b3c6734,4
2022-05-19 10:38:04,2022-05-19 10:40:43,0,90.205.160.6,100,159,1,2022-05-19 10:40:44,R_1jxF6iKKFPpsieg,,,,,52.5026,-1.7815,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,6,3,3,3,4,,1,34,5,610a45b7ee955eab34220bce,4
2022-05-19 10:37:22,2022-05-19 10:40:59,0,79.74.233.88,100,216,1,2022-05-19 10:40:59,R_1GQ55mtdKy5fAK8,,,,,53.4809,-2.2374,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,2,,,,,,,,,,1,49,5,623591b7951bf324f2aa5be2,4
2022-05-19 10:38:50,2022-05-19 10:41:10,0,5.67.139.92,100,139,1,2022-05-19 10:41:10,R_1DqAPvF2Dl9zAaQ,,,,,52.9994,-1.1318,anonymous,EN,1,I pay attention,,,,,,,,,,,,,,,,,4,4,5,5,4,4,4,4,,,,,,,,,,1,28,4,5ace91340527ba0001c28f5b,4
