StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,counter
2023-03-16 15:36:13,2023-03-16 15:40:36,0,78.150.81.247,100,263,1,2023-03-16 15:40:38,R_d520O735Lmh7A2t,,,,,51.3946,-0.4552,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,5,66,5,66,5,95,6,95,6,,2,68,7,56cf6e8d31a5bc0006e1cdf5,8
2023-03-16 15:37:34,2023-03-16 15:40:37,0,82.10.90.156,100,183,1,2023-03-16 15:40:39,R_1pKVvlC8LYhJsSO,,,,,52.7167,-2.5561,anonymous,EN,1,I pay attention,33,4,32,4,32,4,33,4,75,4,74,4,98,5,99,5,,2,30,2,5e13a93a8640209e59703481,8
2023-03-16 15:36:22,2023-03-16 15:40:43,0,78.151.25.100,100,260,1,2023-03-16 15:40:44,R_2S2cdsmea04VZlo,,,,,53.6413,-2.6692,anonymous,EN,1,I pay attention,15,3,18,3,33,4,33,4,66,5,66,5,83,6,82,6,,2,35,2,5dbb0562b1df1b110ead5bba,8
2023-03-16 15:36:30,2023-03-16 15:40:46,0,165.225.196.158,100,255,1,2023-03-16 15:40:47,R_3eq2CoeZskiXpL4,,,,,53.4734,-2.3142,anonymous,EN,1,I pay attention,30,3,30,2,30,4,30,3,70,6,70,6,81,6,81,6,,2,52,5,614712587e4bfca5555277d7,8
2023-03-16 15:36:39,2023-03-16 15:40:47,0,90.213.47.187,100,248,1,2023-03-16 15:40:47,R_31gf8GTI3Jxz8UN,,,,,51.2539,0.5327,anonymous,EN,1,I pay attention,19,3,20,3,33,4,33,4,75,5,60,5,81,5,75,5,,2,29,5,55057a56fdf99b5b566a70bb,8
2023-03-16 15:36:18,2023-03-16 15:40:51,0,90.209.230.104,100,272,1,2023-03-16 15:40:51,R_sYZDruotfzvnm4p,,,,,55.9335,-3.254,anonymous,EN,1,I pay attention,25,3,22,3,33,4,33,4,40,5,40,5,86,6,85,6,,1,40,5,6346ad9666e0c7892116eef5,8
2023-03-16 15:36:32,2023-03-16 15:40:54,0,92.0.37.202,100,262,1,2023-03-16 15:40:55,R_2q2I9OX5vcu8v0d,,,,,51.4863,-0.101,anonymous,EN,1,i pay attention,9,3,15,3,31,4,29,3,64,5,66,5,92,5,93,7,,1,33,2,63eb3891e11552f1afb46066,8
2023-03-16 15:36:27,2023-03-16 15:41:01,0,188.220.106.241,100,274,1,2023-03-16 15:41:02,R_b7bbCo8Mc7Ssw5H,,,,,55.8505,-4.4443,anonymous,EN,1," I pay attention",75,6,75,4,70,5,85,3,60,3,75,5,60,4,70,4,,2,54,2,594abd98215cbd000146debc,8
2023-03-16 15:37:37,2023-03-16 15:41:03,0,31.94.21.130,100,205,1,2023-03-16 15:41:03,R_WwUD3z4aunNIyQh,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,,1,44,2,5dc5da21d999de45a504651b,8
2023-03-16 15:36:21,2023-03-16 15:41:16,0,92.238.62.50,100,295,1,2023-03-16 15:41:20,R_eqFHklNhHtfrxOF,,,,,56.4806,-2.9358,anonymous,EN,1,I pay attention,30,4,25,3,33,4,33,3,56,5,71,5,83,6,81,6,,2,23,2,5cb3cdc781f3750001043bf2,8
2023-03-16 15:36:28,2023-03-16 15:41:32,0,82.6.146.13,100,303,1,2023-03-16 15:41:37,R_2QfbnhNcy7HXu0i,,,,,54.6784,-5.9695,anonymous,EN,1,"I pay attention ",30,3,40,3,60,4,60,4,80,5,60,5,70,5,70,5,,2,55,2,63d92bc32dcd36bb091bbd22,8
2023-03-16 15:36:21,2023-03-16 15:41:48,0,81.107.136.147,100,326,1,2023-03-16 15:41:48,R_2DTz3zE7qd5RQWl,,,,,51.6013,-0.2636,anonymous,EN,1,I pay attention,30,4,31,4,50,4,50,4,65,6,60,6,82,6,81,6,,1,44,5,581ccd016c73180001fa5b2a,8
2023-03-16 15:37:31,2023-03-16 15:41:52,0,90.246.255.100,100,260,1,2023-03-16 15:41:53,R_1fju97fITNIVAaQ,,,,,52.5876,-1.9828,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,66,5,66,5,66,5,66,5,,2,50,4,61a74f60a9217c6f76a4d0e4,8
2023-03-16 15:36:28,2023-03-16 15:41:59,0,82.21.74.176,100,330,1,2023-03-16 15:41:59,R_1PUDYZ5QQSXhcge,,,,,52.5679,-0.2836,anonymous,EN,1,I pay attention,25,3,23,2,51,4,24,4,71,5,80,5,91,6,91,6,,2,46,2,595ceea8dd044900012ce64a,8
2023-03-16 15:37:55,2023-03-16 15:42:12,0,2.100.105.139,100,256,1,2023-03-16 15:42:12,R_1GU3SUjkOAsv1or,,,,,51.4809,0.0832,anonymous,EN,1,I pay attention,80,5,33,4,33,4,33,4,80,5,80,5,95,5,95,5,,2,43,5,61647688d6592403e31aa473,8
2023-03-16 15:36:11,2023-03-16 15:43:17,0,82.26.79.122,100,426,1,2023-03-16 15:43:19,R_phBlYtq5Lel9OOl,,,,,53.3202,-2.1413,anonymous,EN,1,I pay attention,25,3,25,2,50,5,55,4,70,5,75,5,90,6,85,6,,1,36,2,582f8bbd4cadc80001b0fbd3,8
2023-03-16 15:36:33,2023-03-16 15:43:30,0,90.216.177.29,100,416,1,2023-03-16 15:43:32,R_5vYK0v2Rb4eopKp,,,,,53.4604,-3.0176,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,2,40,5,606dfa7094567e608e95135f,8
2023-03-16 15:36:26,2023-03-16 15:43:45,0,147.161.167.113,100,439,1,2023-03-16 15:43:46,R_210YeMYi1xTHG94,,,,,51.5236,-0.089,anonymous,EN,1,I pay attention,30,5,30,5,30,5,30,5,30,5,30,5,30,5,30,5,,2,25,6,5bd09264c39f0600019d798c,8
2023-03-16 15:39:52,2023-03-16 15:44:04,0,86.171.202.67,100,252,1,2023-03-16 15:44:05,R_1E5PYn9eWueKyjz,,,,,53.5024,-2.5224,anonymous,EN,1,I pay attention,30,4,40,4,35,4,35,4,70,5,70,5,90,6,90,6,,2,32,5,59607d6c2fa2630001d87d75,8
2023-03-16 15:36:23,2023-03-16 15:45:44,0,86.151.28.230,100,561,1,2023-03-16 15:45:45,R_UDvO1lgMA5s9uBX,,,,,51.6707,0.7323,anonymous,EN,1,I pay attention,45,4,45,4,40,3,55,5,55,4,60,5,50,4,50,5,,2,52,2,5ef5f74fb4a08f2676fb3aba,8
2023-03-16 15:44:06,2023-03-16 15:46:15,0,51.186.23.197,100,128,1,2023-03-16 15:46:16,R_3niRToSvrafq70o,,,,,51.5026,-0.066,anonymous,EN,1,I pay attention,34,4,22,3,34,4,33,4,63,5,66,5,85,6,91,6,,1,24,5,62e1581acad06eee3b6509dc,8
2023-03-16 15:36:21,2023-03-16 15:48:52,0,109.158.195.19,100,751,1,2023-03-16 15:48:53,R_RrZrYdusi5YQnBL,,,,,52.5778,-2.0961,anonymous,EN,1,I pay attention,1,1,1,1,33,4,33,4,66,5,80,5,99,6,99,6,,2,54,5,5ea2cf6f2888de038404188d,8
2023-03-16 15:36:29,2023-03-16 15:49:34,0,109.146.246.212,100,784,1,2023-03-16 15:49:36,R_2bVSw56N3nexijp,,,,,52.6042,-2.4912,anonymous,EN,1,I pay attention,35,5,15,6,35,5,34,5,67,5,66,5,51,6,49,4,,2,27,6,5ccaec0fd916f9001ce474ae,8
2023-03-16 15:45:59,2023-03-16 15:49:44,0,31.94.28.215,100,225,1,2023-03-16 15:49:45,R_10DbRKTpyIIYRBG,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,32,2,25,2,34,4,50,4,66,5,66,5,95,6,94,6,,2,48,5,63b80a8b220f924d975670bc,8
2023-03-16 15:36:08,2023-03-16 15:50:15,0,2.103.71.112,100,847,1,2023-03-16 15:50:16,R_2uVXXxwgDQV22Fq,,,,,52.4778,-1.9326,anonymous,EN,1,I pay attention,30,3,20,2,30,3,30,3,60,5,60,5,90,6,90,6,,1,31,6,59f3a778b47dfc0001b65cf9,8
2023-03-16 16:15:23,2023-03-16 16:18:31,0,80.195.195.64,100,188,1,2023-03-16 16:18:32,R_3EyWAzbbrbTLbvW,,,,,52.6726,-2.4488,anonymous,EN,1,I pay attention,33,2,33,2,33,2,34,3,68,6,65,5,100,7,100,7,,2,50,5,636662f6cd42eaa9a0d46be1,8
