DOI,Title,include
NA,chemtrails and solar geoengineers: governing online conspiracy theory misinformation,no
NA,effects of accuracy nudges and social endorsement on accuracy perceptions,yes
NA,… article “misinformation in germany during the covid-19 pandemic: a cross-sectional survey on citizens' perceptions and individual differences in the belief in …,yes
NA,a brief retrospective: belief systems and psychological traits contributing to the spread of covid-19 in the united states.,no
10.3316/INFORMIT.891666336539973,evidence: eyewitness accuracy: the misinformation effect,no
NA,does suspension of disbelief–and of belief-explain the phenomenon of welcoming fake news?,no
10.1177/1940161220918740,protecting democracy from disinformation: normative threats and policy responses,no
10.1515/omgc-2022-0035,a duality of belief in conspiracy theories amplification: how active communicative actions work differently by trust in the trump and biden administrations,no
NA,the belief in health in the adoption of covid-19 prevention and control measures,no
NA,quantifying information flow with beliefs,no
NA,disinformation and social bot operations in the run up to the 2017 french presidential election,no
NA,evidence-based strategies to combat scientific misinformation,no
NA,the reversed gateway belief model: how misinformation impacts perceptions of the scientific consensus on and attitudes towards climate change,yes
NA,an exploratory study of covid-19 misinformation on twitter,no
10.1007/s42001-020-00089-2,partisan public health: how does political ideology influence support for covid-19 related misinformation?,no
NA,healthcare professionals' acts of correcting health misinformation on social media,no
NA,"civic media literacy in a transmedia world: balancing personal experience, factual accuracy and emotional appeal as media consumers and circulators.",no
10.1080/17470218.2010.497927,"terrorists brought down the plane!—no, actually it was a technical fault: processing corrections of emotive information",no
NA,"media truth discernment, depression, and social media disorder",yes
NA,belief index for fake covid19 text detection,no
10.1002/(SICI)1099-0720(1998120)12:6%3C569::AID-ACP539%3E3.0.CO;2-E,advertising's misinformation effect,no
NA,investigating factors that influence the belief in and sharing of social media news as well as the attitudes toward fake news of selected filipinos,yes
NA,optimization of hugging face transformers for fake news detection,no
NA,corrective or backfire: characterizing and predicting user response to social correction,no
NA,characterizing the dissemination of misinformation on social media in health emergencies: an empirical study based on covid-19,no
NA,repeated exposure increases professional content moderators' belief in false claims,yes
NA,tayyab@ dravidianlangtech 2024: detecting fake news in malayalam lstm approach and challenges,no
NA,towards a general model of (mis-) information belief and sharing,no
10.1145/3394486.3403092,deterrent: knowledge guided graph attention network for detecting healthcare misinformation,no
NA,position of the american dietetic association: food and nutrition misinformation,no
NA,exploring the relationship between thinking style and belief in common misconceptions and conspiracy-related claims: presented to the faculty of the department of …,no
10.1145/3328529.3328540,"a case study in belief surveillance, sentiment analysis, and identification of informational targets for e-cigarettes interventions",no
NA,the social media infodemic of health-related misinformation and technical solutions,no
10.1080/08838151.2019.1653101,conferring resistance to digital disinformation: the inoculating influence of procedural news knowledge,yes
10.1177/1077699017710453,fact-checking effectiveness as a function of format and tone: evaluating factcheck. org and flackcheck. org,no
10.1108/OIR-02-2021-0101,information discernment and online reading behaviour: an experiment,yes
NA,self-certification: a novel method for increasing sharing discernment on social media,no
NA,a comprehensive analysis of machine learning approaches for fake news detection and its effects,no
NA,contradiction belief on covid-19 among academia: a lesson for the future pandemic management,no
NA,information sources differentially trigger coronavirus-related belief change,no
NA,accuracy of online discussion forums on common childhood ailments,no
10.10520/ejc-ajgd_v10_n1_1_a4,african beliefs and citizens' disposition towards covid-19 vaccines: the belief guided choices,no
10.1145/3422841.3423536,balancing fairness and accuracy in sentiment detection using multiple black box models,no
NA,impact of remembering vs. knowing on strength of belief in neuromyths,no
10.1007/978-3-319-90359-0,conspiracy &populism: the politics of misinformation,no
10.1057/s41304-024-00471-y,"adam berinsky: political rumors: why we accept political misinformation and how to fight it, princeton university press, 2023",yes
NA,misinformation propagation in the age of twitter,no
NA,suggestibility in adult witnesses: exploring the impact of different factors that can impact eyewitness memory accuracy,no
10.1007/978-3-030-61841-4_8,identifying political sentiments on youtube: a systematic comparison regarding the accuracy of recurrent neural network and machine learning models,no
NA,cognitive processes shaping individual and collective belief systems,no
NA,adult readers evaluating the credibility of social media posts: prior belief consistency and source's expertise matter most,yes
NA,techwhiz@ dravidianlangtech 2024: fake news detection using deep learning models,no
NA,predicting the virality of fake news at the early stage of dissemination,no
NA,the influence of affective empathy on online news belief: the moderated mediation of state empathy and news type,yes
NA,covid-19 vaccine: the challenge of herbal medicine community belief in a developing country–letter to the editor,no
NA,"social media engagement, perpetuating selected information, and accuracy regarding ca sb-201: treatment or intervention on the sex characteristics of a …",no
10.1207/s15327957pspr1003_2,accuracy of deception judgments,no
NA,"public chronic traumatic encephalopathy knowledge: sources, accuracy and confidence",no
NA,from belief polarization to echo chambers: a rationalizing account,no
NA,self-nudging for accuracy to reduce misinformation sharing online,no
10.4324/9781003119456-20/fake-news-fictional-news-1-jessica-pepp-rachel-sterken-eliot-michaelson,fake news and fictional news 1,no
NA,information seeking and belief in fake news,yes
NA,online search results can increase belief in misinformation,yes
NA,fake news and social cognition during the sars-cov-2 pandemic: initial approach towards understanding belief in misinformation,no
NA,belief in vaccine myths and vaccine uptake in utah during the covid-19 pandemic,yes
NA,deliverable 3.2. 3. exposure to and belief in disinformation: a comparative study of belgium and luxembourg,yes
NA,motivated reasoning and accuracy of belief: political misinformation in the uk,yes
NA,opinion formation by belief propagation: a heuristic to identify low-credible sources of information,no
NA,diffusion pattern-based misinformation discernment on social networks,no
NA,improving interventions to reduce belief in misinformation,yes
NA,using social and behavioural science to support covid-19 pandemic response,no
NA,truth sensitivity and belief bias in responses to misinformation about covid-19 vaccines: iii. self-feelings vs. self-confidence,yes
NA,truth sensitivity and belief bias in responses to misinformation about covid-19 vaccines: i. truth sensitivity and belief bias,yes
NA,"reality lost: markets of attention, misinformation and manipulation",no
NA,"got misinformation? critically evaluating sources for credibility, accuracy, and usefulness",no
NA,"bad news for labour: antisemitism, the party and public belief",no
NA,analysis of the perceived accuracy of fake news among students: the similarity of super fake news to real news.,yes
NA,"college students' fake news discernment: the ability to discern fact from opinion, critical thinking, need for cognition and locus of control",yes
NA,"that is so mainstream: the impact of hyper-partisan media use and right-, left-wing alternative media repertoires on consumers' belief in political misperceptions …",yes
NA,improved accuracy of fake news detection through user stance analysis,no
NA,beyond fact-checking: understanding belief in anti-immigrant disinformation,no
NA,why evidence will never convince someone the world isn't flat: the certainty of misinformation,no
NA,fake news in singapore: effects of perceived source credibility on intention to share news and judging news accuracy …,yes
NA,"correction of anti-vaccine misinformation on social media: the interplay between the prior belief, argument strength, and source expertise",no
NA,understanding the link between socioeconomic status and belief in fake news: the mediating role of uncertainty avoidance,no
NA,"trust, belief and disinformation",no
NA,how mother's belief in misinformation impact's their children's memory,no
NA,less than you think. young people's belief in online misinformation,yes
NA,associations between covid-19 misinformation and exposure and belief with covid-19 knowledge and preventive behaviours: cross-sectional online study,no
10.1108/eb045517,brave. net. world: the internet as a disinformation superhighway?,no
10.1287/mnsc.14.4.b147,management misinformation systems,no
NA,digital nudging and the perception on accuracy and sharing behaviours of local singaporean news,yes
NA,""" political psychology in the digital (mis) information age: a model of news belief and sharing"": corrigendum.",no
NA,misinformation and source monitoring influence on the accuracy of testimony,no
NA,"iheard st. louis: a local surveillance and response system that detects differences in covid-19 misinformation exposure and belief across subgroups in st. louis, mo",no
10.1057/s41271-022-00381-7,could we survive a belief crisis?,no
NA,"review 1:"" developing an accuracy-prompt toolkit to reduce covid-19 misinformation online""",no
NA,implementation of personality detection and accuracy prediction for identification of fake and true news using decision tree and random forest algorithms,no
NA,kec_hawks@ dravidianlangtech 2024: detecting malayalam fake news using machine learning models,no
10.5555/20043047541,organic farming: science and belief.,no
NA,experiments on detecting fake news using machine learning algorithms,no
NA,the effectiveness of accuracy-nudge interventions on intentions to share covid-19 misinformation on social media,yes
10.1145/3627508.3638315,identifying textual disinformation using large language models,no
NA,the effect of anxiety on misinformation belief and sharing behavior,yes
NA,fake news accuracy using naive bayes classifier,no
NA,rand. 2020.“the implied truth effect: attaching warnings to a subset of fake news headlines increases perceived accuracy of headlines without warnings.”,yes
NA,"… morgan, et al. 2020. real solutions for fake news? measuring the effectiveness of general warnings and fact-check tags in reducing belief in false stories …",yes
NA,ai algorithms detect fake news with record-breaking accuracy rate,no
NA,"… , et al. 2019.“real solutions for fake news? measuring the effectiveness of general warnings and fact-check tags in reducing belief in false stories on …",yes
NA,fighting covid-19 misinformation on social media: experimental evidence for a scalable accuracy nudge intervention. psyarxiv,yes
NA,measuring belief in fake news in real-time,yes
NA,"reliance on emotion promotes belief in fake news. cognitive research: principles and implications, 5, article 47",yes
NA,"why does fake news work? on the psychosocial dynamics of learning, belief, and citizenship",no
NA,"ma amazeen the psychological drivers of misinformation belief and its resistance to correction., 2022, 1",no
NA,ai-powered tool identifies fake news with 98% accuracy,no
NA,research on fake news perception and fact-checking effect: role of prior-belief consistency,no
NA,"social media fuels wave of coronavirus misinformation as users focus on popularity, not accuracy",yes
NA,turning fake news against itself: ai tool can detect disinformation with 92% accuracy,no
NA,fighting covid-19 misinformation on social media: experimental evidence for a scalable accuracy nudge intervention,yes
NA,"misinformation on social media: experimental evidence for a scalable accuracy-nudge intervention. pennycook g, mcphetres j, zhang y, lu jg, rand dg",yes
10.1371/journal.pone.0294701,fakestack: hierarchical tri-bert-cnn-lstm stacked model for effective fake news detection,no
10.1177/14782103221144480,religious instruction in the post-truth world: a critique of australia’s controversial religious instruction classes in public schools,no
10.1038/s41598-024-54030-y,the persuasive effects of social cues and source effects on misinformation susceptibility,yes
10.1177/17456916231185776,a network approach to investigate the dynamics of individual and collective beliefs: advances and applications of the bending model,no
10.1177/14614448211063621,protecting the community: how digital media promotes safer behavior during the covid-19 pandemic in authoritarian communities—a case study of the ultra-orthodox community in israel,no
10.1075/pbns.339.02mai,manipulation in exceptional times: exploiting overwhelming contextual parameters for manipulative purposes,no
10.1093/pa/gsad022,big little election lies: cynical and credulous evaluations of electoral fraud,no
10.1371/journal.pone.0295912,navigating the uncertainty: a novel taxonomy of vaccine hesitancy in the context of covid-19,no
10.3390/journalmedia4040071,information vs. presentation: three different approaches to media organizations’ science communication on instagram,no
10.1007/s10212-024-00796-8,latent profiling students’ emotions towards media literacy and examining its relationship to media credibility,no
10.1016/j.heliyon.2024.e25244,lstmcnn: a hybrid machine learning model to unmask fake news,no
10.1371/journal.pone.0296444,low credibility url sharing on twitter during reporting linking rare blood clots with the oxford/astrazeneca covid-19 vaccine,no
NA,debunking news as a journalistic genre: from the inverted pyramid to a circular writing model,no
10.1111/polp.12577,"to vote or not to vote? fake news, voter fraud, and support for postponing the 2020 u.s. presidential election",yes
10.1016/j.omega.2023.102945,eriue: evidential reasoning-based influential users evaluation in social networks,no
10.1080/1041794X.2024.2308892,from fringe to mainstream: how celebrity endorsement on social media contributes to the spread of conspiracy theories,no
10.1007/s11229-024-04483-5,bad social norms rather than bad believers: examining the role of social norms in bad beliefs,no
10.4324/9781003327639-8,freedom of the press and national interests: russian information aggression in ukrainian information space,no
10.1080/23311886.2024.2302216,exploring fake news awareness and trust in the age of social media among university student tiktok users,no
10.1016/j.techfore.2024.123247,factors affecting performance expectancy and intentions to use chatgpt: using smartpls to advance an information technology acceptance framework,no
10.1177/09516298231208412,law enforcement and political misinformation,no
10.1038/s41598-023-48747-5,doctors’ perceptions of using their digital twins in patient care,no
10.1177/17456916231198238,the spread of beliefs in partially modularized communities,no
10.1007/s13280-024-01997-7,"“in the end, the story of climate change was one of hope and redemption”: chatgpt’s narrative on global warming",no
10.1080/09658211.2023.2294692,witnesses’ susceptibility to misleading post-event information delivered in a social media-style video,no
10.1002/acp.4187,argument-based intervention as a way to reduce covid-19 unfounded beliefs and vaccination hesitancy,yes
10.1177/17456916231190388,crowds can effectively identify misinformation at scale,yes
10.1111/bjso.12727,do conspiracy beliefs fuel support for reactionary social movements? effects of misbeliefs on actions to oppose lockdown and to “stop the steal”,no
10.1177/19401612241233539,"after deception: how falling for a deepfake affects the way we see, hear, and experience media",no
10.1007/s13369-024-08852-7,toward detecting rumor initiator in online social networks using ontology-driven model,no
10.1016/j.heliyon.2024.e25889,"path analysis of perceived disease vulnerability, covid-19 fear, and lower vaccine hesitancy within the context of protection motivation theory",no
10.37016/mr-2020-132,correcting campaign misinformation: experimental evidence from a two-wave panel study,yes
10.2308/HORIZONS-2022-182,thinking like an auditor: evaluating information to arrive at evidence-based conclusions,no
10.1371/journal.pone.0299139,enhancing misinformation correction: new variants and a combination of awareness training and counter-speech to mitigate belief perseverance bias,no
10.1016/j.techsoc.2023.102444,why do we not stand up to misinformation? factors influencing the likelihood of challenging misinformation on social media and the role of demographics,no
10.1016/j.heliyon.2024.e26136,"the experiences of community health workers when communicating with refugees about covid-19 vaccines in syracuse, ny: a qualitative study",no
10.1080/0965254X.2024.2306558,"fact or fake: information, misinformation and disinformation via social media",no
10.1038/s41598-024-56086-2,belief-consistent information is most shared despite being the least surprising,no
10.1177/10776958231206043,"linking media instruction, media literacy, and digital skills to fake news beliefs and censorship support",no
10.1177/10755470241229452,overcoming confirmation bias in misinformation correction: effects of processing motive and jargon on climate change policy support,no
10.1007/s12144-024-05668-4,fighting fake news on social media: a comparative evaluation of digital literacy interventions,yes
10.1111/bjso.12732,intellectual humility as a tool to combat false beliefs: an individual-based approach to belief revision,yes
10.1002/acp.4154,not all bullshit pondered is tossed: reflection decreases receptivity to some types of misleading information but not others,no
NA,long-short-term memory model for fake news detection in nigeria,no
10.3758/s13421-024-01520-z,how do forewarnings and post-warnings affect misinformation reliance? the impact of warnings on the continued influence effect and belief regression,yes
10.1080/20445911.2024.2314975,false information is harder to debunk after gist repetitions than verbatim repetitions,no
10.1371/journal.pone.0296151,exploring factors influencing user perspective of chatgpt as a technology that assists in healthcare decision making: a cross sectional survey study,no
10.1177/19401612231158770,"“i don’t think that’s true, bro!” social corrections of misinformation in india",yes
10.1016/j.heliyon.2024.e25933,deepfake detection using deep feature stacking and meta-learning,no
10.1007/s11158-024-09661-3,publicity’s misinformation problem,no
NA,an experimental test of misconception corrections across health domains,no
10.1080/08850607.2023.2228489,reflexive control as a risk factor for using osint: insights from the russia–ukraine conflict,no
10.1080/17512786.2024.2311311,beyond belief correction: effects of the truth sandwich on perceptions of fact-checkers and verification intentions,no
10.1002/acp.4184,susceptibility to cancer misinformation: predictors of false belief and false memory formation,no
10.1080/10106049.2024.2311211,an urban-rural fringe extraction method based on combined urban-rural fringe index (cufi),no
10.3758/s13421-023-01468-6,the impact of implicit narrator reliability on production of information,no
10.1186/s41155-024-00288-0,naive skepticism scale: development and validation tests applied to the chilean population,no
10.1038/s41598-023-47939-3,understanding belief in political statements using a model-driven experimental approach: a registered report,no
10.1017/XPS.2022.33,the big lie: expressive responding and misperceptions in the united states,yes
10.1080/14725886.2024.2316149,from getto to swamps? lasting nazi fake news about sending deported jews to drain the pripet marshes,no
10.1177/23996544241229553,"a polluting war: risk, experts, and the politics of monitoring wartime environmental harm in eastern ukraine",no
10.1080/00918369.2022.2122368,sexualization of children or human rights? attitudes toward addressing sexual-orientation diversity in school,no
10.3389/fcomm.2024.1292961,challenges and opportunities of facebook during bereavement: experiences from taung in south africa,no
10.1002/acp.4164,how is the memory conformity effect influenced by the relative power of the individuals involved?,no
10.1371/journal.pone.0296752,endorsement of covid-19 misinformation among criminal legal involved individuals in the united states: prevalence and relationship with information sources,yes
10.1080/17524032.2024.2316757,combatting climate disinformation: comparing the effectiveness of correction placement and type,no
10.36923/jicc.v24i1.170,effect of counter-narratives and credibility of sources on emotional response: a study of instagram and whatsapp followers,no
10.1111/teth.12654,why we need to complicate things: the teaching and learning of religion beyond simplification,no
10.37016/mr-2020-136,fact-opinion differentiation,no
10.4324/9781003425304-15,enduring challenges in cybersecurity: responding quickly and credibly to asymmetric threats,no
10.1007/s12144-024-05651-z,correcting vaccine misinformation on social media: the inadvertent effects of repeating misinformation within such corrections on covid-19 vaccine misperceptions,no
10.1080/21670811.2024.2305792,do you speak disinformation? computational detection of deceptive news-like content using linguistic and stylistic features,no
10.1038/s41598-024-51181-w,intensionality is more cognitively demanding than false belief in adults: evidence from a non-inferential sentence-reading task,no
10.1002/berj.3909,"many truths, many knowledges, many forms of reason: understanding middle-school student approaches to sources of information on the internet",no
10.1017/rep.2023.44,"context, contact, and misinformation about socially marginalized groups in the united states",no
10.1002/sce.21855,students' credibility criteria for evaluating scientific information: the case of climate change on social media,no
10.1515/lass-2023-0040,semiotics and political discourse in the post-truth era,no
10.1007/978-3-031-54144-5_148,reframing and broadening adversarial stylometry for academic integrity,no
10.3390/rel15010028,from religious bubble to interreligious dialogue: a personal story of transformation,no
10.1080/0047231X.2023.2292409,transforming science education in an age of misinformation,no
10.37016/mr-2020-131,how different incentives reduce scientific misinformation online,no
10.1080/10584609.2023.2257618,fake news for all: how citizens discern disinformation in autocracies,no
10.1073/pnas.2315195121,the distorting effects of producer strategies: why engagement does not reveal consumer preferences for misinformation,no
10.1007/978-3-031-50204-0_21,why do consumers believe in brand-related fake news? insights from a methodological juxtaposition of qca and meta-synthesis,no
10.1016/j.jretconser.2023.103545,assessment of bidirectional transformer encoder model and attention based bidirectional lstm language models for fake news detection,no
10.1002/tea.21934,it's not just a science thing: educating future stem professionals through mis/disinformation responsive instruction,no
10.1177/10776990231222556,factors associated with information credibility perceptions: a meta-analysis,no
10.1002/acp.4146,others (dis-)endorse this so it must (not) be true: high relative endorsement increases perceived misinformation veracity but not correction effectiveness,no
10.1038/s41586-023-06883-y,online searches to evaluate misinformation can increase its perceived veracity,no
10.15206/ajpor.2024.12.1.53,"unraveling the web of health misinformation: exploring the characteristics, emotions, and motivations of misinformation during the covid-19 pandemic",no
10.1080/13569775.2024.2307096,behind the screens: russian emotional manipulation strategies against black americans on social media,no
10.1177/02673231231184703,they would never say anything like this! reasons to doubt political deepfakes,no
10.1038/s41598-023-50591-6,the social anatomy of climate change denial in the united states,no
10.1177/19401612241233533,why do citizens choose to read fact-checks in the context of the russian war in ukraine? the role of directional and accuracy motivations in nineteen democracies,no
10.1371/journal.pone.0294471,you must be myths-taken: examining belief in falsehoods during the covid-19 health crisis,no
10.1038/s41562-023-01736-0,psychological inoculation strategies to fight climate disinformation across 12 countries,yes
10.1111/ssqu.13298,(mis)informing the public? the public's responsiveness to reliable and unreliable information in illiberal information environments,no
10.3758/s13421-023-01396-5,no gesture too small: an investigation into the ability of gestural information to mislead eyewitness accounts by 5- to 8-year-olds,no
10.1177/20570473231203081,let’s intervene: how platforms can combine media literacy and self-efficacy to fight fake news,no
10.1177/00315125231179123,"effects of time pressure, reward, and information involvement on user management of fake news on a social media platform",no
10.1016/j.techfore.2023.122647,should i share it? factors influencing fake news-sharing behaviour: a behavioural reasoning theory perspective,no
10.1177/00178969231210215,the effects of authoritative source cue and argument strength of correction tweets on mmr vaccine-related misinformation credibility,yes
10.1515/9783110799163-010,cognitive vulnerability and the post-truth challenge,no
10.1007/s12046-023-02300-2,breaking down health fakes: a hybrid dnn model for multi-class classification on a self-constructed dataset,no
10.1038/s41598-023-33299-5,bypassing misinformation without confrontation improves policy support as much as correcting it,no
10.3390/journalmedia4030052,russo-ukrainian war and trust or mistrust in information: a snapshot of individuals’ perceptions in greece,yes
10.1038/s41598-023-44752-w,"exploring covid-19 conspiracy theories: education, religiosity, trust in scientists, and political orientation in 26 european countries",no
10.1098/rsos.230417,navigating the covid-19 infodemic: the influence of metacognitive efficiency on health behaviours and policy attitudes,no
10.1038/s41562-023-01641-6,understanding and combatting misinformation across 16 countries on six continents,yes
10.3758/s13421-023-01402-w,mechanisms in continued influence: the impact of misinformation corrections on source perceptions,no
10.1186/s41235-023-00500-2,combatting rumors around the french election: the memorability and effectiveness of fact-checking articles,no
10.1016/j.datak.2023.102207,an empiric validation of linguistic features in machine learning models for fake news detection,no
10.1145/3583780.3614914,hipo: detecting fake news via historical and multi-modal analyses of social media posts,no
10.1177/00332941211073656,"acceptance and adherence to covid-19 preventive measures are shaped predominantly by conspiracy beliefs, mistrust in science and fear – a comparison of more than 20 psychological variables",no
10.1111/spc3.12902,pandemic precarity: a multi-level study of neoliberal precarity and covid-related outcomes in the united states,no
10.1371/journal.pone.0293288,iheard stl: development and first year findings from a local surveillance and rapid response system for addressing covid-19 and other health misinformation,no
10.1093/pnasnexus/pgad286,high level of correspondence across different news domain quality rating sets,no
10.1186/s41235-023-00492-z,examining the replicability of backfire effects after standalone corrections,yes
10.1371/journal.pone.0294681,attentive immobility: investigating the emotional-cognitive mechanism underlying conspiracy mentality and covid-19 preventive behaviors,no
10.1016/j.ssmqr.2023.100308,perceptions of government guidance and citizen responses during the covid-19 pandemic: a cross-country analysis,no
10.3390/socsci12090470,preventing prejudice emerging from misleading news among adolescents: the role of implicit activation and regulatory self-efficacy in dealing with online misinformation,no
10.1111/spc3.12772,"covid-19 attitudes, cognitions, and behaviors in association with personal ideology and social media exposure: findings from emerging adults in the southern united states",no
10.1016/j.socscimed.2023.116263,believing in conspiracy theories in spain during the covid-19 pandemic: drivers and public health implications,no
10.1186/s40359-023-01425-7,trust in information sources as a moderator of the impact of covid-19 anxiety and exposure to information on conspiracy thinking and misinformation beliefs: a multilevel study,no
10.1177/20531680231193514,by any memes necessary: belief- and chaos-driven motives for sharing conspiracy theories on social media,no
10.1177/18681034231209504,"bowed, bent, & broken: duterte's assaults on civil society in the philippines",no
10.2478/bjlp-2023-0006,resilience and vulnerabilities related to russia's invasion of ukraine: the emergence of a new club of nato and eu members,no
10.1016/j.socscimed.2023.116132,hope over fear: the interplay between threat information and hope appeal corrections in debunking early covid-19 misinformation,no
10.1016/j.techfore.2023.122746,covid-19 fake news detection: a hybrid cnn-bilstm-am model,no
10.1027/1016-9040/a000498,the misinformation receptivity framework: political misinformation and disinformation as cognitive bayesian inference problems,no
10.1186/s41235-023-00488-9,"multiple-choice quizzes improve memory for misinformation debunks, but do not reduce belief in misinformation",yes
10.3390/soc13110242,fake news in the post-covid-19 era? the health disinformation agenda in spain,no
10.3758/s13423-023-02321-2,thinking false and slow: implausible beliefs and the cognitive reflection test,no
10.1038/s41598-023-39944-3,deepfakes and scientific knowledge dissemination,no
10.1111/spc3.12797,personal need for structure as a protective factor on beliefs and coping with covid-19: a crowd-sourced multicultural exploration,no
10.1038/s41598-023-30867-7,a prosocial fake news intervention with durable effects,yes
10.1038/s41562-023-01623-8,a meta-analysis of correction effects in science-relevant misinformation,no
10.1093/oso/9780197520536.003.0022,"emotion, digital media, and misinformation",no
10.1016/j.socscimed.2023.116187,understanding and managing the self-wise during a healthcare crisis,no
10.1016/j.tsc.2023.101354,developing critical thinking skills through gamification,no
10.1186/s41235-023-00505-x,game-based inoculation versus graphic-based inoculation to combat misinformation: a randomized controlled trial,yes
10.1145/3583780.3615254,a comparative study of reference reliability in multiple language editions of wikipedia,no
NA,in the dark: the scapegoating of renewables after grid failures,no
10.1371/journal.pone.0291668,do deepfake videos undermine our epistemic trust? a thematic analysis of tweets that discuss deepfakes in the russian invasion of ukraine,no
10.1016/j.jrp.2023.104394,misperceptions in a post-truth world: effects of subjectivism and cultural relativism on bullshit receptivity and conspiracist ideation,yes
10.1038/s41562-023-01691-w,from alternative conceptions of honesty to alternative facts in communications by us politicians,no
10.5430/wjel.v13n8p615,social network misinformation and attitudinal shift: a sociolinguistic perspective,no
10.1038/s41598-023-43885-2,how to “inoculate” against multimodal misinformation: a conceptual replication of roozenbeek and van der linden (2020),no
10.1002/acp.4130,assessing the truthfulness of security and defence news in central and eastern europe: the role of cognitive style and the promise of epistemic sophistication,no
10.1145/3583780.3614841,designing and evaluating presentation strategies for fact-checked content,no
10.1371/journal.pone.0288188,deliberative panels as a source of public knowledge: a large-sample test of the citizens’ initiative review,no
10.1002/ejsp.3002,does personal relative deprivation mediate the relationship between passive social media use and beliefs in conspiracy theories? cross-sectional correlational and experimental evidence,no
10.1017/S0007123422000631,conceptual replication of four key findings about factual corrections and misinformation during the 2020 us election: evidence from panel-survey experiments,yes
10.1111/bjhp.12681,life beyond life: perceptions of post-mortem organ donation and consent to donate—a focus group study in italy,no
10.1002/acp.4103,weak correlations among 13 episodic memory tasks related to the same public event,no
10.1177/00936502231178432,short but critical?: how “fake news” and “anti-elitist” media attacks undermine perceived message credibility on social media,no
10.1038/s41598-023-45677-0,compressed models for co-reference resolution: enhancing efficiency with debiased word embeddings,no
10.4324/9781003355984-3,diffusion of misinformation: topological characteristics and user vulnerability,no
10.1002/acp.4136,"to believe or not to believe: personality, cognitive, and emotional factors involving fake news perceived accuracy",yes
10.1016/j.heliyon.2023.e20383,perception and deception: exploring individual responses to deepfakes across different modalities,no
10.1007/s11229-023-04299-9,collective deception: toward a network model of epistemic responsibility,no
10.3758/s13423-023-02276-4,repetition could increase the perceived truth of conspiracy theories,no
10.34044/j.kjss.2023.44.4.32,when fake news comes with translation: a study of perception toward coronavirus-related news translation into thai,no
10.1371/journal.pone.0284107,exploring parents’ views of the use of narratives to promote childhood vaccination online,no
10.1371/journal.pone.0287870,scientists' deficit perception of the public impedes their behavioral intentions to correct misinformation,no
10.3390/philosophies8050078,is it virtuous to love truth and hate falsehood?,no
10.1038/s41562-023-01644-3,a taxonomy of anti-vaccination arguments from a systematic literature review and text modelling,no
10.1038/s41598-023-42614-z,"examining the association between social media fatigue, cognitive ability, narcissism and misinformation sharing: cross-national evidence from eight countries",no
10.21833/ijaas.2023.08.021,exploring the impact of trust dimensions on covid-19 vaccination intention and behavior: a quantitative analysis,no
10.1145/3583780.3614936,interpretable fake news detection with graph evidence,no
10.1027/1016-9040/a000492,"countering misinformation: evidence, knowledge gaps, and implications of current interventions",no
10.1038/s41598-023-34629-3,deep fake detection and classification using error-level analysis and deep learning,no
10.1007/s11229-023-04336-7,fake news and epistemic flooding,no
10.1016/j.techfore.2023.122598,panic buying and fake news in urban vs. rural england: a case study of twitter during covid-19,no
10.1111/bjhp.12670,how to debunk misinformation? an experimental online study investigating text structures and headline formats,yes
10.1371/journal.pone.0287298,fake news stance detection using selective features and fakenet,no
10.1016/j.techfore.2023.122640,concept-drift detection index based on fuzzy formal concept analysis for fake news classifiers,no
10.28991/ESJ-2023-07-04-015,stand up against bad intended news: an approach to detect fake news using machine learning,no
10.1038/s41598-023-37072-6,predictors and motives for mask-wearing behavior and vaccination intention,no
10.1177/10755470231207611,"exploring covid-19 vaccine misinformation exposure, beliefs, fear, and information avoidance via the stimulus–organism–response framework",yes
10.1177/14407833231161369,one day of eating: tracing misinformation in ‘what i eat in a day’ videos,no
10.1057/s41284-022-00347-0,countering fake information as a guarantee of state information security,no
10.1038/s41598-023-39807-x,the relation between authoritarian leadership and belief in fake news,yes
10.1098/rsos.221036,the role of perceived minority-group status in the conspiracy beliefs of factual majority groups,no
10.1038/s41598-023-40716-2,tokenization of social media engagements increases the sharing of false (and other) news but penalization moderates it,no
10.1093/pnasnexus/pgad246,covid-19 and social media: beyond polarization,no
10.1007/s11098-023-02031-4,too humble for words,no
10.1007/s10639-023-11730-8,development and validation of a scale for assessing university students' new online media and reporting literacy,no
10.1111/spc3.12815,"“they'll take a gun to me before i get that shot”: rationalization, emotions, and misinformation in covid-19 vaccine hesitancy",no
10.1177/23727322231219684,using behavioral science for infodemic preparedness: the case of vaccination misinformation,no
10.1177/2379298121997056,a customizable information quality activity in business and management courses: recommendations for research,no
10.1098/rsos.221097,correcting covid-19 vaccine misinformation in 10 countries,yes
10.22550/REP81-2-2023-04,adolescents’ vulnerability to disinformation: its measurement and relationship to critical thinking and moral disengagement; [la vulnerabilidad de los adolescentes frente a la desinformación: su medición y su relación con el pensamiento crítico y la desconexión moral],no
10.3758/s13421-022-01351-w,text validation: overlooking consistency effect discrepancies,no
10.1037/law0000401,the impact of viewing social media images on eyewitness identification,no
10.26615/978-954-452-085-4_017,nlp ssn cse@dravidianlangtech-2023: fake news detection in dravidian languages using transformer models,no
10.11645/17.1.3360,sharing in the echo chamber: examining instagram users’ engagement with infographics through the frame of digital literacy,no
10.1007/s10919-022-00419-0,the gestural misinformation effect in child interviews in switzerland,no
