DOI,Title,include
NA,text similarity-based approach to detect sinhala language fake news in social media: an approach using hybrid features,No
NA,on the efficacy of accuracy prompts across partisan lines: an adversarial collaboration,Yes
NA,the interaction of source and post-event misinformation on the accuracy of eyewitness testimony,No
10.1177/10901981221109127,belief and recall of nicotine as therapeutic for covid-19 may undermine e-cigarette quitting behavior,No
NA,misleading but not fake: measuring the difference between manipulativeness discernment and veracity discernment using psychometrically validated tests,Yes
NA,perceptions of accuracy in online news during the covid-19 pandemic,Yes
10.1111/eci.12834,how to survive the medical misinformation mess,No
NA,the causes and consequences of covid-19 misperceptions: understanding the role of news and social media,No
NA,mental health factors and belief in true versus fake covid-19 news headlines,No
NA,a postmodern pandora's box: anti-vaccination misinformation on the internet,No
NA,testing promotes eyewitness accuracy with a warning: implications for retrieval enhanced suggestibility,No
NA,why do people believe covid-19 conspiracy theories?,No
NA,the covid-19 vaccine communication handbook. a practical guide for improving vaccine communication and fighting misinformation,No
NA,misinformation effect in older versus younger adults: a meta-analysis and review,No
NA,"patterns of media use, strength of belief in covid-19 conspiracy theories, and the prevention of covid-19 from march to july 2020 in the united states …",No
NA,how to protect eyewitness memory against the misinformation effect: a meta-analysis of post-warning studies,No
NA,multi-source multi-class fake news detection,No
10.1177/0963721417718261,the psychology of conspiracy theories,No
10.1002/acp.813,the effects of state anxiety on the suggestibility and accuracy of child eyewitnesses,No
10.5465/AMBPP.2021.15628symposium,managing misinformation: belief and beyond,No
NA,"fake news, facebook ads, and misperceptions",No
NA,existence of differential belief profiles of covid-19 narratives: the role of trust in science,No
NA,news can help: the impact of news media and digital platform use on awareness of and belief in covid-19 misinformation,Yes
NA,text versus paratext: understanding individuals' accuracy in assessing online information,No
10.1145/3544548.3580672,"don't just tell me, ask me: ai systems that intelligently frame explanations as questions improve human logical discernment accuracy over causal ai explanations",No
NA,exploring the efficacy of natural language processing and supervised learning in the classification of fake news articles,No
NA,t84. do similar cognitive mechanisms encourage delusion-like ideation and belief in fake news?,No
NA,adjusting news accuracy perceptions after deepfakes exposure: evidence from a non-western context,No
NA,"framing of information, psychological distance, and belief in health related information under time pressure in older adults",No
NA,providing eyewitness confidence judgments during versus after eyewitness interviews does not affect the confidence–accuracy relationship.,No
10.1149/10701.12863ecst,accuracy measure for identification of fake blog articles in social website using random forest over naive bayesian classifier,No
NA,the role of accuracy nudge in false information sharing,No
10.1007/978-981-16-1502-3_30,automatic fake news detector in social media using machine learning and natural language processing approaches,No
NA,effect of sars-cov-2 vaccine misinformation on conspiracy belief and anxiety,No
NA,strategies to combat medical misinformation on social media,No
NA,"it's not the facebook access, but the partisan bias which predict belief in misinformation: the case of 2019 indonesia presidential election",No
NA,the effect of feature selection on the accuracy of x-platform user credibility detection with supervised machine learning,No
10.1002/acp.1169,the negative effect of cross‐examination style questioning on children's accuracy: older children are not immune,No
NA,the role of individuals' intellectual openness and different information processing styles in perceived news accuracy in the context of ideological polarization,No
NA,the accuracy of german citizens' confidence in their climate change knowledge,No
NA,"insight into the accuracy of covid-19 beliefs predicts public health compliance, and vaccination willingness",No
10.1186/s12992-020-00588-x,misinformation and de-contextualization: international media reporting on sweden and covid-19,No
NA,the epistemic and moral dimensions of fake news and the first amendment,No
10.1145/1963405.1963499,limiting the spread of misinformation in social networks,No
NA,chemtrails and solar geoengineers: governing online conspiracy theory misinformation,No
NA,effects of accuracy nudges and social endorsement on accuracy perceptions,No
NA,… article “misinformation in germany during the covid-19 pandemic: a cross-sectional survey on citizens' perceptions and individual differences in the belief in …,No
NA,a brief retrospective: belief systems and psychological traits contributing to the spread of covid-19 in the united states.,No
10.3316/INFORMIT.891666336539973,evidence: eyewitness accuracy: the misinformation effect,No
NA,does suspension of disbelief–and of belief-explain the phenomenon of welcoming fake news?,No
10.1177/1940161220918740,protecting democracy from disinformation: normative threats and policy responses,No
10.1515/omgc-2022-0035,a duality of belief in conspiracy theories amplification: how active communicative actions work differently by trust in the trump and biden administrations,No
NA,the belief in health in the adoption of covid-19 prevention and control measures,No
NA,quantifying information flow with beliefs,No
NA,disinformation and social bot operations in the run up to the 2017 french presidential election,No
NA,evidence-based strategies to combat scientific misinformation,No
NA,the reversed gateway belief model: how misinformation impacts perceptions of the scientific consensus on and attitudes towards climate change,No
NA,an exploratory study of covid-19 misinformation on twitter,No
10.1007/s42001-020-00089-2,partisan public health: how does political ideology influence support for covid-19 related misinformation?,No
NA,healthcare professionals' acts of correcting health misinformation on social media,No
NA,"civic media literacy in a transmedia world: balancing personal experience, factual accuracy and emotional appeal as media consumers and circulators.",No
10.1080/17470218.2010.497927,"terrorists brought down the plane!—no, actually it was a technical fault: processing corrections of emotive information",No
NA,"media truth discernment, depression, and social media disorder",No
NA,belief index for fake covid19 text detection,No
10.1002/(SICI)1099-0720(1998120)12:6%3C569::AID-ACP539%3E3.0.CO;2-E,advertising's misinformation effect,No
NA,investigating factors that influence the belief in and sharing of social media news as well as the attitudes toward fake news of selected filipinos,Yes
NA,optimization of hugging face transformers for fake news detection,No
NA,corrective or backfire: characterizing and predicting user response to social correction,No
NA,characterizing the dissemination of misinformation on social media in health emergencies: an empirical study based on covid-19,No
NA,repeated exposure increases professional content moderators' belief in false claims,No
NA,tayyab@ dravidianlangtech 2024: detecting fake news in malayalam lstm approach and challenges,No
NA,towards a general model of (mis-) information belief and sharing,No
10.1145/3394486.3403092,deterrent: knowledge guided graph attention network for detecting healthcare misinformation,No
NA,position of the american dietetic association: food and nutrition misinformation,No
NA,exploring the relationship between thinking style and belief in common misconceptions and conspiracy-related claims: presented to the faculty of the department of …,No
10.1145/3328529.3328540,"a case study in belief surveillance, sentiment analysis, and identification of informational targets for e-cigarettes interventions",No
NA,the social media infodemic of health-related misinformation and technical solutions,No
10.1080/08838151.2019.1653101,conferring resistance to digital disinformation: the inoculating influence of procedural news knowledge,Yes
10.1177/1077699017710453,fact-checking effectiveness as a function of format and tone: evaluating factcheck. org and flackcheck. org,No
10.1108/OIR-02-2021-0101,information discernment and online reading behaviour: an experiment,Yes
NA,self-certification: a novel method for increasing sharing discernment on social media,No
NA,a comprehensive analysis of machine learning approaches for fake news detection and its effects,No
NA,contradiction belief on covid-19 among academia: a lesson for the future pandemic management,No
NA,information sources differentially trigger coronavirus-related belief change,No
NA,accuracy of online discussion forums on common childhood ailments,No
10.10520/ejc-ajgd_v10_n1_1_a4,african beliefs and citizens' disposition towards covid-19 vaccines: the belief guided choices,No
10.1145/3422841.3423536,balancing fairness and accuracy in sentiment detection using multiple black box models,No
NA,impact of remembering vs. knowing on strength of belief in neuromyths,No
10.1007/978-3-319-90359-0,conspiracy &populism: the politics of misinformation,No
10.1057/s41304-024-00471-y,"adam berinsky: political rumors: why we accept political misinformation and how to fight it, princeton university press, 2023",No
NA,misinformation propagation in the age of twitter,No
NA,suggestibility in adult witnesses: exploring the impact of different factors that can impact eyewitness memory accuracy,No
10.1007/978-3-030-61841-4_8,identifying political sentiments on youtube: a systematic comparison regarding the accuracy of recurrent neural network and machine learning models,No
NA,cognitive processes shaping individual and collective belief systems,No
NA,adult readers evaluating the credibility of social media posts: prior belief consistency and source's expertise matter most,No
NA,techwhiz@ dravidianlangtech 2024: fake news detection using deep learning models,No
NA,predicting the virality of fake news at the early stage of dissemination,No
NA,the influence of affective empathy on online news belief: the moderated mediation of state empathy and news type,No
NA,covid-19 vaccine: the challenge of herbal medicine community belief in a developing country–letter to the editor,No
NA,"social media engagement, perpetuating selected information, and accuracy regarding ca sb-201: treatment or intervention on the sex characteristics of a …",No
10.1207/s15327957pspr1003_2,accuracy of deception judgments,No
NA,"public chronic traumatic encephalopathy knowledge: sources, accuracy and confidence",No
NA,from belief polarization to echo chambers: a rationalizing account,No
NA,self-nudging for accuracy to reduce misinformation sharing online,No
10.4324/9781003119456-20/fake-news-fictional-news-1-jessica-pepp-rachel-sterken-eliot-michaelson,fake news and fictional news 1,No
NA,information seeking and belief in fake news,No
NA,online search results can increase belief in misinformation,No
NA,fake news and social cognition during the sars-cov-2 pandemic: initial approach towards understanding belief in misinformation,No
NA,belief in vaccine myths and vaccine uptake in utah during the covid-19 pandemic,No
NA,deliverable 3.2. 3. exposure to and belief in disinformation: a comparative study of belgium and luxembourg,Yes
NA,motivated reasoning and accuracy of belief: political misinformation in the uk,Yes
NA,opinion formation by belief propagation: a heuristic to identify low-credible sources of information,No
NA,diffusion pattern-based misinformation discernment on social networks,No
NA,improving interventions to reduce belief in misinformation,No
NA,using social and behavioural science to support covid-19 pandemic response,No
NA,truth sensitivity and belief bias in responses to misinformation about covid-19 vaccines: iii. self-feelings vs. self-confidence,Yes
NA,truth sensitivity and belief bias in responses to misinformation about covid-19 vaccines: i. truth sensitivity and belief bias,Yes
NA,"reality lost: markets of attention, misinformation and manipulation",No
NA,"got misinformation? critically evaluating sources for credibility, accuracy, and usefulness",No
NA,"bad news for labour: antisemitism, the party and public belief",No
NA,analysis of the perceived accuracy of fake news among students: the similarity of super fake news to real news.,No
NA,"college students' fake news discernment: the ability to discern fact from opinion, critical thinking, need for cognition and locus of control",Yes
NA,"that is so mainstream: the impact of hyper-partisan media use and right-, left-wing alternative media repertoires on consumers' belief in political misperceptions …",No
NA,improved accuracy of fake news detection through user stance analysis,No
NA,beyond fact-checking: understanding belief in anti-immigrant disinformation,No
NA,why evidence will never convince someone the world isn't flat: the certainty of misinformation,No
NA,fake news in singapore: effects of perceived source credibility on intention to share news and judging news accuracy …,No
NA,"correction of anti-vaccine misinformation on social media: the interplay between the prior belief, argument strength, and source expertise",No
NA,understanding the link between socioeconomic status and belief in fake news: the mediating role of uncertainty avoidance,No
NA,"trust, belief and disinformation",No
NA,how mother's belief in misinformation impact's their children's memory,No
NA,less than you think. young people's belief in online misinformation,Yes
NA,associations between covid-19 misinformation and exposure and belief with covid-19 knowledge and preventive behaviours: cross-sectional online study,No
10.1108/eb045517,brave. net. world: the internet as a disinformation superhighway?,No
10.1287/mnsc.14.4.b147,management misinformation systems,No
NA,digital nudging and the perception on accuracy and sharing behaviours of local singaporean news,No
NA,""" political psychology in the digital (mis) information age: a model of news belief and sharing"": corrigendum.",No
NA,misinformation and source monitoring influence on the accuracy of testimony,No
NA,"iheard st. louis: a local surveillance and response system that detects differences in covid-19 misinformation exposure and belief across subgroups in st. louis, mo",No
10.1057/s41271-022-00381-7,could we survive a belief crisis?,No
NA,"review 1:"" developing an accuracy-prompt toolkit to reduce covid-19 misinformation online""",No
NA,implementation of personality detection and accuracy prediction for identification of fake and true news using decision tree and random forest algorithms,No
NA,kec_hawks@ dravidianlangtech 2024: detecting malayalam fake news using machine learning models,No
10.5555/20043047541,organic farming: science and belief.,No
NA,experiments on detecting fake news using machine learning algorithms,No
NA,the effectiveness of accuracy-nudge interventions on intentions to share covid-19 misinformation on social media,Yes
10.1145/3627508.3638315,identifying textual disinformation using large language models,No
NA,the effect of anxiety on misinformation belief and sharing behavior,No
NA,fake news accuracy using naive bayes classifier,No
NA,rand. 2020.“the implied truth effect: attaching warnings to a subset of fake news headlines increases perceived accuracy of headlines without warnings.”,Yes
NA,"… morgan, et al. 2020. real solutions for fake news? measuring the effectiveness of general warnings and fact-check tags in reducing belief in false stories …",Yes
NA,ai algorithms detect fake news with record-breaking accuracy rate,No
NA,"… , et al. 2019.“real solutions for fake news? measuring the effectiveness of general warnings and fact-check tags in reducing belief in false stories on …",Yes
NA,fighting covid-19 misinformation on social media: experimental evidence for a scalable accuracy nudge intervention. psyarxiv,Yes
NA,measuring belief in fake news in real-time,Yes
NA,"reliance on emotion promotes belief in fake news. cognitive research: principles and implications, 5, article 47",Yes
NA,"why does fake news work? on the psychosocial dynamics of learning, belief, and citizenship",No
NA,"ma amazeen the psychological drivers of misinformation belief and its resistance to correction., 2022, 1",No
NA,ai-powered tool identifies fake news with 98% accuracy,No
NA,research on fake news perception and fact-checking effect: role of prior-belief consistency,No
NA,"social media fuels wave of coronavirus misinformation as users focus on popularity, not accuracy",No
NA,turning fake news against itself: ai tool can detect disinformation with 92% accuracy,No
NA,fighting covid-19 misinformation on social media: experimental evidence for a scalable accuracy nudge intervention,No
NA,"misinformation on social media: experimental evidence for a scalable accuracy-nudge intervention. pennycook g, mcphetres j, zhang y, lu jg, rand dg",Yes
10.1371/journal.pone.0294701,fakestack: hierarchical tri-bert-cnn-lstm stacked model for effective fake news detection,No
10.1177/14782103221144480,religious instruction in the post-truth world: a critique of australia’s controversial religious instruction classes in public schools,No
10.1038/s41598-024-54030-y,the persuasive effects of social cues and source effects on misinformation susceptibility,Yes
10.1177/17456916231185776,a network approach to investigate the dynamics of individual and collective beliefs: advances and applications of the bending model,No
10.1177/14614448211063621,protecting the community: how digital media promotes safer behavior during the covid-19 pandemic in authoritarian communities—a case study of the ultra-orthodox community in israel,No
10.1075/pbns.339.02mai,manipulation in exceptional times: exploiting overwhelming contextual parameters for manipulative purposes,No
10.1093/pa/gsad022,big little election lies: cynical and credulous evaluations of electoral fraud,No
10.1371/journal.pone.0295912,navigating the uncertainty: a novel taxonomy of vaccine hesitancy in the context of covid-19,No
10.3390/journalmedia4040071,information vs. presentation: three different approaches to media organizations’ science communication on instagram,No
10.1007/s10212-024-00796-8,latent profiling students’ emotions towards media literacy and examining its relationship to media credibility,No
10.1016/j.heliyon.2024.e25244,lstmcnn: a hybrid machine learning model to unmask fake news,No
10.1371/journal.pone.0296444,low credibility url sharing on twitter during reporting linking rare blood clots with the oxford/astrazeneca covid-19 vaccine,No
NA,debunking news as a journalistic genre: from the inverted pyramid to a circular writing model,No
10.1111/polp.12577,"to vote or not to vote? fake news, voter fraud, and support for postponing the 2020 u.s. presidential election",No
10.1016/j.omega.2023.102945,eriue: evidential reasoning-based influential users evaluation in social networks,No
10.1080/1041794X.2024.2308892,from fringe to mainstream: how celebrity endorsement on social media contributes to the spread of conspiracy theories,No
10.1007/s11229-024-04483-5,bad social norms rather than bad believers: examining the role of social norms in bad beliefs,No
10.4324/9781003327639-8,freedom of the press and national interests: russian information aggression in ukrainian information space,No
10.1080/23311886.2024.2302216,exploring fake news awareness and trust in the age of social media among university student tiktok users,No
10.1016/j.techfore.2024.123247,factors affecting performance expectancy and intentions to use chatgpt: using smartpls to advance an information technology acceptance framework,No
10.1177/09516298231208412,law enforcement and political misinformation,No
10.1038/s41598-023-48747-5,doctors’ perceptions of using their digital twins in patient care,No
10.1177/17456916231198238,the spread of beliefs in partially modularized communities,No
10.1007/s13280-024-01997-7,"“in the end, the story of climate change was one of hope and redemption”: chatgpt’s narrative on global warming",No
10.1080/09658211.2023.2294692,witnesses’ susceptibility to misleading post-event information delivered in a social media-style video,No
10.1002/acp.4187,argument-based intervention as a way to reduce covid-19 unfounded beliefs and vaccination hesitancy,No
10.1177/17456916231190388,crowds can effectively identify misinformation at scale,No
10.1111/bjso.12727,do conspiracy beliefs fuel support for reactionary social movements? effects of misbeliefs on actions to oppose lockdown and to “stop the steal”,No
10.1177/19401612241233539,"after deception: how falling for a deepfake affects the way we see, hear, and experience media",No
10.1007/s13369-024-08852-7,toward detecting rumor initiator in online social networks using ontology-driven model,No
10.1016/j.heliyon.2024.e25889,"path analysis of perceived disease vulnerability, covid-19 fear, and lower vaccine hesitancy within the context of protection motivation theory",No
10.37016/mr-2020-132,correcting campaign misinformation: experimental evidence from a two-wave panel study,No
10.2308/HORIZONS-2022-182,thinking like an auditor: evaluating information to arrive at evidence-based conclusions,No
10.1371/journal.pone.0299139,enhancing misinformation correction: new variants and a combination of awareness training and counter-speech to mitigate belief perseverance bias,No
10.1016/j.techsoc.2023.102444,why do we not stand up to misinformation? factors influencing the likelihood of challenging misinformation on social media and the role of demographics,No
10.1016/j.heliyon.2024.e26136,"the experiences of community health workers when communicating with refugees about covid-19 vaccines in syracuse, ny: a qualitative study",No
10.1080/0965254X.2024.2306558,"fact or fake: information, misinformation and disinformation via social media",No
10.1038/s41598-024-56086-2,belief-consistent information is most shared despite being the least surprising,No
10.1177/10776958231206043,"linking media instruction, media literacy, and digital skills to fake news beliefs and censorship support",No
10.1177/10755470241229452,overcoming confirmation bias in misinformation correction: effects of processing motive and jargon on climate change policy support,No
10.1007/s12144-024-05668-4,fighting fake news on social media: a comparative evaluation of digital literacy interventions,No
10.1111/bjso.12732,intellectual humility as a tool to combat false beliefs: an individual-based approach to belief revision,No
10.1002/acp.4154,not all bullshit pondered is tossed: reflection decreases receptivity to some types of misleading information but not others,No
NA,long-short-term memory model for fake news detection in nigeria,No
10.3758/s13421-024-01520-z,how do forewarnings and post-warnings affect misinformation reliance? the impact of warnings on the continued influence effect and belief regression,No
10.1080/20445911.2024.2314975,false information is harder to debunk after gist repetitions than verbatim repetitions,No
10.1371/journal.pone.0296151,exploring factors influencing user perspective of chatgpt as a technology that assists in healthcare decision making: a cross sectional survey study,No
10.1177/19401612231158770,"“i don’t think that’s true, bro!” social corrections of misinformation in india",Yes
10.1016/j.heliyon.2024.e25933,deepfake detection using deep feature stacking and meta-learning,No
10.1007/s11158-024-09661-3,publicity’s misinformation problem,No
NA,an experimental test of misconception corrections across health domains,No
10.1080/08850607.2023.2228489,reflexive control as a risk factor for using osint: insights from the russia–ukraine conflict,No
10.1080/17512786.2024.2311311,beyond belief correction: effects of the truth sandwich on perceptions of fact-checkers and verification intentions,No
10.1002/acp.4184,susceptibility to cancer misinformation: predictors of false belief and false memory formation,No
10.1080/10106049.2024.2311211,an urban-rural fringe extraction method based on combined urban-rural fringe index (cufi),No
10.3758/s13421-023-01468-6,the impact of implicit narrator reliability on production of information,No
10.1186/s41155-024-00288-0,naive skepticism scale: development and validation tests applied to the chilean population,No
10.1038/s41598-023-47939-3,understanding belief in political statements using a model-driven experimental approach: a registered report,No
10.1017/XPS.2022.33,the big lie: expressive responding and misperceptions in the united states,No
10.1080/14725886.2024.2316149,from getto to swamps? lasting nazi fake news about sending deported jews to drain the pripet marshes,No
10.1177/23996544241229553,"a polluting war: risk, experts, and the politics of monitoring wartime environmental harm in eastern ukraine",No
10.1080/00918369.2022.2122368,sexualization of children or human rights? attitudes toward addressing sexual-orientation diversity in school,No
10.3389/fcomm.2024.1292961,challenges and opportunities of facebook during bereavement: experiences from taung in south africa,No
10.1002/acp.4164,how is the memory conformity effect influenced by the relative power of the individuals involved?,No
10.1371/journal.pone.0296752,endorsement of covid-19 misinformation among criminal legal involved individuals in the united states: prevalence and relationship with information sources,No
10.1080/17524032.2024.2316757,combatting climate disinformation: comparing the effectiveness of correction placement and type,No
10.36923/jicc.v24i1.170,effect of counter-narratives and credibility of sources on emotional response: a study of instagram and whatsapp followers,No
10.1111/teth.12654,why we need to complicate things: the teaching and learning of religion beyond simplification,No
10.37016/mr-2020-136,fact-opinion differentiation,No
10.4324/9781003425304-15,enduring challenges in cybersecurity: responding quickly and credibly to asymmetric threats,No
10.1007/s12144-024-05651-z,correcting vaccine misinformation on social media: the inadvertent effects of repeating misinformation within such corrections on covid-19 vaccine misperceptions,No
10.1080/21670811.2024.2305792,do you speak disinformation? computational detection of deceptive news-like content using linguistic and stylistic features,No
10.1038/s41598-024-51181-w,intensionality is more cognitively demanding than false belief in adults: evidence from a non-inferential sentence-reading task,No
10.1002/berj.3909,"many truths, many knowledges, many forms of reason: understanding middle-school student approaches to sources of information on the internet",No
10.1017/rep.2023.44,"context, contact, and misinformation about socially marginalized groups in the united states",No
10.1002/sce.21855,students' credibility criteria for evaluating scientific information: the case of climate change on social media,No
10.1515/lass-2023-0040,semiotics and political discourse in the post-truth era,No
10.1007/978-3-031-54144-5_148,reframing and broadening adversarial stylometry for academic integrity,No
10.3390/rel15010028,from religious bubble to interreligious dialogue: a personal story of transformation,No
10.1080/0047231X.2023.2292409,transforming science education in an age of misinformation,No
10.37016/mr-2020-131,how different incentives reduce scientific misinformation online,No
10.1080/10584609.2023.2257618,fake news for all: how citizens discern disinformation in autocracies,Yes
10.1073/pnas.2315195121,the distorting effects of producer strategies: why engagement does not reveal consumer preferences for misinformation,No
10.1007/978-3-031-50204-0_21,why do consumers believe in brand-related fake news? insights from a methodological juxtaposition of qca and meta-synthesis,No
10.1016/j.jretconser.2023.103545,assessment of bidirectional transformer encoder model and attention based bidirectional lstm language models for fake news detection,No
10.1002/tea.21934,it's not just a science thing: educating future stem professionals through mis/disinformation responsive instruction,No
10.1177/10776990231222556,factors associated with information credibility perceptions: a meta-analysis,No
10.1002/acp.4146,others (dis-)endorse this so it must (not) be true: high relative endorsement increases perceived misinformation veracity but not correction effectiveness,No
10.1038/s41586-023-06883-y,online searches to evaluate misinformation can increase its perceived veracity,No
10.15206/ajpor.2024.12.1.53,"unraveling the web of health misinformation: exploring the characteristics, emotions, and motivations of misinformation during the covid-19 pandemic",No
10.1080/13569775.2024.2307096,behind the screens: russian emotional manipulation strategies against black americans on social media,No
10.1177/02673231231184703,they would never say anything like this! reasons to doubt political deepfakes,No
10.1038/s41598-023-50591-6,the social anatomy of climate change denial in the united states,No
10.1177/19401612241233533,why do citizens choose to read fact-checks in the context of the russian war in ukraine? the role of directional and accuracy motivations in nineteen democracies,Yes
10.1371/journal.pone.0294471,you must be myths-taken: examining belief in falsehoods during the covid-19 health crisis,Yes
10.1038/s41562-023-01736-0,psychological inoculation strategies to fight climate disinformation across 12 countries,Yes
10.1111/ssqu.13298,(mis)informing the public? the public's responsiveness to reliable and unreliable information in illiberal information environments,Yes
10.3758/s13421-023-01396-5,no gesture too small: an investigation into the ability of gestural information to mislead eyewitness accounts by 5- to 8-year-olds,No
10.1177/20570473231203081,let’s intervene: how platforms can combine media literacy and self-efficacy to fight fake news,No
10.1177/00315125231179123,"effects of time pressure, reward, and information involvement on user management of fake news on a social media platform",No
10.1016/j.techfore.2023.122647,should i share it? factors influencing fake news-sharing behaviour: a behavioural reasoning theory perspective,No
10.1177/00178969231210215,the effects of authoritative source cue and argument strength of correction tweets on mmr vaccine-related misinformation credibility,Yes
10.1515/9783110799163-010,cognitive vulnerability and the post-truth challenge,No
10.1007/s12046-023-02300-2,breaking down health fakes: a hybrid dnn model for multi-class classification on a self-constructed dataset,No
10.1038/s41598-023-33299-5,bypassing misinformation without confrontation improves policy support as much as correcting it,No
10.3390/journalmedia4030052,russo-ukrainian war and trust or mistrust in information: a snapshot of individuals’ perceptions in greece,No
10.1038/s41598-023-44752-w,"exploring covid-19 conspiracy theories: education, religiosity, trust in scientists, and political orientation in 26 european countries",No
10.1098/rsos.230417,navigating the covid-19 infodemic: the influence of metacognitive efficiency on health behaviours and policy attitudes,No
10.1038/s41562-023-01641-6,understanding and combatting misinformation across 16 countries on six continents,Yes
10.3758/s13421-023-01402-w,mechanisms in continued influence: the impact of misinformation corrections on source perceptions,No
10.1186/s41235-023-00500-2,combatting rumors around the french election: the memorability and effectiveness of fact-checking articles,No
10.1016/j.datak.2023.102207,an empiric validation of linguistic features in machine learning models for fake news detection,No
10.1145/3583780.3614914,hipo: detecting fake news via historical and multi-modal analyses of social media posts,No
10.1177/00332941211073656,"acceptance and adherence to covid-19 preventive measures are shaped predominantly by conspiracy beliefs, mistrust in science and fear – a comparison of more than 20 psychological variables",No
10.1111/spc3.12902,pandemic precarity: a multi-level study of neoliberal precarity and covid-related outcomes in the united states,No
10.1371/journal.pone.0293288,iheard stl: development and first year findings from a local surveillance and rapid response system for addressing covid-19 and other health misinformation,No
10.1093/pnasnexus/pgad286,high level of correspondence across different news domain quality rating sets,No
10.1186/s41235-023-00492-z,examining the replicability of backfire effects after standalone corrections,No
10.1371/journal.pone.0294681,attentive immobility: investigating the emotional-cognitive mechanism underlying conspiracy mentality and covid-19 preventive behaviors,No
10.1016/j.ssmqr.2023.100308,perceptions of government guidance and citizen responses during the covid-19 pandemic: a cross-country analysis,No
10.3390/socsci12090470,preventing prejudice emerging from misleading news among adolescents: the role of implicit activation and regulatory self-efficacy in dealing with online misinformation,No
10.1111/spc3.12772,"covid-19 attitudes, cognitions, and behaviors in association with personal ideology and social media exposure: findings from emerging adults in the southern united states",No
10.1016/j.socscimed.2023.116263,believing in conspiracy theories in spain during the covid-19 pandemic: drivers and public health implications,No
10.1186/s40359-023-01425-7,trust in information sources as a moderator of the impact of covid-19 anxiety and exposure to information on conspiracy thinking and misinformation beliefs: a multilevel study,No
10.1177/20531680231193514,by any memes necessary: belief- and chaos-driven motives for sharing conspiracy theories on social media,No
10.1177/18681034231209504,"bowed, bent, & broken: duterte's assaults on civil society in the philippines",No
10.2478/bjlp-2023-0006,resilience and vulnerabilities related to russia's invasion of ukraine: the emergence of a new club of nato and eu members,No
10.1016/j.socscimed.2023.116132,hope over fear: the interplay between threat information and hope appeal corrections in debunking early covid-19 misinformation,No
10.1016/j.techfore.2023.122746,covid-19 fake news detection: a hybrid cnn-bilstm-am model,No
10.1027/1016-9040/a000498,the misinformation receptivity framework: political misinformation and disinformation as cognitive bayesian inference problems,No
10.1186/s41235-023-00488-9,"multiple-choice quizzes improve memory for misinformation debunks, but do not reduce belief in misinformation",No
10.3390/soc13110242,fake news in the post-covid-19 era? the health disinformation agenda in spain,No
10.3758/s13423-023-02321-2,thinking false and slow: implausible beliefs and the cognitive reflection test,No
10.1038/s41598-023-39944-3,deepfakes and scientific knowledge dissemination,No
10.1111/spc3.12797,personal need for structure as a protective factor on beliefs and coping with covid-19: a crowd-sourced multicultural exploration,No
10.1038/s41598-023-30867-7,a prosocial fake news intervention with durable effects,No
10.1038/s41562-023-01623-8,a meta-analysis of correction effects in science-relevant misinformation,No
10.1093/oso/9780197520536.003.0022,"emotion, digital media, and misinformation",No
10.1016/j.socscimed.2023.116187,understanding and managing the self-wise during a healthcare crisis,No
10.1016/j.tsc.2023.101354,developing critical thinking skills through gamification,No
10.1186/s41235-023-00505-x,game-based inoculation versus graphic-based inoculation to combat misinformation: a randomized controlled trial,No
10.1145/3583780.3615254,a comparative study of reference reliability in multiple language editions of wikipedia,No
NA,in the dark: the scapegoating of renewables after grid failures,No
10.1371/journal.pone.0291668,do deepfake videos undermine our epistemic trust? a thematic analysis of tweets that discuss deepfakes in the russian invasion of ukraine,No
10.1016/j.jrp.2023.104394,misperceptions in a post-truth world: effects of subjectivism and cultural relativism on bullshit receptivity and conspiracist ideation,No
10.1038/s41562-023-01691-w,from alternative conceptions of honesty to alternative facts in communications by us politicians,No
10.5430/wjel.v13n8p615,social network misinformation and attitudinal shift: a sociolinguistic perspective,No
10.1038/s41598-023-43885-2,how to “inoculate” against multimodal misinformation: a conceptual replication of roozenbeek and van der linden (2020),Yes
10.1002/acp.4130,assessing the truthfulness of security and defence news in central and eastern europe: the role of cognitive style and the promise of epistemic sophistication,No
10.1145/3583780.3614841,designing and evaluating presentation strategies for fact-checked content,No
10.1371/journal.pone.0288188,deliberative panels as a source of public knowledge: a large-sample test of the citizens’ initiative review,No
10.1002/ejsp.3002,does personal relative deprivation mediate the relationship between passive social media use and beliefs in conspiracy theories? cross-sectional correlational and experimental evidence,No
10.1017/S0007123422000631,conceptual replication of four key findings about factual corrections and misinformation during the 2020 us election: evidence from panel-survey experiments,Yes
10.1111/bjhp.12681,life beyond life: perceptions of post-mortem organ donation and consent to donate—a focus group study in italy,No
10.1002/acp.4103,weak correlations among 13 episodic memory tasks related to the same public event,No
10.1177/00936502231178432,short but critical?: how “fake news” and “anti-elitist” media attacks undermine perceived message credibility on social media,No
10.1038/s41598-023-45677-0,compressed models for co-reference resolution: enhancing efficiency with debiased word embeddings,No
10.4324/9781003355984-3,diffusion of misinformation: topological characteristics and user vulnerability,No
10.1002/acp.4136,"to believe or not to believe: personality, cognitive, and emotional factors involving fake news perceived accuracy",Yes
10.1016/j.heliyon.2023.e20383,perception and deception: exploring individual responses to deepfakes across different modalities,No
10.1007/s11229-023-04299-9,collective deception: toward a network model of epistemic responsibility,No
10.3758/s13423-023-02276-4,repetition could increase the perceived truth of conspiracy theories,No
