Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"F Sharevski, R Alsaadi, P Jachim, E Pieroni","Misinformation warning labels: Twitter's soft moderation effects on COVID-19 vaccine belief echoes",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2104.00779","https://scholar.google.com/scholar?cites=16806448265391299389&as_sdt=2005&sciodt=0,5&hl=en",163,"2024-03-22 09:49:39","","","","",,,,,23,7.67,6,4,3,"… forms affects the perceived accuracy of COVID-19 vaccine misinformation on Twitter. The … the perception of accuracy of COVID-19 vaccine misinformation on Twitter. “Belief echoes” do …","https://arxiv.org/pdf/2104.00779","https://scholar.google.com/scholar?q=related:PdugKqd_POkJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
348,"A Kim, AR Dennis","Says who? The effects of presentation format and source rating on fake news in social media",2019,"Mis quarterly","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3448949","https://scholar.google.com/scholar?cites=12469487035977026053&as_sdt=2005&sciodt=0,5&hl=en",164,"2024-03-22 09:49:39","","","","",,,,,348,69.60,174,2,5,"News—real or fake—is now abundant on social media. News posts on social media focus users’ attention on the headlines, but does it matter who wrote the article? We investigate …","","https://scholar.google.com/scholar?q=related:Bcq_nmSEDK0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
305,"A Kim, PL Moravec, AR Dennis","Combating fake news on social media with source ratings: The effects of user and expert reputation ratings",2019,"Journal of Management …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2019.1628921","https://scholar.google.com/scholar?cites=1389807094695771144&as_sdt=2005&sciodt=0,5&hl=en",165,"2024-03-22 09:49:39","","10.1080/07421222.2019.1628921","","",,,,,305,61.00,102,3,5,"… Our research shows that confirmation bias has strong effects on both the belief in fake news and the actions that users take to spread it. However, the results also show that two …","","https://scholar.google.com/scholar?q=related:CLyoaTCWSRMJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
389,"Á Figueira, L Oliveira","The current state of fake news: challenges and opportunities",2017,"Procedia computer science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050917323086","https://scholar.google.com/scholar?cites=1209818432831380279&as_sdt=2005&sciodt=0,5&hl=en",166,"2024-03-22 09:49:39","","","","",,,,,389,55.57,195,2,7,"… of accuracy using available libraries like those provided by the IBM Watson infrastructure or by StanfordNLP (or by many other), we might always argue that the accuracy … 90% accuracy …","https://www.sciencedirect.com/science/article/pii/S1877050917323086/pdf?md5=e0b1009ff82dbfe0bc777c1fc003f283&pid=1-s2.0-S1877050917323086-main.pdf","https://scholar.google.com/scholar?q=related:N1uia3QjyhAJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
168,"J Golbeck, M Mauriello, B Auxier…","Fake news vs satire: A dataset and analysis",2018,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3201064.3201100","https://scholar.google.com/scholar?cites=3506542005058324862&as_sdt=2005&sciodt=0,5&hl=en",167,"2024-03-22 09:49:39","","10.1145/3201064.3201100","","",,,,,168,28.00,42,4,6,"… As shown in table 3, we achieve high accuracy and medium or strong effects for many of the themes. While this is just a preliminary evaluation, it indicates that building useful theme …","","https://scholar.google.com/scholar?q=related:fsl8CWC9qTAJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
154,"G Pennycook, Z Epstein, M Mosleh, AA Arechar…","Understanding and reducing the spread of misinformation online",2019,"… : https://psyarxiv. com …","files.osf.io","https://files.osf.io/v1/resources/3n9u8/providers/osfstorage/5dcc2ffd48a1d9000dd04a98?action=download&version=2&direct&format=pdf","https://scholar.google.com/scholar?cites=7664738268449955345&as_sdt=2005&sciodt=0,5&hl=en",168,"2024-03-22 09:49:39","PDF","","","",,,,,154,30.80,31,5,5,"… Instead, we propose that the problem is simply distraction: most people do not want to spread misinformation, but are distracted from accuracy by other salient motives when choosing …","https://files.osf.io/v1/resources/3n9u8/providers/osfstorage/5dcc2ffd48a1d9000dd04a98?action=download&version=2&direct&format=pdf","https://scholar.google.com/scholar?q=related:EV5Ne9ieXmoJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
5,"V Pakalniškienė, A Kairys, V Jurkuvėnas…","Could belief in fake news predict vaccination behavior in the elderly?",2022,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/19/22/14901","https://scholar.google.com/scholar?cites=2192947317982691807&as_sdt=2005&sciodt=0,5&hl=en",169,"2024-03-22 09:49:39","HTML","","","",,,,,5,2.50,1,4,2,"… to fake news until a very old age [45], studies evaluating how belief in fake news could affect … the relationship between the trust or belief in fake news, truth discernment, attitudes, and …","https://www.mdpi.com/1660-4601/19/22/14901","https://scholar.google.com/scholar?q=related:3wGBi_fpbh4J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
52,"K Mudd, JM Govern","Conformity to Misinformation and Time Delay Negatively Affect Eyewitness Confidence and Accuracy.",2004,"North American Journal of Psychology","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15277143&asa=Y&AN=13757482&h=ilvcZt%2FPXOclJdP73qAh73zALVTwocFC9DqKIfdmA6CPA3TmeGfsJ6lCywCcV90MoiFpGXTBc71mLGXJCV8log%3D%3D&crl=c","https://scholar.google.com/scholar?cites=6705544030996126835&as_sdt=2005&sciodt=0,5&hl=en",170,"2024-03-22 09:49:39","","","","",,,,,52,2.60,26,2,20,"… In order to examine the effect of time delay and misinformation on eyewitness accuracy and … who were exposed to misinformation should become more confident in the accuracy of their …","","https://scholar.google.com/scholar?q=related:c9xDycTgDl0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
389,"S Kumar, R West, J Leskovec","Disinformation on the web: Impact, characteristics, and detection of wikipedia hoaxes",2016,"… of the 25th international conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2872427.2883085","https://scholar.google.com/scholar?cites=13537250255550139710&as_sdt=2005&sciodt=0,5&hl=en",171,"2024-03-22 09:49:39","","10.1145/2872427.2883085","","",,,,,389,48.63,130,3,8,"… mistaken belief that the relayed incorrect facts are true; on the other extreme, disinformation … This paper focuses on a specific kind of disinformation, namely hoaxes. Wikipedia defines a …","https://dl.acm.org/doi/pdf/10.1145/2872427.2883085","https://scholar.google.com/scholar?q=related:Ps2hTWL53bsJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
1,"KA Buczel, A Siwiak, M Szpitalak, R Polczyk","How do forewarnings and post-warnings affect misinformation reliance? The impact of warnings on the continued influence effect and belief regression",2024,"Memory &Cognition","Springer","https://link.springer.com/article/10.3758/s13421-024-01520-z","https://scholar.google.com/scholar?cites=714176870873008372&as_sdt=2005&sciodt=0,5&hl=en",172,"2024-03-22 09:49:39","","10.3758/s13421-024-01520-z","","",,,,,1,1.00,0,4,1,"… a forewarning did reduce reliance on misinformation, retrospectively warned participants (… the misinformation and the retraction or just before testing) relied on the misinformation to a …","https://www.researchgate.net/profile/Klara-Buczel/publication/377632028_How_do_forewarnings_and_post-warnings_affect_misinformation_reliance_The_impact_of_warnings_on_the_continued_influence_effect_and_belief_regression/links/65b105e26c7ad06ab4264294/How-do-forewarnings-and-post-warnings-affect-misinformation-reliance-The-impact-of-warnings-on-the-continued-influence-effect-and-belief-regression.pdf","https://scholar.google.com/scholar?q=related:9IgvhxRE6QkJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
74,"RM Ross, DG Rand, G Pennycook","Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines",2021,"Judgment and Decision making","cambridge.org","https://www.cambridge.org/core/journals/judgment-and-decision-making/article/beyond-fake-news-analytic-thinking-and-the-detection-of-false-and-hyperpartisan-news-headlines/AF9708DB3A92FCA2EA70D5057742C285","https://scholar.google.com/scholar?cites=6717892097840854153&as_sdt=2005&sciodt=0,5&hl=en",173,"2024-03-22 09:49:39","","","","",,,,,74,24.67,25,3,3,"… belief in misleading content. Because social media play an important role in the dissemination of misinformation, … results suggest a positive role for reasoning in resisting misinformation. …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/AF9708DB3A92FCA2EA70D5057742C285/S1930297500008640a.pdf/div-class-title-beyond-fake-news-analytic-thinking-and-the-detection-of-false-and-hyperpartisan-news-headlines-div.pdf","https://scholar.google.com/scholar?q=related:iTQ1I0W_Ol0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
81,"Z Epstein, AJ Berinsky, R Cole, A Gully, G Pennycook…","Developing an accuracy-prompt toolkit to reduce COVID-19 misinformation online",2021,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/138124","https://scholar.google.com/scholar?cites=14754034989494628711&as_sdt=2005&sciodt=0,5&hl=en",174,"2024-03-22 09:49:39","","","","",,,,,81,27.00,14,6,3,"… of misinformation online. Here we examine the utility of a suite of different accuracy prompts … Here we focus on reducing the sharing of misinformation because simply being exposed to …","https://dspace.mit.edu/bitstream/handle/1721.1/138124/epstein_toolkit_covid_19_misinformation_20210518.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:Z_GCGKfcwMwJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
12,"T Buchanan","Trust, personality, and belief as determinants of the organic reach of political disinformation on social media",2021,"The Social Science Journal","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/03623319.2021.1975085","https://scholar.google.com/scholar?cites=10262328026646176186&as_sdt=2005&sciodt=0,5&hl=en",175,"2024-03-22 09:49:39","","10.1080/03623319.2021.1975085","","",,,,,12,4.00,12,1,3,"… analyses examined the role of belief in the disinformation stories. Ratings of … belief in the stories as the outcome variable, indicated that only age significantly (negatively) predicted belief …","https://www.tandfonline.com/doi/pdf/10.1080/03623319.2021.1975085","https://scholar.google.com/scholar?q=related:uuHH1Pcca44J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
64,"MD Ibrishimova, KF Li","A machine learning approach to fake news detection using knowledge verification and natural language processing",2020,"… Networking and Collaborative Systems: The 11th …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-29035-1_22","https://scholar.google.com/scholar?cites=18356861112098727558&as_sdt=2005&sciodt=0,5&hl=en",176,"2024-03-22 09:49:39","","10.1007/978-3-030-29035-1_22","","",,,,,64,16.00,32,2,4,"… process of “fake news”. We establish a new fluid definition of “fake news” in terms of relative bias and factual accuracy. We devise a novel framework for fake news detection, based on …","","https://scholar.google.com/scholar?q=related:hqbTMeyrwP4J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
44,"S Rathje, J Roozenbeek, JJ Van Bavel…","Accuracy and social motivations shape judgements of (mis) information",2023,"Nature Human …","nature.com","https://www.nature.com/articles/s41562-023-01540-w.","https://scholar.google.com/scholar?cites=4776622244888739662&as_sdt=2005&sciodt=0,5&hl=en",177,"2024-03-22 09:49:39","HTML","","","",,,,,44,44.00,11,4,1,"… While prominent accounts claim that partisanship and politically motivated cognition play a limited role in the belief and sharing of misinformation as compared with other factors (such …","https://www.nature.com/articles/s41562-023-01540-w.","https://scholar.google.com/scholar?q=related:Tn_SxJ_4SUIJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
128,"J Roozenbeek, ALJ Freeman…","How accurate are accuracy-nudge interventions? A preregistered direct replication of Pennycook et al.(2020)",2021,"Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/09567976211024535","https://scholar.google.com/scholar?cites=18285833294124413443&as_sdt=2005&sciodt=0,5&hl=en",178,"2024-03-22 09:49:39","","10.1177/09567976211024535","","",,,,,128,42.67,43,3,3,"… discernment, either by acting on fake-news sharing, real-news sharing, or both. It is important to note that the pattern reported by Pennycook et al. (2020), namely, via a difference in …","https://journals.sagepub.com/doi/full/10.1177/09567976211024535","https://scholar.google.com/scholar?q=related:A_JLnn9UxP0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
65,"F Husain, MG Shahnawaz, NH Khan…","… to get COVID-19 vaccines: Exploring the role of attitudes, subjective norms, perceived behavioral control, belief in COVID-19 misinformation, and vaccine confidence …",2021,"Human Vaccines & …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/21645515.2021.1967039","https://scholar.google.com/scholar?cites=6150648960796909854&as_sdt=2005&sciodt=0,5&hl=en",179,"2024-03-22 09:49:39","","10.1080/21645515.2021.1967039","","",,,,,65,21.67,16,4,3,"… Citation 1 Social media platforms are well known for the spread of misinformation related to … best of our knowledge, belief in COVID-19 related misinformation has not been examined …","https://www.tandfonline.com/doi/pdf/10.1080/21645515.2021.1967039","https://scholar.google.com/scholar?q=related:HuFsbqR-W1UJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
4,"K Kim, CJ Lee, J Ihm, Y Kim","A comprehensive examination of association between belief in vaccine misinformation and vaccination intention in the COVID-19 context",2022,"Journal of Health Communication","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10810730.2022.2130479","https://scholar.google.com/scholar?cites=15657182893943207191&as_sdt=2005&sciodt=0,5&hl=en",180,"2024-03-22 09:49:39","","10.1080/10810730.2022.2130479","","",,,,,4,2.00,1,4,2,"… In our model, misinformation belief had significant but distant relationships with intention … Namely, our model suggested that misinformation belief was not a primary determinant of …","","https://scholar.google.com/scholar?q=related:F7XOAON8SdkJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
330,"E Van Duyn, J Collier","Priming and fake news: The effects of elite discourse on evaluations of news media",2019,"Mass Communication and Society","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15205436.2018.1511807","https://scholar.google.com/scholar?cites=10242120005628377067&as_sdt=2005&sciodt=0,5&hl=en",181,"2024-03-22 09:49:39","","10.1080/15205436.2018.1511807","","",,,,,330,66.00,165,2,5,"… Similar to the computed variable for total accurate identification of fake news, we compute a variable for total accuracy in identifying real news across all three real news articles. Again, …","https://topicminer.hse.ru/rsf2019/literature/fakenews/Duyn_Collier_2019_Priming%20and%20Fake%20News.pdf","https://scholar.google.com/scholar?q=related:67dmSuFRI44J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
1,"M Stagnaro, S Pink, DG Rand…","Increasing accuracy motivations using moral reframing does not reduce Republicans' belief in false news",2023,"… Misinformation …","misinforeview.hks.harvard.edu","https://misinforeview.hks.harvard.edu/article/increasing-accuracy-motivations-using-moral-reframing-does-not-reduce-republicans-belief-in-false-news/","https://scholar.google.com/scholar?cites=12660101356634669013&as_sdt=2005&sciodt=0,5&hl=en",182,"2024-03-22 09:49:39","HTML","","","",,,,,1,1.00,0,4,1,"… valuing accuracy and disbelieving false news is causal, but the effect of our intervention on accuracy valuation, or the association between accuracy valuation and accuracy judgments, …","https://misinforeview.hks.harvard.edu/article/increasing-accuracy-motivations-using-moral-reframing-does-not-reduce-republicans-belief-in-false-news/","https://scholar.google.com/scholar?q=related:1X-mlhu3sa8J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
18,"MV Bronstein, G Pennycook, L Buonomano…","Belief in fake news, responsiveness to cognitive conflict, and analytic reasoning engagement",2021,"Thinking & …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/13546783.2020.1847190","https://scholar.google.com/scholar?cites=10174944996194534682&as_sdt=2005&sciodt=0,5&hl=en",183,"2024-03-22 09:49:39","","10.1080/13546783.2020.1847190","","",,,,,18,6.00,5,4,3,"… accuracy of fake news (Bronstein, Pennycook, Bear, et al., Citation2019; Pennycook &Rand, Citation2020) therefore implies that perceived fake news accuracy … fake news accuracy may …","https://scholar.google.com/scholar?output=instlink&q=info:GkVQm5CqNI0J:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=4335560492079869255&oi=lle","https://scholar.google.com/scholar?q=related:GkVQm5CqNI0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
3,"KR Harris","Beyond belief: On disinformation and manipulation",2023,"Erkenntnis","Springer","https://link.springer.com/article/10.1007/s10670-023-00710-6","https://scholar.google.com/scholar?cites=351357282209488547&as_sdt=2005&sciodt=0,5&hl=en",184,"2024-03-22 09:49:39","HTML","10.1007/s10670-023-00710-6","","",,,,,3,3.00,3,1,1,"… So construed, fake news bears a close similarity to disinformation, as the authors … the false belief accounts of disinformation are too narrow, some commentators contend that fake news …","https://link.springer.com/article/10.1007/s10670-023-00710-6","https://scholar.google.com/scholar?q=related:o95XK5ZF4AQJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
181,"S Aphiwongsophon…","Detecting fake news with machine learning method",2018,"2018 15th international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8620051/","https://scholar.google.com/scholar?cites=1206484175678115978&as_sdt=2005&sciodt=0,5&hl=en",185,"2024-03-22 09:49:39","","","","",,,,,181,30.17,91,2,6,"… Naļve Bayes to detect FaNe news has accuracy 96.08%. Two other more advance methods which are Neural NetworN and Support Vector Machine achieve the accuracy of 99.90%. …","https://www.cp.eng.chula.ac.th/~prabhas/thesis/supanya-final-5771425821.pdf","https://scholar.google.com/scholar?q=related:ipBsLvdKvhAJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
118,"Y Su","… to fall for misinformation: Social media use, discussion heterogeneity preference, worry of the virus, faith in scientists, and COVID-19-related misinformation …",2021,"Telematics and Informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0736585320302069","https://scholar.google.com/scholar?cites=5565963774037471294&as_sdt=2005&sciodt=0,5&hl=en",186,"2024-03-22 09:49:39","HTML","","","",,,,,118,39.33,118,1,3,"… That is, among those who had stronger faiths in scientists, the indirect effect of discussion heterogeneity preference on misinformation belief became more negative. The findings …","https://www.sciencedirect.com/science/article/pii/S0736585320302069","https://scholar.google.com/scholar?q=related:PjAyEJBGPk0J:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
0,"LK Fazio","Preventing belief in misinformation: Current and future directions for the field.",2023,"Journal of Applied Research in Memory and Cognition","psycnet.apa.org","https://psycnet.apa.org/record/2024-10415-001","",187,"2024-03-22 09:49:39","","","","",,,,,0,0.00,0,1,1,"… Misinformation in a Misinformation Age” make impactful contributions for our understanding of how to prevent belief in misinformation. … To be clear, misinformation has always been with …","https://psycnet.apa.org/journals/mac/12/3/307.pdf","https://scholar.google.com/scholar?q=related:Vgz4uewYSVoJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
7,"AS Chaxel","How misinformation taints our belief system: A focus on belief updating and relational reasoning",2022,"Journal of Consumer Psychology","Wiley Online Library","https://myscp.onlinelibrary.wiley.com/doi/abs/10.1002/jcpy.1290","https://scholar.google.com/scholar?cites=16542446715708323375&as_sdt=2005&sciodt=0,5&hl=en",188,"2024-03-22 09:49:39","","10.1002/jcpy.1290","","",,,,,7,3.50,7,1,2,"… we actually expect a level of “accuracy” in truth judgment. For … of the spread of misinformation is that accuracy is, at least to … is a large literature on belief formation and belief updating in …","https://scholar.google.com/scholar?output=instlink&q=info:LzafbaSTkuUJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=4516529910054875517&oi=lle","https://scholar.google.com/scholar?q=related:LzafbaSTkuUJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
0,"SE Kreps, DL Kriner","Assessing misinformation recall and accuracy perceptions: Evidence from the COVID-19 pandemic",2023,"… School Misinformation …","misinforeview.hks.harvard.edu","https://misinforeview.hks.harvard.edu/article/assessing-misinformation-recall-and-accuracy-perceptions-evidence-from-the-covid-19-pandemic/","",189,"2024-03-22 09:49:39","HTML","","","",,,,,0,0.00,0,2,1,"… about the COVID-19 pandemic and to analyze the relationships between partisanship, support for President Trump, news consumption, and accuracy perceptions of misinformation, we …","https://misinforeview.hks.harvard.edu/article/assessing-misinformation-recall-and-accuracy-perceptions-evidence-from-the-covid-19-pandemic/","https://scholar.google.com/scholar?q=related:mkMKjHPYTcAJ:scholar.google.com/&scioq=%22false+news%22%7C%22fake+news%22%7C%22false+stor*%22%7C%22misinformation%22%7C%22disinformation%22+%22accuracy%22%7C%22discernment%22%7C%22credibilit*%22%7C%22belief%22%7C%22suceptib*%22%7C%22reliab*%22%7C%22vulnerabi*%22&hl=en&as_sdt=0,5"
