screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,5,"SH Wu, SL Chien",A BERT based Two-stage Fake News Spreader Profiling System.,2020,CLEF (Working Notes),pan.webis.de,https://pan.webis.de/downloads/publications/papers/wu_2020.pdf,"https://scholar.google.com/scholar?cites=5435935449514831780&as_sdt=2005&sciodt=0,5&hl=en",678,3/2/23 10:43,PDF,,,,,,,,5,1.67,3,2,3,"… they are fake news spreaders or not. The performance of a system will be ranked by accuracy in … If the percentage is higher than a threshold, then we consider the author is a fake news …",https://pan.webis.de/downloads/publications/papers/wu_2020.pdf,"https://scholar.google.com/scholar?q=related:pO9Ikn1ScEsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,12,X Chen,Calling out fake news on social media: a comparison of literature in librarianship and journalism,2018,Internet reference services quarterly,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/10875301.2018.1518284,"https://scholar.google.com/scholar?cites=3012083131750970322&as_sdt=2005&sciodt=0,5&hl=en",679,3/2/23 10:43,,10.1080/10875301.2018.1518284,,,,,,,12,2.40,12,1,5,… credibility issue on social media while no librarianship article did that. With fake news being … fake news on social media in their publications as well as in information literacy classrooms. …,,"https://scholar.google.com/scholar?q=related:0nP2TaYRzSkJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,65,"W Ceron, MF de-Lima-Santos, MG Quiles",Fake news agenda in the era of COVID-19: Identifying trends through fact-checking content,2021,Online Social Networks and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2468696420300562,"https://scholar.google.com/scholar?cites=11463848552795380214&as_sdt=2005&sciodt=0,5&hl=en",680,3/2/23 10:43,,,,,,,,,65,32.50,22,3,2,… Fact-checking efforts have significantly expanded and have been touted as among the most promising solutions to fake news. Several studies have reported the development of fact-…,https://arxiv.org/pdf/2012.11004,"https://scholar.google.com/scholar?q=related:9pk-TIXFF58J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,118,L Levi,Real fake news and fake fake news,2017,First Amend. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/falr16&section=16,"https://scholar.google.com/scholar?cites=9466865631524623835&as_sdt=2005&sciodt=0,5&hl=en",681,3/2/23 10:43,,,,,,,,,118,19.67,118,1,6,"… the ""fake news"" phrase as a strategic tool to cast doubt on the truthfulness and credibility of … Of course, the deployment of each type of ""fake news"" can undermine public trust in the truth …",https://scholarship.law.unc.edu/cgi/viewcontent.cgi?article=1249&context=falr,"https://scholar.google.com/scholar?q=related:2xVhXyIQYYMJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,40,"A Mare, HM Mabweazara, D Moyo",“Fake news” and cyber-propaganda in Sub-Saharan Africa: Recentering the research agenda,2019,African Journalism Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/23743670.2020.1788295,"https://scholar.google.com/scholar?cites=2482052022022764626&as_sdt=2005&sciodt=0,5&hl=en",682,3/2/23 10:43,,10.1080/23743670.2020.1788295,,,,,,,40,10.00,13,3,4,… This binary construction of the “truth” and “false” news media has serious implications in terms of the credibility of the public and private media in the African context. This is partly …,https://www.tandfonline.com/doi/pdf/10.1080/23743670.2020.1788295,"https://scholar.google.com/scholar?q=related:Uvi03ikFciIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,347,R Rini,Fake news and partisan epistemology,2017,Kennedy Institute of Ethics Journal,muse.jhu.edu,https://muse.jhu.edu/pub/1/article/670860/summary,"https://scholar.google.com/scholar?cites=7952938911079817824&as_sdt=2005&sciodt=0,5&hl=en",683,3/2/23 10:43,,,,,,,,,347,57.83,347,1,6,"… fake news is transmitted, and here my [End Page E-43] answer may be less expected. I will argue that fake news … My belief is therefore held on the basis of testimony; I believe it because …",http://www.alexguerrero.org/storage/Rini.pdf,"https://scholar.google.com/scholar?q=related:YGJLm82DXm4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,9,"P Vyas, J Liu, O El-Gayar",Fake news detection on the web: An LSTM-based approach,2021,,scholar.dsu.edu,https://scholar.dsu.edu/bispapers/267/,"https://scholar.google.com/scholar?cites=11212058581770064282&as_sdt=2005&sciodt=0,5&hl=en",684,3/2/23 10:43,,,,,,,,,9,4.50,3,3,2,… test accuracy as an evaluation measure with other ML-based models used by existing research. Test accuracy … Our model achieved 89.55% of test accuracy and 90% of recall. Recall is …,https://scholar.dsu.edu/cgi/viewcontent.cgi?article=1270&context=bispapers,"https://scholar.google.com/scholar?q=related:mlFGR-A7mZsJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,"J McPhetres, DG Rand, ...",Character deprecation in fake news: Is it in supply or demand?,2021,Group Processes & …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/1368430220965709,"https://scholar.google.com/scholar?cites=4820916893355341831&as_sdt=2005&sciodt=0,5&hl=en",685,3/2/23 10:43,PDF,10.1177/1368430220965709,,,,,,,10,5.00,3,3,2,"… Additionally, getting people to think about the qualities of fake news by having them create their own fake news has been shown to be effective in reducing belief in fake news (…",https://journals.sagepub.com/doi/pdf/10.1177/1368430220965709,"https://scholar.google.com/scholar?q=related:B_gfSF9W50IJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"EK Vraga, L Bode","Leveraging institutions, educators, and networks to correct misinformation: A commentary on Lewandosky, Ecker, and Cook.",2017,,psycnet.apa.org,https://psycnet.apa.org/record/2017-57700-004,"https://scholar.google.com/scholar?cites=5546507155901554212&as_sdt=2005&sciodt=0,5&hl=en",686,3/2/23 10:43,,,,,,,,,27,4.50,14,2,6,"… With growing concern over a “post-truth” world rife with “fake news,” we agree that more … can serve as a potential solution to a fake-news crisis, and we explore potential pitfalls of this …",,"https://scholar.google.com/scholar?q=related:JJ6sI98m-UwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,9,"S Bojjireddy, SA Chun, J Geller","Machine learning approach to detect fake news, misinformation in covid-19 pandemic",2021,DG. O2021: The 22nd Annual …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3463677.3463762,"https://scholar.google.com/scholar?cites=2385556819535100166&as_sdt=2005&sciodt=0,5&hl=en",687,3/2/23 10:43,,10.1145/3463677.3463762,,,,,,,9,4.50,3,3,2,"… We have developed three large datasets of fake news by combining existing public datasets, in order to improve the accuracy of machine learning models to detect fake news. We have …",https://dl.acm.org/doi/pdf/10.1145/3463677.3463762,"https://scholar.google.com/scholar?q=related:Bnnmw0kzGyEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"OO Durodolu, SK Ibenne",The fake news infodemic vs information literacy,2020,Library Hi Tech News,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/LHTN-03-2020-0020/full/html,"https://scholar.google.com/scholar?cites=4496702444033978743&as_sdt=2005&sciodt=0,5&hl=en",688,3/2/23 10:43,,10.1108/LHTN-03-2020-0020,,,,,,,27,9.00,14,2,3,… is now being drawn to credibility of using social media and … the whereabouts of promoters of fake news is challenging as … Tracking down individuals peddling fake news for charges of …,https://www.researchgate.net/profile/Oluwole-Durodolu/publication/342081663_The_fake_news_infodemic_vs_information_literacy/links/5ee8b249a6fdcc73be7fd340/The-fake-news-infodemic-vs-information-literacy.pdf,"https://scholar.google.com/scholar?q=related:d7FGXQx_Zz4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"T Granskogen, JA Gulla",Fake news detection: Network data from social media used to predict fakes,2017,CEUR Workshop Proc,ceur-ws.org,https://ceur-ws.org/Vol-2041/paper6.pdf,"https://scholar.google.com/scholar?cites=3859400627074324130&as_sdt=2005&sciodt=0,5&hl=en",689,3/2/23 10:43,PDF,,,,,,,,14,2.33,7,2,6,"… Fake news has swept through the media world in the last few years, and with that comes a … , we consolidate previous findings, with prediction accuracy as high as 93 % on datasets …",https://ceur-ws.org/Vol-2041/paper6.pdf,"https://scholar.google.com/scholar?q=related:olavHmxYjzUJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,20,JWW Muigai,Understanding fake news,2017,Washington Post,researchgate.net,https://www.researchgate.net/profile/Jane-Waweru-Muigai/publication/330780644_Understanding_Fake_News/links/5c58300ca6fdccd6b5e1688a/Understanding-Fake-News.pdf,"https://scholar.google.com/scholar?cites=11347273865993498514&as_sdt=2005&sciodt=0,5&hl=en",690,3/2/23 10:43,PDF,,,,,,,,20,3.33,20,1,6,"… to what fake news is all about, sources, and how to identify fake news. This paper attempts to demystify fake news, … In conclusion, fake news pose a challenge to news as defined under …",https://www.researchgate.net/profile/Jane-Waweru-Muigai/publication/330780644_Understanding_Fake_News/links/5c58300ca6fdccd6b5e1688a/Understanding-Fake-News.pdf,"https://scholar.google.com/scholar?q=related:kq-d73WdeZ0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,8,G Gill,Fake news and informing science,2019,Informing Science,search.proquest.com,https://search.proquest.com/openview/7f074fb73554900fa6b5e77afd0747ec/1?pq-origsite=gscholar&cbl=5314839,"https://scholar.google.com/scholar?cites=10863538032184560160&as_sdt=2005&sciodt=0,5&hl=en",691,3/2/23 10:43,,,,,,,,,8,2.00,8,1,4,"… These results suggest that social media platforms help to incubate belief in blatantly false news stories, and that tagging such stories as disputed is not an effective solution to this …",https://scholar.archive.org/work/j4zvemrmoreh3jgr6k46morxn4/access/wayback/http://www.inform.nu/Articles/Vol22/ISJv22p115-136Gill5543.pdf,"https://scholar.google.com/scholar?q=related:IIpOZEgKw5YJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,148,"B Martens, L Aguiar, E Gomez-Herrera, ...",The digital transformation of news media and the rise of disinformation and fake news,2018,,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3164170,"https://scholar.google.com/scholar?cites=16848121628606432303&as_sdt=2005&sciodt=0,5&hl=en",692,3/2/23 10:43,,,,,,,,,148,29.60,37,4,5,"… They test their classifier model on Italian news data on Facebook and demonstrate that it can predict fake news topics with 91% accuracy. More importantly, this work shows that social …",https://www.econstor.eu/bitstream/10419/202231/1/jrc-dewp201802.pdf,"https://scholar.google.com/scholar?q=related:L4SpJVuN0OkJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,0,"C Zhang, A Gupta, X Qin, Y Zhou",A computational approach for real-time detection of fake news,2023,Expert Systems with Applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417423001574,,693,3/2/23 10:43,,,,,,,,,0,0.00,0,4,1,… from this study suggest that the proposed system achieves better accuracy and efficiency with respect to fake news detection when compared with other fake news detection systems. …,,
,17,"P Mookdarsanit, L Mookdarsanit",The COVID-19 fake news detection in Thai social texts,2021,Bulletin of Electrical Engineering and …,beei.org,https://www.beei.org/index.php/EEI/article/view/2745,"https://scholar.google.com/scholar?cites=4183560312609789176&as_sdt=2005&sciodt=0,5&hl=en",694,3/2/23 10:43,,,,,,,,,17,8.50,9,2,2,… This paper proposes a state-of-theart Thai COVID-19 fake news detection among … accuracy enhancement by feature shifting in all transfer learning models for Thai COVID-19 fake news …,https://www.beei.org/index.php/EEI/article/download/2745/2154,"https://scholar.google.com/scholar?q=related:-FSHWfD9DjoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,19,"DJ Tamul, AH Ivory, J Hotter, J Wolf","All the President's tweets: effects of exposure to Trump's “Fake News” accusations on perceptions of journalists, news stories, and issue evaluation",2020,Mass Communication and …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15205436.2019.1652760,"https://scholar.google.com/scholar?cites=12392741652551784518&as_sdt=2005&sciodt=0,5&hl=en",695,3/2/23 10:43,,10.1080/15205436.2019.1652760,,,,,,,19,6.33,5,4,3,… We are interested in whether exposing news consumers to a general “fake news” cue might influence subsequent credibility of a news message and its source. Based on perspectives …,,"https://scholar.google.com/scholar?q=related:RliJmd_c-6sJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,14,"HT Vu, M Saldaña",Chillin'effects of fake news: Changes in practices related to accountability and transparency in American newsrooms under the influence of misinformation and …,2021,Journalism &mass communication …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/1077699020984781,"https://scholar.google.com/scholar?cites=15656036219377575588&as_sdt=2005&sciodt=0,5&hl=en",696,3/2/23 10:43,,10.1177/1077699020984781,,,,,,,14,7.00,7,2,2,"… The emergence of misinformation and the discourse on fake news has threatened journalistic credibility and authority, two important aspects as to how journalists perceive their work. A …",,"https://scholar.google.com/scholar?q=related:pGamBv5pRdkJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,11,TT Pham,A study on deep learning for fake news detection,2018,,dspace.jaist.ac.jp,https://dspace.jaist.ac.jp/dspace/bitstream/10119/15196/3/paper.pdf,"https://scholar.google.com/scholar?cites=322266731660691335&as_sdt=2005&sciodt=0,5&hl=en",697,3/2/23 10:43,PDF,,,,,,,,11,2.20,11,1,5,"… Having said that, fake news detection is still in its infancy with the accuracy of fine-grained being under 50%. In an attempt to improve the performance of fake news detection, we …",https://dspace.jaist.ac.jp/dspace/bitstream/10119/15196/3/paper.pdf,"https://scholar.google.com/scholar?q=related:h8ePj-LreAQJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,13,"R Mansouri, M Naderan-Tahan, ...",A semi-supervised learning method for fake news detection in social media,2020,2020 28th Iranian …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9261053/,"https://scholar.google.com/scholar?cites=10593324873763562591&as_sdt=2005&sciodt=0,5&hl=en",698,3/2/23 10:43,,,,,,,,,13,4.33,4,3,3,"… By iteratively computing the loss function and updating the weights, we can reach the desired accuracy and the training phase is finished. That means the network is then applicable for …",,"https://scholar.google.com/scholar?q=related:X6T8ytgMA5MJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,15,"Á Iglesias‐Puzas, A Conde‐Taboada, ...","“Fake news” in dermatology. Results from an observational, cross‐sectional study",2021,International Journal …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/ijd.15254,"https://scholar.google.com/scholar?cites=16496479406853695613&as_sdt=2005&sciodt=0,5&hl=en",699,3/2/23 10:43,,10.1111/ijd.15254,,,,,,,15,7.50,5,3,2,"… Describe the characteristics and analyze the accuracy of the dermatology content that is … In a context in which fraudulent content spreads exponentially, ""fake news"" emerges as a public …",,"https://scholar.google.com/scholar?q=related:fagPUp5E7-QJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,354,"RK Nielsen, L Graves",""" News you don't believe"": Audience perspectives on fake news",2017,,ora.ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:6eff4d14-bc72-404d-b78a-4c2573459ab8,"https://scholar.google.com/scholar?cites=9844792863151725190&as_sdt=2005&sciodt=0,5&hl=en",700,3/2/23 10:43,,,,,,,,,354,59.00,177,2,6,… fake news discussion and see “fake news” in part as a politicized buzzword used by politicians and others to criticize news media and platform companies • The fake news … the credibility …,https://ora.ox.ac.uk/objects/uuid:6eff4d14-bc72-404d-b78a-4c2573459ab8/download_file?file_format=pdf&safe_filename=Nielsen%2B-%2BAudience%2Bperspectives%2Bon%2Bfake%2Bnews.pdf&type_of_work=Report,"https://scholar.google.com/scholar?q=related:hpp19_K6n4gJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,27,"T Lima-Quintanilha, M Torres-da-Silva, T Lapa",Fake news and its impact on trust in the news. Using the Portuguese case to establish lines of differentiation,2019,,dadun.unav.edu,https://dadun.unav.edu/handle/10171/57804,"https://scholar.google.com/scholar?cites=4532919237735983013&as_sdt=2005&sciodt=0,5&hl=en",701,3/2/23 10:43,,,,,,,,,27,6.75,9,3,4,"… or uphold a false belief. She defines three types of fake news: 1) fabrications in a fraudulent news format, 2) the hoaxing that is commonplace on social networks and 3) false news in the …",https://dadun.unav.edu/bitstream/10171/57804/1/27872-105826-1-PB.pdf,"https://scholar.google.com/scholar?q=related:pafJwAcq6D4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,71,"Y Dou, K Shu, C Xia, PS Yu, L Sun",User preference-aware fake news detection,2021,… of the 44th International ACM SIGIR …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3404835.3462990,"https://scholar.google.com/scholar?cites=3212831252096292657&as_sdt=2005&sciodt=0,5&hl=en",702,3/2/23 10:43,,10.1145/3404835.3462990,,,,,,,71,35.50,14,5,2,… An end-to-end fake news detection framework named UPFD is proposed to fuse the endogenous and exogenous information and predict the news’ credibility on social media. Ex…,https://dl.acm.org/doi/pdf/10.1145/3404835.3462990,"https://scholar.google.com/scholar?q=related:MRd5YABFliwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,50,"C Reuter, K Hartwig, J Kirchner, N Schlegel",Fake news perception in Germany: A representative study of people's attitudes and approaches to counteract disinformation,2019,,aisel.aisnet.org,https://aisel.aisnet.org/wi2019/track09/papers/5/,"https://scholar.google.com/scholar?cites=7100807586431816139&as_sdt=2005&sciodt=0,5&hl=en",703,3/2/23 10:43,,,,,,,,,50,12.50,13,4,4,"… A possible (but weak) indicator for the item on fake news creation is the belief that globalization is a threat to peace (τ = .08**, z = 2.92). Responses to the item on public safety having …",https://tuprints.ulb.tu-darmstadt.de/20795/1/Fake%20News%20Perception%20in%20Germany%20A%20Representative%20Study%20of%20People.pdf,"https://scholar.google.com/scholar?q=related:y9Gqz-Aii2IJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,19,"MF Mridha, AJ Keya, MA Hamid, MM Monowar, ...",A comprehensive review on fake news detection with deep learning,2021,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9620068/,"https://scholar.google.com/scholar?cites=1557625060776814532&as_sdt=2005&sciodt=0,5&hl=en",704,3/2/23 10:43,,,,,,,,,19,9.50,4,5,2,"… [42] experimented on a fake news detection model in which the accuracy was only 78% when they used the features excluding data cleaning or pre-processing, which is surprisingly …",https://ieeexplore.ieee.org/iel7/6287639/9312710/09620068.pdf,"https://scholar.google.com/scholar?q=related:xCfZeL3LnRUJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,12,"N Kim, D Seo, CS Jeong",FAMOUS: fake news detection model based on unified key sentence information,2018,2018 IEEE 9th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8663864/,"https://scholar.google.com/scholar?cites=6320907380927401258&as_sdt=2005&sciodt=0,5&hl=en",705,3/2/23 10:43,,,,,,,,,12,2.40,4,3,5,"… In this paper, we shall present a new fake news detection model … Our model shows the competitive performance for fake news … We use the measure of accuracy for evaluation as follows: …",,"https://scholar.google.com/scholar?q=related:Ko1S-sVfuFcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,13,"RN Zaeem, C Li, KS Barber",On sentiment of online fake news,2020,2020 IEEE/ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9381323/,"https://scholar.google.com/scholar?cites=15124089932698874894&as_sdt=2005&sciodt=0,5&hl=en",706,3/2/23 10:43,,,,,,,,,13,4.33,4,3,3,"… eg, between veracity and credibility [16] or between fake news and spam [15], the above findings in related work demonstrate that the relationship between sentiment and fake news is a …",https://identity.utexas.edu/sites/default/files/2020-10/On%20Sentiment%20of%20Online%20Fake%20News.pdf,"https://scholar.google.com/scholar?q=related:DvSTtamP49EJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,32,B Narwal,Fake news in digital media,2018,2018 international conference on advances in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8748586/,"https://scholar.google.com/scholar?cites=13280225427536916128&as_sdt=2005&sciodt=0,5&hl=en",707,3/2/23 10:43,,,,,,,,,32,6.40,32,1,5,"… spread of fake news and to aware the society. In this paper, we offer a review which lists out the sources of fake news, … This tarnishes the reputation of real sites and a decrease in belief. …",https://www.researchgate.net/profile/Bhawna-Narwal/publication/334167548_Fake_News_in_Digital_Media/links/5e933cd892851c2f529aaac6/Fake-News-in-Digital-Media.pdf,"https://scholar.google.com/scholar?q=related:oK5yKarWTLgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,S Seidenberg,"LIES AND LIBEL: Fake news is just false, but the cure may no be so simple",2017,ABA Journal,JSTOR,https://www.jstor.org/stable/26516007,"https://scholar.google.com/scholar?cites=4759994124890911670&as_sdt=2005&sciodt=0,5&hl=en",708,3/2/23 10:43,,,,,,,,,10,1.67,10,1,6,"… mistakes in it isn’t fake news,” Friedman says. “That’s because providers of real news—unlike sources of fake news— strive for accuracy and work to correct their errors.” And …",,"https://scholar.google.com/scholar?q=related:trMR42_lDkIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,170,"UKH Ecker, S Lewandowsky, J Cook, ...",The psychological drivers of misinformation belief and its resistance to correction,2022,Nature Reviews …,nature.com,https://www.nature.com/articles/s44159-021-00006-y,"https://scholar.google.com/scholar?cites=9176054224633304526&as_sdt=2005&sciodt=0,5&hl=en",709,3/2/23 10:43,HTML,,,,,,,,170,170.00,43,4,1,"… decrease belief in fake news or increase belief … accuracy based primarily on the plausibility of the content 63 . Similarly, although people are quick to distrust others who share fake news …",https://www.nature.com/articles/s44159-021-00006-y,"https://scholar.google.com/scholar?q=related:zpX9UrPkV38J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,"O Bakhteev, A Ogaltsov, P Ostroukhov",Fake News Spreader Detection using Neural Tweet Aggregation.,2020,CLEF (Working Notes),ceur-ws.org,https://ceur-ws.org/Vol-2696/paper_148.pdf,"https://scholar.google.com/scholar?cites=618283680035605417&as_sdt=2005&sciodt=0,5&hl=en",710,3/2/23 10:43,PDF,,,,,,,,10,3.33,3,3,3,… that are keen to spread fake news and 150 sets for ordinary users. The performance metric for the task is an accuracy. The problem of detection fake news spreading in social media …,https://ceur-ws.org/Vol-2696/paper_148.pdf,"https://scholar.google.com/scholar?q=related:qYvxLruVlAgJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
