DOI,Title,Abstract,include
10.1002/acp.4136,"to believe or not to believe: personality, cognitive, and emotional factors involving fake news perceived accuracy","What are the factors that influence individuals' belief in fake news? A structured survey was conducted to examine the impact of cognitive, emotional, and personality factors on the perceived accuracy of fake news. This study utilizes certain facets of the Personality Inventory of the Diagnostic and Statistical Manual of Mental Disorders (PID-5-Adult trait) to investigate the phenomenon of fake news. Using actual fake news headlines encountered on Facebook, the study revealed that individuals with high levels of psychoticism, impulsivity, suspiciousness, and low analytical reasoning abilities are more likely to believe fake news. Furthermore, the study found that fear induced by news content significantly influences by impeding rational, factual analysis. These findings suggest that while social media platforms contribute to the dissemination of fake news, individual vulnerabilities also play a crucial role. These findings could be useful for the development of digital literacy programs. © 2023 John Wiley & Sons Ltd.",no
10.1111/bjhp.12670,how to debunk misinformation? an experimental online study investigating text structures and headline formats,"Objectives: Misinformation is a crucial problem, particularly online, and the success of debunking messages has so far been limited. In this study, we experimentally test how debunking text structure (truth sandwich vs. bottom-heavy) and headline format (statement vs. questions) affect the belief in misinformation across topics of the safety of COVID vaccines and GMO foods. Design: Experimental online study. Methods: A representative German sample of 4906 participants were randomly assigned to reading one of eight debunking messages in the experimentally varied formats and subsequently rated the acceptance of this message and the agreement to misinformation statements about the mentioned topics and an unrefuted control myth. Results: While the debunking messages specifically decreased the belief in the targeted myth, these beliefs and the acceptance of the debunking message were unaffected by the text structures and headline formats. Yet, they were less successful when addressing individuals with strong pre-existing, incongruent attitudes and distrust in science. Conclusions: The risk of backfire effects in debunking misinformation is low. Text structure and headline format are of relatively little importance for the effectiveness of debunking messages. Instead, writers may need to pay attention to the text being comprehensive, trustworthy and persuasive to maximize effectiveness. © 2023 The Authors. British Journal of Health Psychology published by John Wiley & Sons Ltd on behalf of British Psychological Society.",no
10.1177/10755470231207611,"exploring covid-19 vaccine misinformation exposure, beliefs, fear, and information avoidance via the stimulus–organism–response framework","Empirical evidence generated from theory-driven research addressing the relationship between misinformation and vaccine information avoidance during a pandemic remains lacking. Using the Stimulus-Organism-Response (S-O-R) framework, this study examined the influence of vaccine misinformation exposure and information overload on cognitive and affective responses as well as vaccine information avoidance behaviors. Findings showed that misinformation exposure predicted cognitive health beliefs (perceived vaccination barriers and benefits) and negative emotions (fear) toward the vaccines; health beliefs in turn predicted information avoidance. Information overload moderated (a) the relationship between misinformation exposure and health beliefs and (b) the relation between misinformation exposure and fear. © The Author(s) 2023.",no
10.1038/s41598-023-39807-x,the relation between authoritarian leadership and belief in fake news,"Individual factors such as cognitive capacities matter when one is requested to spot fake news. We suggest, however, that social influence—specifically as exercised by an authoritarian leader—might matter more if one is expected to agree with the fake news. We developed a single-item prototype measure of leadership styles and recruited participants from four Western democratic countries (Australia, Canada, United Kingdom, United States, N = 501) who identified their immediate boss as an autonomous, paternalistic, or authoritarian leader. Then they were asked to evaluate the accuracy of several fake news articles and their expectations to agree with their boss when asked about these articles. People with authoritarian bosses were less accurate in spotting fake news (Cohen’s d = 0.32) compared to employees with autonomous bosses. The bigger effect, however, was that they would agree with their boss about the fake news article when it was shared by their authoritarian boss compared to employees with autonomous (Cohen’s d = 1.30) or paternalistic bosses (Cohen’s d = 0.70). We argue that in addition to effects on the perceived accuracy of information, social influence, conformity, and obedience are crucial and unacknowledged factors of how misinformation may be maintained and propagated by authoritarian leaders. © 2023, Springer Nature Limited.",no
10.1098/rsos.221097,correcting covid-19 vaccine misinformation in 10 countries,"What can be done to reduce misperceptions about COVID-19 vaccines? We present results from experiments conducted simultaneously on YouGov samples in 10 countries (N = 10 600), which reveal that factual corrections consistently reduce false beliefs about vaccines. With results from these 10 countries, we find that exposure to corrections increases belief accuracy by 0.16 on a 4-point scale, while exposure to misinformation decreases belief accuracy by 0.09 on the same scale. We are unable to find evidence that either misinformation or factual corrections affect intent to vaccinate or vaccine attitudes. Our findings on effect duration are less conclusive; when we recontacted participants two weeks later, we observed 39% of the initial accuracy increase, yet this result narrowly misses conventional thresholds of statistical significance (p = 0.06). Taken together, our results illustrate both the possibilities and limitations of factual corrections. Evidence from 10 highly diverse populations shows that exposure to factual information reduces belief in falsehoods about vaccines, but has minimal influence on subsequent behaviours and attitudes. © 2023 The Authors.",yes
10.1037/xge0001395,gamified inoculation interventions do not improve discrimination between true and fake news: reanalyzing existing research with receiver operating characteristic analysis,"Gamified inoculation interventions designed to improve the detection of online misinformation are becoming increasingly prevalent. Two of the most notable interventions of this kind are Bad News and Go Viral!. To assess their efficacy, prior research has typically used pre–post designs in which participants rated the reliability or manipulativeness of true and fake news items before and after playing these games, while most of the time also including a control group who played an irrelevant game (Tetris) or did nothing at all. Mean ratings were then compared between pre-tests and post-tests and/or between the control and experimental conditions. Critically, these prior studies have not separated response bias effects (overall tendency to respond “true” or “fake”) from discrimination (ability to distinguish between true and fake news, commonly dubbed discernment).We reanalyzed the results from five prior studies using receiver operating characteristic (ROC) curves, a method common to signal detection theory that allows for discrimination to be measured free from response bias. Across the studies, when comparable true and fake news items were used, Bad News and Go Viral! did not improve discrimination, but rather elicited more “false” responses to all news items (more conservative responding). These novel findings suggest that the current gamified inoculation interventions designed to improve fake news detection are not as effective as previously thought and may even be counterproductive. They also demonstrate the usefulness of ROC analysis, a largely unexploited method in this setting, for assessing the effectiveness of any intervention designed to improve fake news detection. © 2023 American Psychological Association",yes
10.1371/journal.pone.0282308,information battleground: conflict perceptions motivate the belief in and sharing of misinformation about the adversary,"Misinformation has emerged as a major societal concern. But why do citizens contribute to the dissemination of falsehoods online? This article investigates this question by focusing on the role of motivated reasoning and, in particular, perceptions of group-based conflict. It examines the effect of perceived conflict on the endorsement of false news in the context of a regional conflict between Russia and the West as experienced by Ukrainian citizens. In our survey experiment, a sample of Ukrainians (N = 1,615) was randomly assigned to read negative false news stories about Russia, the European Union or Tanzania–a country with no stakes in the conflict. The results show that higher perceived conflict between Ukraine and Russia makes Ukrainians less likely to endorse false news targeting the European Union, but more likely to endorse false news that paint a negative picture of Russia. This finding extends the support for motivated reasoning theory beyond Western contexts investigated so far. Importantly, the effects of conflict perceptions remain strong after controlling for group identity and political knowledge of participants. These results advance our understanding of why false information is disseminated and point to the importance of conflict deescalation to prevent the diffusion of falsehoods. © 2023 Mazepus et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",no
10.1371/journal.pone.0283238,learning about informal fallacies and the detection of fake news: an experimental intervention,"The philosophical concept of informal fallacies–arguments that fail to provide sufficient support for a claim–is introduced and connected to the topic of fake news detection. We assumed that the ability to identify informal fallacies can be trained and that this ability enables individuals to better distinguish between fake news and real news. We tested these assumptions in a two-group between-participants experiment (N = 116). The two groups participated in a 30-minute-long text-based learning intervention: either about informal fallacies or about fake news. Learning about informal fallacies enhanced participants’ ability to identify fallacious arguments one week later. Furthermore, the ability to identify fallacious arguments was associated with a better discernment between real news and fake news. Participants in the informal fallacy intervention group and the fake news intervention group performed equally well on the news discernment task. The contribution of (identifying) informal fallacies for research and practice is discussed. Copyright: © 2023 Hruschka, Appel. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",yes
10.1037/xap0000458,effects of inductive learning and gamification on news veracity discernment,"This preregistered study tests a novel psychological intervention to improve news veracity discernment. The main intervention involved inductive learning (IL) training (i.e., practice discriminating between multiple true and fake news exemplars with feedback) with or without gamification. Participants (N = 282 Prolific users) were randomly assigned to either a gamified IL intervention, a nongamified version of the same IL intervention, a no-treatment control group, or a Bad News intervention, a notable web-based game designed to tackle online misinformation. Following the intervention (if applicable), all participants rated the veracity of a novel set of news headlines. We hypothesized that the gamified intervention would be the most effective for improving news veracity discernment, followed by its nongamified equivalent, then Bad News, and finally the control group. The results were analyzed with receiver-operating characteristic curve analyses, which have previously never been applied to news veracity discernment. The analyses indicated that there were no significant differences between conditions and the Bayes factor indicated very strong evidence for the null. This finding raises questions about the effectiveness of current psychological interventions and contradicts prior research that has supported the efficacy of Bad News. Age, gender, and political leaning all predicted news veracity discernment. © 2023 American Psychological Association",yes
10.1016/j.actpsy.2023.103930,is the covid-19 bad news game good news? testing whether creating and disseminating fake news about vaccines in a computer game reduces people's belief in anti-vaccine arguments,"Improving vaccination eagerness is crucial, especially during the ongoing COVID-19 pandemic and establishing new procedures to achieve that goal is highly important. Previous research (Roozenbeek & van der Linden, 2019a, 2019b) has indicated that playing the “Bad News” game, in which a player spreads fake news to gain followers, reduces people's belief in fake news. The goal of the present paper was to test an analogous new game called “COVID-19 Bad News (CBN)” to improve one's eagerness to vaccinate against coronavirus. CBN was constructed to examine whether creating and disseminating fake news focused on vaccinations and the COVID-19 pandemic has a similar effect and improves people's attitudes toward vaccination. Two experiments were conducted where participants played CBN or Tetris and afterwards evaluated the credibility of statements about vaccines against COVID-19 and finally filled out a questionnaire concerning their attitudes toward vaccination. The results show that playing CBN does not reduce evaluations of the credibility of all statements that are unfavorable to vaccines (false as well as true). Additionally, it does not enhance readiness to vaccinate. Future research and limitations are discussed. © 2023",yes
10.1086/722345,latino-targeted misinformation and the power of factual corrections,"Do individual, interpersonal, or institutional factors condition the effects ofmisinformation on beliefs? Can interventions such as fact checks stem the tide of the “infodemic” within marginalized communities? We explore the sudden flood of misinformation and disinformation targeting Latinos during the 2020 election and global COVID-19 pandemic to answer these questions. In a preregistered experiment, we find that exposure to misinformation can decrease factual accuracy, and neither trust in nor consumption of media, including ethnic media, serves as a buffer against these misinformation effects. However, fact checks eliminate the effects of misinformation on false beliefs without “backfiring” and reducing accuracy. Fact checks improve factual accuracy among subgroups varying in levels of political knowledge, trust, and acculturation. These findings provide crucial support for recent investments into fact checking by Latino-oriented media outlets and address gaps within the literature over whether such interventions are also effective within marginalized groups. © 2023 Southern Political Science Association. All rights reserved. Published by The University of Chicago Press for the Southern Political Science Association.",no
10.1126/sciadv.adg8333,social media: why sharing interferes with telling true from false,Sharing on social media decreases true-false discrimination but focusing on accuracy helps people recognize what they already know. Process-oriented research offers hope in combatting misinformation. © 2023 American Association for the Advancement of Science. All rights reserved.,yes
10.1177/09636625231215979,credibility of misinformation source moderates the effectiveness of corrective messages on social media,"To examine how different features of corrective messages moderate individuals’ attitudes toward misinformation on social media, a 2 (misinformation source credibility: high vs low) × 2 (corrective message source: algorithmic vs peer correction) × 2 (correction type: factual elaboration vs simple rebuttal) between-subjects experiment was conducted. To reduce perceived credibility and respondents’ attitudes toward the misinformation, peer corrections were more effective than algorithmic corrections for misinformation from a source with lower credibility; for misinformation from a highly credible source, the superiority effect of peer corrections was still significant on perceived credibility but not on respondents’ attitudes toward the misinformation. For the fact-checking tendency, we did not find a robust effect about how different features of corrective messages interacted. Our findings provide important insights into message design in combatting misinformation on social media. © The Author(s) 2023.",no
10.1371/journal.pone.0281140,correcting vaccine misinformation: a failure to replicate familiarity or fear-driven backfire effects,"Individuals often continue to rely on misinformation in their reasoning and decision making even after it has been corrected. This is known as the continued influence effect, and one of its presumed drivers is misinformation familiarity. As continued influence can promote misguided or unsafe behaviours, it is important to find ways to minimize the effect by designing more effective corrections. It has been argued that correction effectiveness is reduced if the correction repeats the to-be-debunked misinformation, thereby boosting its familiarity. Some have even suggested that this familiarity boost may cause a correction to inadvertently increase subsequent misinformation reliance; a phenomenon termed the familiarity backfire effect. A study by Pluviano et al. (2017) found evidence for this phenomenon using vaccine-related stimuli. The authors found that repeating vaccine “myths” and contrasting them with corresponding facts backfired relative to a control condition, ironically increasing false vaccine beliefs. The present study sought to replicate and extend this study. We included four conditions from the original Pluviano et al. study: the myths vs. facts, a visual infographic, a fear appeal, and a control condition. The present study also added a “myths-only” condition, which simply repeated false claims and labelled them as false; theoretically, this condition should be most likely to produce familiarity backfire. Participants received vaccine-myth corrections and were tested immediately post-correction, and again after a seven-day delay. We found that the myths vs. facts condition reduced vaccine misconceptions. None of the conditions increased vaccine misconceptions relative to control at either timepoint, or relative to a pre-intervention baseline; thus, no backfire effects were observed. This failure to replicate adds to the mounting evidence against familiarity backfire effects and has implications for vaccination communications and the design of debunking interventions. © 2023 Ecker et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",no
10.37016/mr-2020-123,assessing misinformation recall and accuracy perceptions: evidence from the covid-19 pandemic,"Misinformation is ubiquitous; however, the extent and heterogeneity in public uptake of it remains a matter of debate. We address these questions by exploring Americans’ ability to recall prominent misinformation during the COVID-19 pandemic and the factors associated with accuracy perceptions of these claims. Comparing reported recall rates of real and “placebo” headlines, we estimate “true” recall of misinformation is lower than self-reporting suggests but still troubling. Supporters of President Trump, particularly strong news consumers, were most likely to believe misinformation, including ideologically dissonant claims. These findings point to the importance of tailoring corrections to address key correlates of misinformation uptake. © 2023, Harvard Kennedy School. All rights reserved.",yes
10.1177/09636625231217081,institutional and non-institutional news trust as predictors of covid-19 beliefs: evidence from three european countries,"The COVID-19 pandemic was accompanied by an infodemic in which trust in news played an essential role. This article analyzes how this trust can be divided into two components, institutional and non-institutional, which are differentially related to beliefs about COVID-19 and perceptions of receiving misinformation and disinformation. Based on a survey conducted in three European countries (Germany, Spain, and the United Kingdom), the study confirms that higher levels of institutional news trust (the trust dimension correlated more with trust in the news media, government, politicians, national and global health organizations, and scientists) are a good predictor of both better knowledge of COVID-19 myths and misstatements, and lower perceptions of being surrounded by false and misleading information about the virus. The research also highlights the special role of media and political sources in strengthening the institutional dimension of news trust. © The Author(s) 2023.",no
10.5334/joc.324,mixed news about the bad news game,"Basol et al. (2020) tested the ""the Bad News Game""(BNG), an app designed to improve ability to spot false claims on social media. Participants rated simulated Tweets, then played either the BNG or an unrelated game, then re-rated the Tweets. Playing the BNG lowered rated belief in false Tweets. Here, four teams of undergraduate psychology students each attempted an extended replication of Basol et al., using updated versions of the original Bad News game. The most important extension was that the replications included a larger number of true Tweets than the original study and planned analyses of responses to true Tweets. The four replications were loosely coordinated, with each team independently working out how to implement the agreed plan. Despite many departures from the Basol et al. method, all four teams replicated their key finding: Playing the BNG reduced belief in false Tweets. But playing the BNG also reduced belief in true Tweets to the same or almost the same extent. Exploratory signal detection theory analyses indicated that the BNG increased response bias but did not improve discrimination. This converges with findings reported by Modirrousta- Galian and Higham (2023).  © 2023 The Author(s).",yes
10.17645/mac.v11i4.7090,overcoming the age barrier: improving older adults’ detection of political disinformation with media literacy,"This experimental study analyzes the effect of media literacy on the ability of Spanish seniors over 50 years of age to identify fake news. The experiment measures the improvement achieved by older adults in the detection of political disinformation thanks to a digital competence course offered through WhatsApp. The study comprises a total sample of 1,029 individu-als, subdivided into a control group (n = 531) and an experimental group (n = 498), from which a qualified experimental subsample (n = 87) was extracted. Results reveal that participants’ political beliefs, ranging from left to right positions, influence their ability to detect misinformation. A progressive political position is associated with higher accuracy in identifying right-biased news headlines and lower accuracy for left-biased headlines. A conservative position is associated with higher accuracy when the news headline has a progressive bias, but lower accuracy when the headline is right-wing. Users are more critical when the headline has a bias against theirs, while they are more likely to believe news that confirms their own beliefs. The study adds evidence on the relevance of cognitive biases in disinformation and supports the convenience of designing specific media literacy actions aimed at older adults. © 2023 by the author(s); licensee Cogitatio Press (Lisbon, Portugal).",yes
10.1177/00104140231193008,online disinformation predicts inaccurate beliefs about election fairness among both winners and losers,"Electoral disinformation is feared to variously undermine democratic trust by inflaming incorrect negative beliefs about the fairness of elections, or to shore up dictators by creating falsely positive ones. Recent studies of political misperceptions, however, suggest that disinformation has at best minimal effects on beliefs. In this article, we investigate the drivers of public perceptions and misperceptions of election fairness. We build on theories of rational belief updating and motivated reasoning, and link public opinion data from 82 national elections with expert survey data on disinformation and de facto electoral integrity. We show that, overall, people arrive at largely accurate perceptions, but that disinformation campaigns are indeed associated with less accurate and more polarized beliefs about election fairness. This contributes a cross-nationally comparative perspective to studies of (dis)information processing and belief updating, as well as attitude formation and trust surrounding highly salient political institutions such as elections. © The Author(s) 2023.",yes
10.23860/JMLE-2023-15-2-5,filipino students' competency in evaluating digital media content credibility: 'beginning' to 'emerging' levels,"This study investigates Filipino students' reasoning competency levels in evaluating the credibility of digital media content and whether significant statistical differences exist in their competency by education status, sex, age group, Internet use, or geographical location. Four hundred twenty-four students representing the senior high school, undergraduate, and postgraduate levels responded to four modified versions of the Stanford History Education Group's civic online reasoning tasks. The study found that most students have 'beginning' competency levels in author-checking, fact-checking, and biaschecking but 'emerging' competency levels for image-checking. Younger students and those who spend more hours online have higher mean competency levels for verifying the authenticity of a social media page. Postgraduate students fared better in distinguishing facts from opinions in arguments, while students residing in the Masbate province consistently registered lower mean scores for author- and fact-checking. This study indicates the need to strengthen Filipino students' information/media literacy across educational levels. Copyright:  © 2023 Author(s).",yes
10.3389/fpsyg.2023.1242865,"true, justified, belief? partisanship weakens the positive effect of news media literacy on fake news detection","To investigate how people assess whether politically consistent news is real or fake, two studies (N = 1,008; N = 1,397) with adult American participants conducted in 2020 and 2022 utilized a within-subjects experimental design to investigate perceptions of news accuracy. When a mock Facebook post with either fake (Study 1) or real (Study 2) news content was attributed to an alternative (vs. a mainstream) news outlet, it was, on average, perceived to be less accurate. Those with beliefs reflecting News Media Literacy demonstrated greater sensitivity to the outlet’s status. This relationship was itself contingent on the strength of the participant’s partisan identity. Strong partisans high in News Media Literacy defended the accuracy of politically consistent content, even while recognizing that an outlet was unfamiliar. These results highlight the fundamental importance of looking at the interaction between user-traits and features of social media news posts when examining learning from political news on social media. Copyright © 2023 Sude, Sharon and Dvir-Gvirsman.",no
10.1080/03055698.2023.2296345,helping young students cope with the threat of fake news: efficacy of news literacy training for junior-secondary school students in hong kong,"As fake news proliferates, to the urgency to educate young students in news literacy grows. Research indicates that while young adolescent students recognize the detrimental impact that fake news has on society, they lack the knowledge and motivation to combat it. We conducted news literacy training with 101 Hong Kong students (aged 11 to 14) evaluating their news literacy, susceptibility to fake news, perceived responsibility, as well as motivation to engage in protective behaviours. The training significantly enhanced participants’ news media knowledge, perceived control, and reduced their vulnerability to fake news. Participants became more motivated to report fake news, warn others, suggest alternative sources, and manage preferences to filter our problematic news sources. Participants also demonstrated an improved ability to evaluate the credibility of a real-world news article. These findings demonstrate the effectiveness of the training for this age group and suggest its potential for implementation in junior secondary-school classrooms. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",yes
10.1080/0965254X.2023.2253819,"i think, therefore i ignore: a study on disinformation’s credibility perceptions and sharing intentions over social media","This paper evaluates the influence that bandwagon heuristics (conceptualized as the number of likes and comments’ valence) and actively open-minded thinking (AOT) have on the credibility and sharing of disinformation over social media. Across two experimental studies, Study 1 finds a direct link between the sharing intention of social media posts containing disinformation and an interactive effect of AOT on such bandwagon heuristics. Study 2 demonstrates that for posts containing disinformation, the number of likes has a significant influence on sharing intentions, but not credibility, whilst comments have a significant influence on credibility, but not sharing intentions. Furthermore, Study 2 found the influence of AOT attenuates the effects of such heuristics. Overall, this research contributes to the extant literature and practice by demonstrating the influence bandwagon heuristics and AOT have on disinformation over social media. This paper further presents areas of future research to improve the understanding of how disinformation spreads. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",no
10.1177/00936502231206419,"checking the fact-checkers: the role of source type, perceived credibility, and individual differences in fact-checking effectiveness","This study investigates fact-checking effectiveness in reducing belief in misinformation across various types of fact-check sources (i.e., professional fact-checkers, mainstream news outlets, social media platforms, artificial intelligence, and crowdsourcing). We examine fact-checker credibility perceptions as a mechanism to explain variance in fact-checking effectiveness across sources, while taking individual differences into account (i.e., analytic thinking and alignment with the fact-check verdict). An experiment with 859 participants revealed few differences in effectiveness across fact-checking sources but found that sources perceived as more credible are more effective. Indeed, the data show that perceived credibility of fact-check sources mediates the relationship between exposure to fact-checking messages and their effectiveness for some source types. Moreover, fact-checker credibility moderates the effect of alignment on effectiveness, while analytic thinking is unrelated to fact-checker credibility perceptions, alignment, and effectiveness. Other theoretical contributions include extending the scope of the credibility-persuasion association and the MAIN model to the fact-checking context, and empirically verifying a critical component of the two-step motivated reasoning model of misinformation correction. © The Author(s) 2023.",yes
10.1080/10510974.2023.2246210,does tone of comments matter?: exploring the role of uncivil comments and political orientation on weakening belief in fake news and eliciting anger,"Although fake news has become a serious social issue and the detrimental effects of fake news have become more salient in online environments, scholars have not extensively studied the role of uncivil comments posted about fake news. As fake news itself is typically partisan and tends to deceive publics for specific purposes (e.g. gaining support for specific agendas), it usually induces heated discussion and uncivil commenting, especially among politically partisan individuals. Thus, in this study, we explored the effects of uncivil comments following fake news and political orientation on belief in fake news and anger. We used two issues to explore these mechanisms: climate change and immigration. Our results show that uncivil comments following fake news weakened participants’ belief in fake news about climate change. Moreover, uncivil comments made people angrier after viewing fake news about each issue. A significant moderating effect of political orientation on this relationship also emerged. Conservatives, who generally had a lower level of anger toward fake news than liberals, were more likely to feel anger when they viewed uncivil comments rather than civil comments. Theoretical and practical implications are discussed. © 2023 Central States Communication Association.",no
10.1177/02666669231206784,analyzing patterns of political news evaluation among university students in northeast thailand,"Through social media and digital platforms, fake news and both professional as well as non-professional news sources are increasingly circulated, thus having a greater impact on people's lives and society. As a result, evaluating news has emerged as a crucial skill. However, it is yet unclear what variables contribute to this increase. To offer more insights, this study attempts to investigate through political news accessibility the factors influencing political news assessment of university students in Northeast Thailand. This study was a quantitative research, and the theory underlying it was news literacy. 1200 samples from undergraduate students from state, private, and autonomous universities were obtained through a multi-stage sampling. 400 questionnaires, utilized as a research tool, were distributed to each type of university for data collection. In order to examine the reliability of the research instrument, Cronbach's alpha was also used in a pre-test stage along with a content validity analysis of the questionnaire. For all elements, the alpha coefficient was 0.93. The findings demonstrated that political news assessment was most influenced by political news accessibility, which is the intervening variable (Beta = 0.265); followed by political news exposure from social media (Beta = 0.217); inner drives for the follow-up of political news (Beta = 0.190); influence of groups and social networks (Beta = 0.170); specific characteristics of the Internet (Beta = 0.151); importance of political news (Beta = 0.147); political news exposure from websites (Beta = 0.099); benefits of political news (Beta = 0.075); and political news exposure from print media (Beta = 0.042). The student characteristic factor, motivation for political news exposure factor, and political news exposure factor accounted for 67.45 percent of the variance in explaining political news evaluation among Thai students, through political news accessibility (R2 = 0.6745). Consequently, improving these elements will lead to better political news evaluation. © The Author(s) 2023.",no
10.1515/commun-2023-0010,with time comes trust? the development of misinformation perceptions related to covid-19 over a six-month period: evidence from a five-wave panel survey study in the netherlands,"Misinformation perceptions related to global crises such as COVID-19 can have negative ramifications for democracy. Beliefs related to the prevalence of falsehoods may increase news avoidance or even vaccine hesitancy - a problematic context for successful interventions and policymaking. To explore how misinformation beliefs developed over a six-month pandemic period and how they corresponded to (digital) media preferences and selective exposure to the news, we rely on a five-wave panel survey conducted in the Netherlands (N =1,742). Our main findings show that misinformation perceptions got more pronounced as the pandemic evolved. Social media use related to more pronounced misinformation beliefs within waves, whereas mainstream news use corresponded to less pronounced misinformation beliefs. An important implication for journalists and policymakers is to lower the over-time accumulation of misinformation perceptions, for example, by increasing transparency and acknowledging ""honest mistakes."" © 2023 De Gruyter Mouton. All rights reserved.",yes
10.1017/XPS.2023.20,testing the effect of information on discerning the veracity of news in real time,"Despite broad adoption of digital media literacy interventions that provide online users with more information when consuming news, relatively little is known about the effect of this additional information on the discernment of news veracity in real time. Gaining a comprehensive understanding of how information impacts discernment of news veracity has been hindered by challenges of external and ecological validity. Using a series of pre-registered experiments, we measure this effect in real time. Access to the full article relative to solely the headline/lede and access to source information improves an individual's ability to correctly discern the veracity of news. We also find that encouraging individuals to search online increases belief in both false/misleading and true news. Taken together, we provide a generalizable method for measuring the effect of information on news discernment, as well as crucial evidence for practitioners developing strategies for improving the public's digital media literacy.  © The Author(s), 2023. Published by Cambridge University Press on behalf of American Political Science Association.",yes
10.1111/1475-6765.12646,mistakenly misinformed or intentionally deceived? mis- and disinformation perceptions on the russian war in ukraine among citizens in 19 countries,"In information environments characterized by institutional distrust, fragmentation and the widespread dissemination of conspiracies and disinformation, citizens perceive misinformation as a salient and threatening issue. Especially amidst disruptive events and crises, news users are likely to believe that information is inaccurate or deceptive. Using an original 19-country comparative survey study across diverse regions in the world (N = 19,037), we find that news users are likely to regard information on the Russian war in Ukraine as false. They are more likely to attribute false information to deliberative deception than to a lack of access to the war area or inaccurate expert knowledge. Russian sources are substantially more likely to be blamed for falsehoods than Ukrainian or Western sources – but these attribution biases depend on a country's position on the war. Our findings reveal that people mostly believe that falsehoods are intended to deceive them, and selectively associate misinformation with the opposed camp. © 2023 The Authors. European Journal of Political Research published by John Wiley & Sons Ltd on behalf of European Consortium for Political Research.",yes
10.3389/fpsyg.2023.1165039,"evaluation of misinformation among pro-ukrainian latvians – the role of prior attitude, analytical thinking, and emotions","In this exploratory study with a community sample (N = 115), we look at the perception of pro-Russia and pro-Ukraine misinformation, mimicking content shared by naive Facebook users, and the factors related to it among pro-Ukraine Latvians. Our results support the integrative model in the perception of misinformation—we found strong evidence of myside bias, as pro-Russia misinformation was judged to be significantly less accurate than pro-Ukraine misinformation. Analytical thinking, measured with the seven-item cognitive reflection test, was associated with lower levels of pro-Ukraine misinformation accuracy judgments and lower overall misinformation accuracy judgments; however, there was no correlation between analytical thinking and pro-Russian misinformation accuracy judgments. Pro-Ukrainian misinformation accuracy judgments were positively related to positive emotions elicited by misinformation, the level of support for Ukraine, and the participant's age. In addition, participants indicated a higher likelihood of engaging with misinformation if they came across it online, trusted the information, and if it elicited positive emotions. Thus, our findings emphasize the role of one's attitude, analytical thinking, and emotions in one's perception, evaluation, and engagement with congruent and incongruent misinformation. Copyright © 2023 Priedols and Dimdins.",no
10.37016/mr-2020-128,increasing accuracy motivations using moral reframing does not reduce republicans’ belief in false news,"In a pre-registered survey experiment with 2,009 conservative Republicans, we evaluated an intervention that framed accurate perceptions of information as consistent with a conservative political identity and conservative values (e.g., patriotism, respect for tradition, and religious purity). The intervention caused participants to report placing greater value on accuracy, and placing greater value on accuracy was correlated with successfully rating true headlines as more accurate than false headlines. Yet, the intervention had no significant direct effect on the accuracy of headline ratings. These results suggest that moral reframing, and perhaps interventions based on connecting accuracy motivation with political identity more generally, may not be promising for combatting belief in misinformation. © 2023, Harvard Kennedy School. All rights reserved.",yes
10.17645/mac.v11i2.6381,vulnerability to disinformation in relation to political affiliation in north macedonia,"This study aims to analyze the relationship between political affiliation and vulnerability to disinformation in North Macedonia through the role of psychological and social constraints in shaping how individuals respond to and process information. Research has shown that politically affiliated individuals may be particularly vulnerable to disinformation in part due to confirmation bias or the tendency to accept and seek out information that is consistent with one’s preex-isting beliefs and ignore or refute information that is not. Using the quantitative method and cross‐matched data from the empirical research, the study has shown that political affiliation affects the way individuals perceive disinformation. Correspondingly, disinformation with a negative connotation from one’s affiliated political party is perceived by a lower percentage as accurate, contrary to disinformation with a negative connotation from the opposing political party, which is perceived by a higher percentage as accurate. The study also found that politically affiliated individuals are more prone to disinformation than those who are not politically affiliated. The results suggest that political affiliation plays a significant role in an individual’s vulnerability to disinformation. © 2023 by the author(s).",no
