StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,trees_know,trees_accept,water_know,water_accept,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-03-05 18:12:37,2024-03-05 18:16:23,IP Address,75.138.114.180,100,226,True,2024-03-05 18:16:23,R_3KqKoTxrLKtHMEd,,,,,35.0535,-82.0582,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,No,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,,100,100,70,50,50,Completely true 9,,Completely false 1,Completely false 1," 6",Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,Some College,n/a,601373dbd735b324b32818bd
2024-03-05 18:12:53,2024-03-05 18:16:24,IP Address,50.81.155.36,100,210,True,2024-03-05 18:16:25,R_5B3OAqOr9wOQRqx,,,,,41.6244,-93.6694,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,10,100,100,0,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,5a78b8355292b800012284ca
2024-03-05 18:12:50,2024-03-05 18:16:26,IP Address,73.88.60.66,100,216,True,2024-03-05 18:16:27,R_1tkZP3ihxgIWkeW,,,,,45.0196,-93.2402,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,50,70,30,50,50,Unsure 5,,Completely false 1," 6"," 6",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 6",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,None,60fd50570dd4923fec4a6f50
2024-03-05 18:13:07,2024-03-05 18:16:27,IP Address,24.168.226.165,100,200,True,2024-03-05 18:16:28,R_3gXGVEiYSdaMgUh,,,,,33.8734,-78.6493,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,20,60,20,20,20," 3",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,2-year College Degree,,6228f5506248f4f80a39008a
2024-03-05 18:13:12,2024-03-05 18:16:27,IP Address,66.177.173.103,100,194,True,2024-03-05 18:16:28,R_5DyI9Jnuzv9cy3L,,,,,30.2903,-81.5092,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,80,80,80,90," 8",," 3"," 7"," 7"," 2",Completely false 1," 7"," 7"," 6"," 7"," 2",Some 3,Some 3," 3",,High School / GED,,5b86dea0600e3a000194c372
2024-03-05 18:12:02,2024-03-05 18:16:28,IP Address,72.183.44.68,100,265,True,2024-03-05 18:16:29,R_3l5djApHJh3WhCe,,,,,33.1909,-96.6198,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,,10,70,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5c58fdd6fa9e940001080c18
2024-03-05 18:12:41,2024-03-05 18:16:34,IP Address,75.181.129.28,100,233,True,2024-03-05 18:16:35,R_6oMeYHoNjo4awta,,,,,34.9178,-80.718,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,100,50,60,80,90,Unsure 5,,Unsure 5," 3",Unsure 5,Unsure 5," 2",Completely false 1,Completely false 1," 2"," 2"," 2",Some 3,Some 3," 3",,3- or 4-year College Degree,,65d2bd09cb60e03c182d6eee
2024-03-05 18:12:25,2024-03-05 18:16:36,IP Address,98.35.147.84,100,250,True,2024-03-05 18:16:36,R_3qqIdwhu0BtPg4F,,,,,38.0082,-122.2682,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,50,90,70,70,0," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,6005fd9c8bbd67931607e518
2024-03-05 18:12:49,2024-03-05 18:16:37,IP Address,70.191.230.233,100,228,True,2024-03-05 18:16:38,R_5WuSKcjGCqHDDTy,,,,,30.515,-86.4844,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,100,100,60,50,80," 7",,Unsure 5,Unsure 5," 6",Completely false 1,Completely false 1,Completely false 1,Unsure 5,Unsure 5,Unsure 5,Completely false 1,Some 3,A lot 4," 3",,Some College,,63de07747845d88c4962eff2
2024-03-05 18:10:42,2024-03-05 18:16:41,IP Address,205.133.240.75,100,359,True,2024-03-05 18:16:42,R_3BWMBUUY7nuXpEm,,,,,39.4251,-81.4613,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,FALSE,Yes,,0,20,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,no,63614899ad49a91f1ef09067
2024-03-05 18:12:43,2024-03-05 18:16:42,IP Address,172.58.150.222,100,239,True,2024-03-05 18:16:43,R_1PX7SWgVkc94oYF,,,,,36.1988,-86.7881,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,80,80,80,80," 8",,Completely false 1,Unsure 5,Completely true 9,Completely true 9,Completely false 1,Completely false 1,Unsure 5,Unsure 5,Unsure 5,Completely false 1,Not much 2,Not much 2,No confidence at all 1,,Some College,,63ecffc0469c84bde0262e02
2024-03-05 18:12:24,2024-03-05 18:16:42,IP Address,184.99.47.22,100,258,True,2024-03-05 18:16:43,R_5IrFLFrmfU8FERj,,,,,38.9129,-104.7794,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,60,100,10,60,10,Completely true 9,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2"," 2"," 8"," 2",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,none,5f0a686635f72917e94c7a63
2024-03-05 18:12:36,2024-03-05 18:16:43,IP Address,47.210.118.229,100,246,True,2024-03-05 18:16:43,R_3LcCc7volw90RfX,,,,,32.5434,-93.7011,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,20,40,40,40,40,Unsure 5,," 3"," 4"," 3"," 4"," 2",Unsure 5," 4"," 3"," 4",Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,n/a,5fd67cce91f9895969c0edee
2024-03-05 18:12:53,2024-03-05 18:16:44,IP Address,108.147.10.29,100,230,True,2024-03-05 18:16:44,R_1Cyyd0XMoyUXwZy,,,,,40.7064,-73.9473,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,100,20,30,70," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,,5c525373e8fee700012f4c90
2024-03-05 18:11:48,2024-03-05 18:16:44,IP Address,98.236.164.184,100,296,True,2024-03-05 18:16:45,R_6CC4xwhrVuUW4qe,,,,,40.9958,-80.3264,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,80,100,50,80,Unsure 5,,Completely false 1," 4"," 7",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Some 3,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5bd494e5669ee1000144c587
2024-03-05 18:12:39,2024-03-05 18:16:47,IP Address,73.135.23.89,100,247,True,2024-03-05 18:16:47,R_1PGfRj6w9niErEB,,,,,39.5865,-77.8852,anonymous,EN,I give my informed consent to participate in this study.," 5",FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,60,50,70,60,50," 7",," 6"," 8"," 7",Unsure 5,Unsure 5,Unsure 5," 8"," 7"," 4"," 4",Some 3,Not much 2," 4",,3- or 4-year College Degree,non,5efc24acc8e96b1e45596223
2024-03-05 18:12:41,2024-03-05 18:16:48,IP Address,99.9.197.138,100,246,True,2024-03-05 18:16:48,R_3v21thPUNvkT8HI,,,,,33.1909,-96.6198,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,100,100,70,70,90,Completely true 9,," 7"," 8"," 3"," 3",Completely false 1," 3",Unsure 5,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 2",,3- or 4-year College Degree,,63fa5ba42257e4b0bc6f6db2
2024-03-05 18:12:53,2024-03-05 18:16:55,IP Address,144.121.181.172,100,241,True,2024-03-05 18:16:55,R_61rUNYZjxAh9UYh,,,,,32.7797,-96.8022,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,80,100,80,70,70," 7",,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,641081a1261eb10752b72497
2024-03-05 18:13:35,2024-03-05 18:16:55,IP Address,172.56.96.123,100,200,True,2024-03-05 18:16:56,R_5Cyq0shPsqvUxEZ,,,,,28.0406,-82.3951,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,No,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,40,60,30,30,30," 6",,Completely false 1,Unsure 5,Unsure 5,Unsure 5,Completely false 1,Unsure 5,Completely false 1," 2",Unsure 5,Completely false 1,Some 3,Some 3," 4",,2-year College Degree,,5ca6bbf13b5fcf00100996e9
2024-03-05 18:12:27,2024-03-05 18:16:56,IP Address,173.61.47.150,100,268,True,2024-03-05 18:16:56,R_3aRo1H2PV7Fjz7S,,,,,39.9152,-75.0739,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,30,90,80,30,10,Unsure 5,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5e9679a26b86610fdf2c766a
2024-03-05 18:13:01,2024-03-05 18:16:56,IP Address,71.164.83.210,100,234,True,2024-03-05 18:16:56,R_5W1Z3VABQufSTrr,,,,,42.747,-73.7527,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,70,80,100,30,60," 7",,Completely false 1," 6",Unsure 5," 2",Completely false 1,Unsure 5,Completely false 1,Completely true 9," 2",Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,6234a71d1b478a615e51ab69
2024-03-05 18:14:24,2024-03-05 18:16:57,IP Address,172.58.132.94,100,153,True,2024-03-05 18:16:57,R_7ha6Fq0LNsTF3mW,,,,,25.9436,-80.2264,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,30,70,30,30,40," 4",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65cb8516f0092a0062c93aba
2024-03-05 18:12:51,2024-03-05 18:16:58,IP Address,66.177.177.54,100,247,True,2024-03-05 18:16:58,R_1z5VeIEJyEWHuRx,,,,,30.3007,-81.4421,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,90,90,60,50,70," 7",,Completely false 1," 3"," 2",Completely false 1,Completely false 1,Unsure 5," 2"," 6",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5b4cb885af5c4e00013aa33b
2024-03-05 18:12:46,2024-03-05 18:16:58,IP Address,24.49.59.18,100,251,True,2024-03-05 18:16:59,R_6vexIHQwbisw4uY,,,,,39.6343,-77.7337,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,50,100,0,10,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,,5d63179aa3b94d0001da4bb6
2024-03-05 18:12:41,2024-03-05 18:16:59,IP Address,97.97.50.179,100,257,True,2024-03-05 18:16:59,R_1S8JcHGHp5SGoxO,,,,,28.2949,-82.6391,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,90,40,90,90," 8",,Completely false 1," 7"," 8"," 4",Completely false 1,Unsure 5,Unsure 5,Completely false 1,Completely false 1,Unsure 5,Some 3,Some 3," 4",,2-year College Degree,,5de5496937e1d50ca63e0fa5
2024-03-05 18:12:36,2024-03-05 18:17:01,IP Address,73.196.5.75,100,264,True,2024-03-05 18:17:01,R_55XT9axX3S3Cifj,,,,,40.2514,-74.7632,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,80,70,0,10,10," 7",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,5c2ab2de9136140001b90737
2024-03-05 18:14:09,2024-03-05 18:17:01,IP Address,68.62.53.24,100,171,True,2024-03-05 18:17:02,R_5rJvPP2wFr3nZye,,,,,42.7348,-84.6245,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,10,50,10,0,10," 2",," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5f4738bfa043201203a27b4b
2024-03-05 18:13:07,2024-03-05 18:17:05,IP Address,173.240.141.229,100,237,True,2024-03-05 18:17:05,R_15ZvYhVjsMs8DT3,,,,,36.7621,-86.2018,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,100,100,50,90,100," 8",,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Unsure 5,Completely true 9,Completely false 1,Completely false 1,Not much 2,Not much 2," 3",,3- or 4-year College Degree,,60e4c09a4b30f16f5a1053e7
2024-03-05 18:13:03,2024-03-05 18:17:05,IP Address,73.118.91.42,100,241,True,2024-03-05 18:17:06,R_5QhUU4aDotLF45z,,,,,30.4805,-84.2243,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,90,100,70,50,100,Unsure 5,,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5e4f1b00508a16000b0978ff
2024-03-05 18:12:48,2024-03-05 18:17:08,IP Address,71.127.170.229,100,259,True,2024-03-05 18:17:08,R_52XZfSUJUPkhacy,,,,,42.9237,-76.4098,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,20,50,20,30,30,Unsure 5,," 2",Completely false 1," 2",Completely false 1,Completely false 1," 4"," 2",Unsure 5," 3",Completely false 1,A lot 4,Some 3,A great deal of confidence 5,,Master's Degree,,6410e0ba81f88046afa861ca
2024-03-05 18:13:32,2024-03-05 18:17:09,IP Address,73.210.59.42,100,217,True,2024-03-05 18:17:09,R_6tLSF4EQUP2gmzF,,,,,41.9704,-87.7036,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,,,TRUE,Yes,,100,90,100,80,90,Completely true 9,,Completely true 9,Completely true 9," 7",Completely true 9,Unsure 5,Completely true 9," 8"," 6",Completely true 9,Completely true 9,Not at all 1,Not at all 1,No confidence at all 1,,High School / GED,,65c19735a918130b0aa9b3e4
2024-03-05 18:11:37,2024-03-05 18:17:13,IP Address,68.40.96.109,100,335,True,2024-03-05 18:17:13,R_3Mo3R8HZLgZUcj9,,,,,42.6456,-83.3563,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,100,90,30,80,100,Completely true 9,,Completely false 1," 7"," 7",Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1," 7",Completely false 1,Some 3,A lot 4," 4",,3- or 4-year College Degree,,5c2cb4149461620001c075c2
2024-03-05 18:12:30,2024-03-05 18:17:16,IP Address,174.216.153.149,100,286,True,2024-03-05 18:17:17,R_1Uih3RCtAFF5NNn,,,,,39.0157,-77.0085,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,90,80,70,90,90," 3",,Completely false 1," 3"," 2",Completely false 1,Completely false 1,Completely false 1," 8",Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 3",,Some College,,5bcd315d0f10750001d7f22e
2024-03-05 18:12:34,2024-03-05 18:17:19,IP Address,98.176.254.90,100,285,True,2024-03-05 18:17:20,R_5CH3LUEOVsod2A6,,,,,32.6065,-117.058,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,,70,90,50,40,70," 7",,Completely false 1," 6"," 4",Completely false 1,Completely false 1,Completely false 1," 2"," 2"," 3"," 2",Some 3,Some 3,A great deal of confidence 5,,2-year College Degree,,60fe0bbd35622d285b7125d8
2024-03-05 18:13:06,2024-03-05 18:17:20,IP Address,70.106.248.108,100,254,True,2024-03-05 18:17:21,R_6MoMAc5VMiEcJRo,,,,,39.0127,-77.5342,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,70,90,70,70," 7",,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 6",Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,65845dda978052080941c93a
2024-03-05 18:12:29,2024-03-05 18:17:22,IP Address,72.241.13.97,100,292,True,2024-03-05 18:17:22,R_663ydEMiPtcOpdv,,,,,41.6332,-83.579,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,,80,40,10,10,60," 6",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1," 6"," 6",Unsure 5,Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,611b09935cd6e67f2b5e9ea2
2024-03-05 18:12:27,2024-03-05 18:17:25,IP Address,104.51.174.194,100,298,True,2024-03-05 18:17:26,R_6Ke9jokF7WSnKWl,,,,,33.8266,-84.6007,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,100,100,80,40,90,Completely true 9,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Unsure 5," 3",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5bc9f8b677740000016a08b5
2024-03-05 18:12:48,2024-03-05 18:17:26,IP Address,24.208.199.40,100,277,True,2024-03-05 18:17:26,R_3GfXAp9o9igTuye,,,,,39.9758,-83.12,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,70,90,90,50,70," 6",," 2"," 3"," 2"," 2",Completely false 1,Unsure 5,Unsure 5," 7",Completely false 1,Completely false 1,Some 3,A lot 4," 3",,3- or 4-year College Degree,,5c01d3c509e9c70001500b10
2024-03-05 18:12:00,2024-03-05 18:17:31,IP Address,70.44.94.194,100,331,True,2024-03-05 18:17:32,R_70pjEZuLr4GBTt0,,,,,40.6561,-75.2336,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,80,100,20,50,50," 7",," 3",Completely false 1," 3",Completely false 1,Completely false 1,Unsure 5,Unsure 5," 3",Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,thanks,56a914f0119265000c6e13c5
2024-03-05 18:12:59,2024-03-05 18:17:32,IP Address,96.28.140.148,100,272,True,2024-03-05 18:17:32,R_1FVTdgwlSvjDKHa,,,,,38.1608,-85.7807,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,70,40,20,30,30," 3",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,63f0fb9941434d10e8e4909b
