Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Covid-19 vaccine opinions,Covid-19 vaccination,Vaccine opinions 2,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66bb7246906b872338a3a456,6624638357b56eb340c8f109,AWAITING REVIEW,Not Applicable,2024-08-13T14:50:06.173000Z,2024-08-13T15:08:51.381000Z,,2024-08-13T15:08:52.140840Z,1126.0,C3MDUOHD,664,Against (I feel negatively about the vaccines),No,2 (DISAGREE),55,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb72501c1ef2b65ae8081f,6609d74682c4a03389ac89dd,AWAITING REVIEW,Not Applicable,2024-08-13T14:50:43.885000Z,2024-08-13T15:00:17.096000Z,,2024-08-13T15:02:37.604722Z,574.0,C3MDUOHD,525,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),28,Male,White,United States,United States,United States,English,No,Full-Time
66bb7257aa5f91f7c86400b1,6667a6558073abc1cd0e6daf,AWAITING REVIEW,Not Applicable,2024-08-13T14:49:06.743000Z,2024-08-13T15:05:52.973000Z,,2024-08-13T15:05:53.598628Z,1007.0,C3MDUOHD,87,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Female,White,United States,United States,United States,English,No,Full-Time
66bb726ad3cd26cbec7f9ed3,6612bf98687129c04038e292,AWAITING REVIEW,Not Applicable,2024-08-13T14:50:14.576000Z,2024-08-13T14:57:49.463000Z,,2024-08-13T14:57:50.800250Z,455.0,C3MDUOHD,654,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb72b88ae8734c44b26f2a,6234790e93ccbf5fc88ad4fe,AWAITING REVIEW,Not Applicable,2024-08-13T14:50:37.456000Z,2024-08-13T14:54:39.894000Z,,2024-08-13T14:54:48.473924Z,243.0,C3MDUOHD,6669,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),53,Female,White,United States,United States,United States,English,No,Full-Time
66bb72e0af0ede908f9f4dad,664d219afed413d38b8e19d8,AWAITING REVIEW,Not Applicable,2024-08-13T14:51:20.036000Z,2024-08-13T15:14:22.160000Z,,2024-08-13T15:15:06.113452Z,1383.0,C3MDUOHD,47,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),32,Female,White,United States,United States,United States,English,No,Part-Time
66bb72ebbecec322e20e0cc1,5720a9f6fd3a5200113c1891,AWAITING REVIEW,Not Applicable,2024-08-13T14:51:26.896000Z,2024-08-13T15:07:42.707000Z,,2024-08-13T15:07:43.611194Z,976.0,C3MDUOHD,6856,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),53,Female,White,United States,United States,United States,English,No,Full-Time
66bb72ed7c370fa144a73b8f,5d55999d80efe000014edc36,AWAITING REVIEW,Not Applicable,2024-08-13T14:51:35.202000Z,2024-08-13T15:12:09.160000Z,,2024-08-13T15:14:02.593944Z,1234.0,C3MDUOHD,805,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),54,Female,Black,United States,United States,United States,English,No,Full-Time
66bb730e92588da7ec2cea9f,6600d2e11af0575f95dd2364,AWAITING REVIEW,Not Applicable,2024-08-13T14:52:07.176000Z,2024-08-13T15:18:10.512000Z,,2024-08-13T15:18:11.189399Z,1564.0,C3MDUOHD,214,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),51,Female,White,United States,United States,United States,English,No,Part-Time
66bb731550035b037b2c64be,5e2926d80beb030ede110e67,AWAITING REVIEW,Not Applicable,2024-08-13T14:52:42.985000Z,2024-08-13T14:59:41.728000Z,,2024-08-13T15:01:45.726184Z,419.0,C3MDUOHD,5230,Against (I feel negatively about the vaccines),No,2 (DISAGREE),51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb733cf3f2ae50a6425303,665bcdf13e222f89e8e02d18,AWAITING REVIEW,Not Applicable,2024-08-13T14:52:49.140000Z,2024-08-13T15:01:38.337000Z,,2024-08-13T15:03:06.287158Z,530.0,C3MDUOHD,249,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),56,Female,White,United States,United States,United States,English,Yes,Full-Time
66bb73494ff526eac32e93f2,63384cd0e6ee61524fca714e,AWAITING REVIEW,Not Applicable,2024-08-13T14:58:46.732000Z,2024-08-13T15:30:11.578000Z,,2024-08-13T15:30:51.320799Z,1885.0,C3MDUOHD,1511,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),74,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb735068295bc555881b1b,5b9fe9879624180001134e44,AWAITING REVIEW,Not Applicable,2024-08-13T14:53:13.370000Z,2024-08-13T15:10:14.492000Z,,2024-08-13T15:10:15.207615Z,1022.0,C3MDUOHD,2767,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
66bb736ba01b7bdde3ae72dd,66821bd8c0252a33b4c4390f,AWAITING REVIEW,Not Applicable,2024-08-13T14:53:35.811000Z,2024-08-13T14:59:44.625000Z,,2024-08-13T15:01:50.690072Z,369.0,C3MDUOHD,339,Against (I feel negatively about the vaccines),No,2 (DISAGREE),48,Male,White,United States,United States,United States,English,No,Full-Time
66bb73820f1274cfa6124dcf,66620f7005ba52a06a843324,AWAITING REVIEW,Not Applicable,2024-08-13T14:53:57.656000Z,2024-08-13T15:13:51.584000Z,,2024-08-13T15:14:58.987612Z,1194.0,C3MDUOHD,264,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),53,Female,Black,United States,United States,United States,English,No,Other
66bb739d825d41a5d837f6fe,66a7d0cf364864abc49f3a4a,AWAITING REVIEW,Not Applicable,2024-08-13T14:54:36.075000Z,2024-08-13T15:02:53.399000Z,,2024-08-13T15:03:40.896676Z,498.0,C3MDUOHD,28,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),56,Female,White,United States,United States,United States,English,No,Full-Time
66bb73c4575866c3080e9dbd,5c55c45f53fba80001bcf323,AWAITING REVIEW,Not Applicable,2024-08-13T14:55:07.145000Z,2024-08-13T15:01:44.638000Z,,2024-08-13T15:03:08.515622Z,398.0,C3MDUOHD,4377,Against (I feel negatively about the vaccines),No,2 (DISAGREE),33,Female,Mixed,United States,United States,United States,English,No,Other
66bb73cac43a13bab4d6aad3,63d698af12a4d488c5fdf05a,AWAITING REVIEW,Not Applicable,2024-08-13T14:55:32.568000Z,2024-08-13T15:03:03.566000Z,,2024-08-13T15:03:48.335080Z,451.0,C3MDUOHD,4020,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb73e3052a42fa5606a2ed,6294d82bb0175e9e889710a9,AWAITING REVIEW,Not Applicable,2024-08-13T14:55:39.473000Z,2024-08-13T15:03:14.511000Z,,2024-08-13T15:03:56.570781Z,456.0,C3MDUOHD,2575,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),34,Male,Black,United States,United States,United States,English,No,Full-Time
66bb7405c9fe58005116ec35,612bb0204ad8e7e8bed041eb,AWAITING REVIEW,Not Applicable,2024-08-13T14:56:10.535000Z,2024-08-13T15:03:48.313000Z,,2024-08-13T15:04:25.678449Z,458.0,C3MDUOHD,5703,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),39,Male,White,United States,United States,United States,English,No,Full-Time
66bb741afb3c4f2228425317,66921e57717d236b20789bf5,AWAITING REVIEW,Not Applicable,2024-08-13T14:56:32.954000Z,2024-08-13T15:21:15.154000Z,,2024-08-13T15:21:15.997436Z,1483.0,C3MDUOHD,60,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),39,Female,Black,United States,United States,United States,English,No,Full-Time
66bb7425f4ed5f6ff5c0a2c8,56d62dc6ebdf10000667411e,AWAITING REVIEW,Not Applicable,2024-08-13T14:56:40.993000Z,2024-08-13T15:09:48.972000Z,,2024-08-13T15:09:49.600945Z,788.0,C3MDUOHD,6752,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),36,Male,White,United States,United States,United States,English,No,Full-Time
66bb74268a657a3e51e8085b,61bb392e40db417c1a138dcb,AWAITING REVIEW,Not Applicable,2024-08-13T14:56:44.581000Z,2024-08-13T15:15:59.993000Z,,2024-08-13T15:16:00.822314Z,1156.0,C3MDUOHD,6774,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),50,Female,White,United States,United States,United States,English,No,Full-Time
66bb742a3f57fd3f7c9436f6,6111a74dacfd86a22cc2d9f2,AWAITING REVIEW,Not Applicable,2024-08-13T14:56:57.097000Z,2024-08-13T15:11:35.696000Z,,2024-08-13T15:11:36.824731Z,879.0,C3MDUOHD,535,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),31,Female,White,United States,United States,United States,English,No,Part-Time
66bb7454300e929ac75ba8a7,63eceb160f69b779c757c48b,AWAITING REVIEW,Not Applicable,2024-08-13T14:57:50.605000Z,2024-08-13T15:07:13.034000Z,,2024-08-13T15:07:13.618915Z,563.0,C3MDUOHD,3105,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),60,Female,White,United States,United States,United States,English,No,Part-Time
66bb7478c1b746f1da37d80b,66587a4361d2e3d1f0e2ffa8,AWAITING REVIEW,Not Applicable,2024-08-13T14:59:39.185000Z,2024-08-13T15:06:36.781000Z,,2024-08-13T15:06:37.624036Z,418.0,C3MDUOHD,207,Against (I feel negatively about the vaccines),No,2 (DISAGREE),44,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb74858da9860fc4f72f49,66997fb0214ba930de4fa8e5,AWAITING REVIEW,Not Applicable,2024-08-13T14:58:22.781000Z,2024-08-13T15:16:01.050000Z,,2024-08-13T15:16:01.899192Z,1059.0,C3MDUOHD,29,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),51,Female,White,United States,United States,United States,English,No,Full-Time
66bb748e80422650fd5a8823,669af03a2a59d2c81e9015b9,AWAITING REVIEW,Not Applicable,2024-08-13T14:58:27.177000Z,2024-08-13T15:03:35.493000Z,,2024-08-13T15:04:08.473786Z,309.0,C3MDUOHD,129,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),21,Male,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66bb74b0771db1022255676e,6666556a57f997a0004f5e5a,AWAITING REVIEW,Not Applicable,2024-08-13T14:59:01.431000Z,2024-08-13T15:21:02.932000Z,,2024-08-13T15:21:06.633602Z,1322.0,C3MDUOHD,244,Against (I feel negatively about the vaccines),No,2 (DISAGREE),31,Female,Black,United States,United States,United States,English,No,Part-Time
66bb74c15ba0118f15ca025d,62ca43b57440f78492ca4a3a,AWAITING REVIEW,Not Applicable,2024-08-13T14:59:23.024000Z,2024-08-13T15:08:42.395000Z,,2024-08-13T15:08:43.377598Z,560.0,C3MDUOHD,1015,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),52,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb74c492588da7ec2ceada,65e9b627677d2452e3c72b89,AWAITING REVIEW,Not Applicable,2024-08-13T14:59:43.734000Z,2024-08-13T15:08:28.222000Z,,2024-08-13T15:08:30.520315Z,525.0,C3MDUOHD,592,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),44,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb74d07f9706f46209f216,6409f226765c80e737f20aca,AWAITING REVIEW,Not Applicable,2024-08-13T14:59:56.747000Z,2024-08-13T15:06:16.493000Z,,2024-08-13T15:06:17.169350Z,380.0,C3MDUOHD,1036,Against (I feel negatively about the vaccines),No,2 (DISAGREE),31,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66bb7501d7c340e6d685484a,6668b9b8271fbf68bb7da3d5,AWAITING REVIEW,Not Applicable,2024-08-13T15:00:17.537000Z,2024-08-13T15:07:12.332000Z,,2024-08-13T15:07:13.232482Z,415.0,C3MDUOHD,214,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),31,Male,White,United States,United States,United States,English,No,Other
66bb755052d9663c83a73c0b,5e212f851bad6c42f4faeece,AWAITING REVIEW,Not Applicable,2024-08-13T15:01:40.821000Z,2024-08-13T15:15:18.340000Z,,2024-08-13T15:15:20.213740Z,818.0,C3MDUOHD,7248,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),37,Female,White,United States,United States,United States,English,No,Part-Time
66bb7573f4659a7cbaf0cf12,6547bc8b96f7aaaa7fb9f7fd,AWAITING REVIEW,Not Applicable,2024-08-13T15:02:16.124000Z,2024-08-13T15:12:45.027000Z,,2024-08-13T15:14:34.149669Z,629.0,C3MDUOHD,129,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),69,Female,White,United States,United States,United States,English,No,Full-Time
66bb7574ef366db4cbe6d122,5c97df1f9e1eff001662ed96,AWAITING REVIEW,Not Applicable,2024-08-13T15:02:18.800000Z,2024-08-13T15:11:01.597000Z,,2024-08-13T15:11:02.422308Z,523.0,C3MDUOHD,3030,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),30,Female,White,United States,United States,United States,English,No,Part-Time
66bb75cb59c21d526897dc38,62a74fec726aac54b9e43d75,AWAITING REVIEW,Not Applicable,2024-08-13T15:03:57.077000Z,2024-08-13T15:15:56.872000Z,,2024-08-13T15:15:58.206677Z,720.0,C3MDUOHD,3681,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),66,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb75e187b50c9b09252e9a,66452f7eab8b0dd7d04dd4c7,AWAITING REVIEW,Not Applicable,2024-08-13T15:04:19.927000Z,2024-08-13T15:14:03.792000Z,,2024-08-13T15:15:01.838279Z,584.0,C3MDUOHD,84,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),34,Female,White,United States,United States,United States,English,No,Full-Time
66bb75e956ec23f89057b723,66b1469b45b8014929a00a61,AWAITING REVIEW,Not Applicable,2024-08-13T15:04:14.344000Z,2024-08-13T15:12:04.436000Z,,2024-08-13T15:14:00.525534Z,471.0,C3MDUOHD,35,Against (I feel negatively about the vaccines),No,2 (DISAGREE),42,Female,White,United States,United States,United States,English,No,Part-Time
66bb75eebfc3a51ba3506092,66314487133b2b779cec7ef9,AWAITING REVIEW,Not Applicable,2024-08-13T15:04:24.976000Z,2024-08-13T15:21:27.251000Z,,2024-08-13T15:21:27.927920Z,1023.0,C3MDUOHD,233,Against (I feel negatively about the vaccines),No,2 (DISAGREE),38,Male,Mixed,United States,United States,United States,English,No,Full-Time
66bb761083b2e5818e1041bc,5df11e6cdc85350234932daa,AWAITING REVIEW,Not Applicable,2024-08-13T15:04:53.629000Z,2024-08-13T15:26:06.634000Z,,2024-08-13T15:26:07.764823Z,1274.0,C3MDUOHD,4626,Against (I feel negatively about the vaccines),No,2 (DISAGREE),41,Female,Black,United States,United States,United States,English,No,Full-Time
66bb76330526354c91728d2d,5b22d2c260c40e000103b157,AWAITING REVIEW,Not Applicable,2024-08-13T15:05:30.675000Z,2024-08-13T15:25:18.416000Z,,2024-08-13T15:25:19.361587Z,1188.0,C3MDUOHD,2133,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),57,Female,White,United States,United States,United States,English,No,Full-Time
66bb764fc1b746f1da37d875,668a6f07c623b9b9500b962f,AWAITING REVIEW,Not Applicable,2024-08-13T15:05:59.873000Z,2024-08-13T15:29:20.153000Z,,2024-08-13T15:30:36.070151Z,1401.0,C3MDUOHD,163,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),60,Male,Mixed,Korea,United States,United States,English,No,Part-Time
66bb767c3a47237522c327a4,63dcd38d8eea7b444949c5b7,AWAITING REVIEW,Not Applicable,2024-08-13T15:06:46.393000Z,2024-08-13T15:29:42.378000Z,,2024-08-13T15:30:43.346283Z,1376.0,C3MDUOHD,3292,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),31,Male,Black,United States,United States,United States,English,No,Full-Time
66bb76b678958644c3ef5a21,6584546672ce27c8cfe00c80,AWAITING REVIEW,Not Applicable,2024-08-13T15:07:42.063000Z,2024-08-13T15:24:33.978000Z,,2024-08-13T15:24:46.605897Z,1012.0,C3MDUOHD,515,Against (I feel negatively about the vaccines),No,2 (DISAGREE),54,Male,White,United States,United States,United States,English,No,Full-Time
66bb76d550035b037b2c6566,667363a421930ecb36370e9e,AWAITING REVIEW,Not Applicable,2024-08-13T15:09:01.457000Z,2024-08-13T15:17:40.050000Z,,2024-08-13T15:17:40.936509Z,519.0,C3MDUOHD,244,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),49,Male,White,United States,United States,United States,English,Yes,Other
66bb76d86e75fc743df3a7fa,6154d5f08b55fcd598f2b912,AWAITING REVIEW,Not Applicable,2024-08-13T15:09:19.314000Z,2024-08-13T15:35:08.202000Z,,2024-08-13T15:35:09.888431Z,1549.0,C3MDUOHD,1223,Against (I feel negatively about the vaccines),No,2 (DISAGREE),53,Male,Mixed,United States,United States,United States,English,No,Full-Time
66bb76fdc7a984a9faa93d10,60c029faa1d9b671a584f3ca,AWAITING REVIEW,Not Applicable,2024-08-13T15:08:54.312000Z,2024-08-13T15:30:43.821000Z,,2024-08-13T15:31:00.494826Z,1310.0,C3MDUOHD,1869,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),45,Female,White,United States,United States,United States,English,No,Part-Time
66bb77265f140a229fc8e3bc,65fcc84e70796a69373bcd0e,AWAITING REVIEW,Not Applicable,2024-08-13T15:09:36.370000Z,2024-08-13T15:20:33.409000Z,,2024-08-13T15:20:34.026605Z,658.0,C3MDUOHD,227,Against (I feel negatively about the vaccines),No,2 (DISAGREE),76,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb77300c41a0f54ea93d46,66338efe42ef272a6bce6b5a,AWAITING REVIEW,Not Applicable,2024-08-13T15:09:42.564000Z,2024-08-13T15:16:16.554000Z,,2024-08-13T15:16:17.730527Z,394.0,C3MDUOHD,382,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),44,Female,Black,United States,United States,United States,English,No,Full-Time
66bb774a43a61a86537eea72,60fee7d1e674a0c1c1c7bd3d,AWAITING REVIEW,Not Applicable,2024-08-13T15:10:09.406000Z,2024-08-13T15:18:28.759000Z,,2024-08-13T23:46:34.266657Z,500.0,C3MDUOHD,1517,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),30,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66bb778e50035b037b2c657c,5d88dcb723dfcc00151fd043,AWAITING REVIEW,Not Applicable,2024-08-13T15:11:17.919000Z,2024-08-13T15:23:05.269000Z,,2024-08-13T15:23:07.053078Z,708.0,C3MDUOHD,4891,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),64,Female,White,United States,United States,United States,English,No,Other
66bb779e27b6b8cec5f47ef0,62ac8d9f8d93291cb9d49d49,AWAITING REVIEW,Not Applicable,2024-08-13T15:11:32.422000Z,2024-08-13T15:17:25.224000Z,,2024-08-13T15:17:26.346074Z,353.0,C3MDUOHD,1108,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),21,Male,Other,United States,United States,United States,Spanish,No,Full-Time
66bb77ce57644ff9aa0cd76b,669be03b876917afc25fde4d,AWAITING REVIEW,Not Applicable,2024-08-13T15:12:20.574000Z,2024-08-13T15:29:03.995000Z,,2024-08-13T15:30:21.413886Z,1004.0,C3MDUOHD,63,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb77eb5ba0118f15ca030b,63d4383288ccc0d875a381e4,AWAITING REVIEW,Not Applicable,2024-08-13T15:12:49.500000Z,2024-08-13T15:19:13.656000Z,,2024-08-13T15:19:15.005743Z,385.0,C3MDUOHD,1552,Against (I feel negatively about the vaccines),No,2 (DISAGREE),39,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb77f2d685ff96bc1f92b1,5cbcfce214b3cb0015f03471,AWAITING REVIEW,Not Applicable,2024-08-13T15:13:16.014000Z,2024-08-13T15:24:36.232000Z,,2024-08-13T15:24:47.861156Z,681.0,C3MDUOHD,8153,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),45,Male,White,United States,United States,United States,English,Yes,Full-Time
66bb77f6fecd60225f0cda8c,64077ddd11208afe2bec171a,AWAITING REVIEW,Not Applicable,2024-08-13T15:12:58.410000Z,2024-08-13T15:27:12.957000Z,,2024-08-13T15:27:28.439806Z,855.0,C3MDUOHD,2870,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66bb7816c07d88ff80a0b68a,627809c52874925390a423a6,AWAITING REVIEW,Not Applicable,2024-08-13T15:13:30.193000Z,2024-08-13T15:31:31.380000Z,,2024-08-13T15:31:32.068650Z,1082.0,C3MDUOHD,4073,Against (I feel negatively about the vaccines),No,2 (DISAGREE),32,Female,White,United States,United States,United States,English,No,Full-Time
66bb785325dc87d3f8c4e3fd,655fc066df406c5bd0a94a51,AWAITING REVIEW,Not Applicable,2024-08-13T15:14:51.205000Z,2024-08-13T15:19:53.958000Z,,2024-08-13T15:19:56.441514Z,303.0,C3MDUOHD,1759,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),34,Female,Black,United States,United States,United States,English,No,Full-Time
66bb785d0c40c1ae3ef72fa0,6561435b409147a77be889dd,AWAITING REVIEW,Not Applicable,2024-08-13T15:14:49.545000Z,2024-08-13T15:22:26.177000Z,,2024-08-13T15:22:27.408005Z,457.0,C3MDUOHD,1182,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),47,Female,Black,United States,United States,United States,English,No,Full-Time
66bb78c4a868876e1249635f,5b03081a7181980001f650b7,AWAITING REVIEW,Not Applicable,2024-08-13T15:22:17.998000Z,2024-08-13T15:26:12.583000Z,,2024-08-13T15:26:13.645982Z,235.0,C3MDUOHD,1892,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),50,Male,White,United States,United States,United States,English,No,Other
66bb78e995dd83408a743b0d,64e8a63d30b3b5fbf590c6a7,AWAITING REVIEW,Not Applicable,2024-08-13T15:17:10.441000Z,2024-08-13T15:33:30.259000Z,,2024-08-13T15:33:31.373931Z,980.0,C3MDUOHD,148,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),32,Female,Black,United States,United States,United States,English,No,Full-Time
66bb7901a2de865a9d408f72,5ed7b5af65b9ae09f16de102,AWAITING REVIEW,Not Applicable,2024-08-13T15:17:21.836000Z,2024-08-13T15:30:40.127000Z,,2024-08-13T15:30:59.589493Z,799.0,C3MDUOHD,3780,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),43,Male,Black,United States,United States,United States,English,No,Full-Time
66bb799b83223ad0f05c261b,66abbe9a9ee297ef5c0cab82,AWAITING REVIEW,Not Applicable,2024-08-13T15:20:03.013000Z,2024-08-13T15:38:39.361000Z,,2024-08-13T15:40:59.304082Z,1117.0,C3MDUOHD,51,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),54,Female,Black,United States,United States,United States,English,No,Full-Time
66bb79b5fb91f5529cae4bf6,66828964434e3570607d323d,AWAITING REVIEW,Not Applicable,2024-08-13T15:20:29.068000Z,2024-08-13T15:30:10.499000Z,,2024-08-13T15:30:51.439500Z,582.0,C3MDUOHD,130,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),22,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66bb79ca2511cb45085ddefb,62e47a1d1d882637fafbc183,AWAITING REVIEW,Not Applicable,2024-08-13T15:20:49.168000Z,2024-08-13T15:31:15.009000Z,,2024-08-13T15:31:18.811182Z,626.0,C3MDUOHD,2091,Against (I feel negatively about the vaccines),No,2 (DISAGREE),35,Male,Mixed,United States,United States,United States,English,No,Full-Time
66bb79ecfa758781b4d7b73f,6631a9caa7ecf621ae2ad49f,AWAITING REVIEW,Not Applicable,2024-08-13T15:21:22.169000Z,2024-08-13T15:31:48.975000Z,,2024-08-13T15:31:49.656465Z,627.0,C3MDUOHD,472,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb79efc5870a6837ea4a74,5c1976c90d57c30001b4162c,AWAITING REVIEW,Not Applicable,2024-08-13T15:23:27.573000Z,2024-08-13T15:38:15.130000Z,,2024-08-13T15:40:47.427703Z,888.0,C3MDUOHD,7225,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66bb79f6c79d7173a188d9bb,62bb42e2f21cfdb280cc975f,AWAITING REVIEW,Not Applicable,2024-08-13T15:21:31.676000Z,2024-08-13T15:29:30.219000Z,,2024-08-13T15:30:41.394281Z,479.0,C3MDUOHD,5321,Against (I feel negatively about the vaccines),No,1 (TOTALLY DISAGREEE),29,Female,Other,United States,United States,United States,English,Yes,Full-Time
66bb7a1d832d0c62b53e4ab4,66a139bfe809e1d84356021b,AWAITING REVIEW,Not Applicable,2024-08-13T15:23:15.701000Z,2024-08-13T15:37:12.735000Z,,2024-08-13T15:37:15.608501Z,838.0,C3MDUOHD,80,Against (I feel negatively about the vaccines),No,2 (DISAGREE),41,Male,White,United States,United States,United States,English,No,Part-Time
66bb7a1f8e54c042998e31e9,65dc12b5c14882ef2a928388,AWAITING REVIEW,Not Applicable,2024-08-13T15:22:16.070000Z,2024-08-13T15:23:38.204000Z,,2024-08-13T15:23:38.907934Z,83.0,NOCODE,85,Against (I feel negatively about the vaccines),No,2 (DISAGREE),104,Female,White,United States,United States,United States,English,No,Part-Time
66bb7a2cce419dceaafd367c,667c62eb0f6292151ecfe10b,AWAITING REVIEW,Not Applicable,2024-08-13T15:23:06.269000Z,2024-08-13T15:40:30.983000Z,,2024-08-13T15:42:18.428361Z,1045.0,C3MDUOHD,257,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),32,Female,Black,United States,United States,United States,English,No,Full-Time
66bb7a386ab296192ce51eba,65e94bb6b210430e176c0eba,AWAITING REVIEW,Not Applicable,2024-08-13T15:22:45.272000Z,2024-08-13T15:30:23.602000Z,,2024-08-13T15:30:54.311690Z,459.0,C3MDUOHD,168,Against (I feel negatively about the vaccines),No,2 (DISAGREE),33,Male,Mixed,United States,United States,United States,English,Yes,Other
66bb7ac29c86343a470b67b5,668e9a5b4d6656ac423ce396,AWAITING REVIEW,Not Applicable,2024-08-13T15:25:04.806000Z,2024-08-13T15:39:06.587000Z,,2024-08-13T15:41:09.917532Z,842.0,C3MDUOHD,51,Against (I feel negatively about the vaccines),No,3(SOMEWHAT DISAGREE),24,Male,Black,Nigeria,United States,United States,English,Yes,Full-Time
