StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,drug_know,drug_accept,planet_know,planet_accept,vertebrate_know,vertebrate_accept,brain_know,brain_accept,boson_know,boson_accept,orbit_know,orbit_accept,material_know,material_accept,speed_know,speed_accept,cloning_know,cloning_accept,magnetic_know,magnetic_accept,drug,drug_confirm,planet,planet_confirm,vertebrate,vertebrate_confirm,brain,brain_confirm,boson,boson_confirm,orbit,orbit_confirm,material,material_confirm,speed,"speed_confirm ",cloning,cloning_confirm,magnetic,"magnetic_confirm ",Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,reason_agreement,reason_agreement_3_TEXT,reason_followup,Q1,education,comments,PROLIFIC_PID,drug_link1,drug_link2,planet_link1,planet_link2,vertebrate_link1,vertebrate_link2,brain_link1,brain_link2,boson_link1,boson_link2,orbit_link1,orbit_link2,material_link1,material_link2,speed_link1,speed_link2,cloning_link1,cloning_link2,magnetic_link1,magnetic_link2
2024-08-13 16:53:59,2024-08-13 17:13:47,IP Address,73.246.107.180,100,1188,True,2024-08-13 17:13:48,R_6T2wiyPZTyTcRQl,,,,,41.9211,-87.7032,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,No,FALSE,Yes,,,,,,,,,,,,,,,I was not able to find that information in the reference material.,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,"I was not able to find that answer in the reference material. And I guess I have a deep distrust of scientists, as well. Even if I read something that a scientist said on Wikipedia or Google I would not believe it. Remember it was the scientists who said safe and effective. And the Nazis have been cloning people since the 30s, so why believe anything they say about cloning mice.",I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9," 8"," 8",Completely true 9,Unsure 5,Completely true 9,Completely true 9,Unsure 5,Not at all 1,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I use the Brave browser. Less censorship.,,3- or 4-year College Degree,,66620f7005ba52a06a843324,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
2024-08-13 17:09:31,2024-08-13 17:13:59,IP Address,57.140.32.41,100,267,True,2024-08-13 17:13:59,R_5lFdaWfEAzn2tiK,,,,,38.6583,-77.2481,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,No,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,,,,I agree with the scientific consensus that Kepler-452b is 97 million mi away from its star,,,,I agree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,,,,I agree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Completely true 9,Not much 2,Some 3,No confidence at all 1,Other:,I do not agree,,,Master's Degree,,66452f7eab8b0dd7d04dd4c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:51:23,2024-08-13 17:14:08,IP Address,98.212.175.7,100,1365,True,2024-08-13 17:14:09,R_3EURNTS7LTiNFoB,,,,,41.7088,-85.976,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,30,30,100,70,80,Completely true 9,,Completely false 1,Unsure 5,Completely true 9,Completely true 9,Completely false 1," 8",Completely true 9,Completely true 9,Completely false 1,Completely false 1,Some 3,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,"its great thank you ",664d219afed413d38b8e19d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:01:42,2024-08-13 17:14:55,IP Address,172.59.171.155,100,793,True,2024-08-13 17:14:56,R_1430XdmuIPSd8o9,,,,,38.6976,-90.3604,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,50,30,40,Completely true 9,," 7",Completely true 9," 7",Unsure 5," 3"," 7"," 7"," 7",Unsure 5," 2",Not much 2,Not much 2,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I checked online with various sources to make sure they were true,,3- or 4-year College Degree,very interesting survey and one I have never seen! Kudos to you all for doing something different,5e212f851bad6c42f4faeece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:58:30,2024-08-13 17:15:34,IP Address,174.243.51.252,100,1024,True,2024-08-13 17:15:35,R_6y8llmuwt5pvsVk,,,,,38.617,-90.2566,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,70,80,60,50,60," 6",,Completely false 1," 7"," 6"," 8",Completely false 1,Unsure 5,Unsure 5,Unsure 5," 8"," 2",Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,Checking the websites provided,,2-year College Degree,,66997fb0214ba930de4fa8e5,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2024-08-13 16:56:48,2024-08-13 17:15:54,IP Address,75.89.52.71,100,1145,True,2024-08-13 17:15:54,R_62JcXF9QxStobAu,,,,,34.5701,-83.3091,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,70,20,80," 7",,Completely true 9,Completely true 9,Completely true 9," 4",Completely false 1,Completely true 9,Unsure 5,Completely true 9," 8"," 6",Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,Less than High School,no,61bb392e40db417c1a138dcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:03:59,2024-08-13 17:15:54,IP Address,66.52.113.233,100,714,True,2024-08-13 17:15:55,R_7wt5WhuD0W93rSV,,,,,30.1294,-95.4238,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,No,FALSE,No,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,,,,,It was just a guess.,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,It was just a guess.,I disagree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,It was just a guess.,I agree with the scientific consensus that the Higgs Boson is electrically neutral,,,,,It was just a guess.,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9," 7",Completely false 1,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Unsure 5,Not much 2,Not much 2,No confidence at all 1,Other:,It was just a guess.,,,3- or 4-year College Degree,,62a74fec726aac54b9e43d75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:09:45,2024-08-13 17:16:01,IP Address,73.137.128.167,100,375,True,2024-08-13 17:16:01,R_3L1hmF6TUFTQkFz,,,,,33.852,-84.1152,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,I am unfamiliar.,I agree with the scientific consensus that bedaquiline is used for tuberculosis,,,,,,,,,Again I have no knowledge. It was a guess,I disagree with the scientific consensus that the Earth would keep orbiting for 8 minutes if the Sun disappeared,,,,,,,,,,90,90,60,10,100," 8",," 2",Completely true 9,Completely true 9," 6",Completely false 1," 3",Unsure 5,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,66338efe42ef272a6bce6b5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:11:34,2024-08-13 17:17:12,IP Address,100.36.152.141,100,337,True,2024-08-13 17:17:13,R_37HvGdv3WuCcNzJ,,,,,38.7913,-77.2806,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,No,FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,Not sure I took a guess,I agree with the scientific consensus that Kepler-452b is 97 million mi away from its star,Not sure I took a guess,I agree with the scientific consensus that the oldest known vertebrate is 392 years old,Not sure I took a guess,I agree with the scientific consensus that there is the same amount of glial celles and neurons in the brain,,,,,Not sure I took a guess,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,100,90,70,70,70," 7",," 7",Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9," 7"," 7",Unsure 5," 6",Some 3,Not much 2," 4","You mostly agree with the consensus because, on that question, you trust scientists",,,,High School / GED,,62ac8d9f8d93291cb9d49d49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:09:03,2024-08-13 17:17:37,IP Address,24.192.74.212,100,513,True,2024-08-13 17:17:38,R_77gtDt5N5wjH50o,,,,,32.9379,-80.0283,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,," 3",Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Completely true 9," 7",Completely true 9,Completely false 1,Not much 2,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,"you need to add questions about where scientists get there funding from, and whether or not we would trust a statement like, all scientists agree",,3- or 4-year College Degree,none,667363a421930ecb36370e9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:46:43,2024-08-13 17:18:05,IP Address,172.58.227.176,100,1881,True,2024-08-13 17:18:05,R_3hboKmsafMEqsQp,,,,,40.8,-73.9763,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,"I don’t trust the sources as anyone can make changes ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,30,70,80,90,60," 7",," 3",Unsure 5," 2"," 6"," 6"," 4"," 3"," 6"," 8"," 7",Not much 2,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I just went with my gut ",,2-year College Degree,,5e3079c558a8c8073fdb1ff9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:52:11,2024-08-13 17:18:06,IP Address,174.210.3.225,100,1555,True,2024-08-13 17:18:07,R_7eLDzg6QQKMBPTH,,,,,38.6976,-90.3604,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,90,30,20,100," 7",,Unsure 5," 7",Completely true 9," 7",Unsure 5," 7",Unsure 5,Completely true 9,Completely true 9,Completely true 9,Not much 2,Not much 2," 2",Other:,i agreed with the consensus because i have not done my own research to refute it so what choice did i have. there’s not time enough on a survey for me to genuinely refute or agree so i mildly agree,,,3- or 4-year College Degree,,6600d2e11af0575f95dd2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:10:12,2024-08-13 17:18:22,IP Address,107.127.53.37,100,490,True,2024-08-13 17:18:23,R_7b6g6HjmgP0tAKB,,,,,35.1567,-89.9274,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Not at all 1,Not at all 1,No confidence at all 1,Other:,"I chose that I didn’t ",,,Some College,No,60fee7d1e674a0c1c1c7bd3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:12:51,2024-08-13 17:19:07,IP Address,172.58.121.37,100,375,True,2024-08-13 17:19:07,R_6dFc3SPRcxL31LS,,,,,42.3673,-83.1329,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9," 8",Completely true 9,Completely false 1," 7"," 7",Unsure 5,Completely true 9,Unsure 5,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,"I like to read a lot from all sorts of different sources, then read arguments that disagree with them. Eventually I'll find a grain of truth in all of that and use pattern recognition to fill in gaps based on what I know.",,High School / GED,No,63d4383288ccc0d875a381e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:15:19,2024-08-13 17:19:52,IP Address,73.82.145.124,100,273,True,2024-08-13 17:19:53,R_1jn81tvSd6KF9m1,,,,,33.6992,-84.7478,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,,,,,,,,,,,90,70,20,70,70," 4",,Unsure 5," 8"," 8",Unsure 5," 4"," 7"," 4"," 6",Unsure 5,Unsure 5,Some 3,Some 3," 3","You mostly agree with the consensus because, on that question, you trust scientists",,,,Some College,,655fc066df406c5bd0a94a51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-08-13 17:09:39,2024-08-13 17:20:31,IP Address,149.76.179.2,100,652,True,2024-08-13 17:20:31,R_3DtX3RqDGUzPD9L,,,,,36.7251,-91.8719,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,FALSE,Yes,FALSE,No,,,,,"Because I dont think they really know themselves ",I agree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,"The earth has only been around a short time and it thousands not millions or billions of years ",I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,"No dont believe the bible is the true map of mans existance and its not billions of years old ",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,90,80,50,80,70," 7",," 3"," 3"," 7"," 8",Unsure 5," 7"," 7"," 3"," 8"," 8",Not at all 1,Not much 2,No confidence at all 1,Other:,"I agree that things have been made and are scientifically real but not a billion or million years the bible does not confirm this and its smarter then science ",,,2-year College Degree,,65fcc84e70796a69373bcd0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:59:03,2024-08-13 17:21:00,IP Address,70.122.252.59,100,1317,True,2024-08-13 17:21:01,R_1uJNWYLJuvUF75q,,,,,32.754,-97.1363,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,No,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,No,TRUE,Yes,,,I tried to research it and didnt find the answer so i just chose anything,I disagree with the scientific consensus that Kepler-452b is 97 million mi away from its star,I just chose an answer because I didn't know,I agree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,I just chose anything because I didn't know the answer,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,I just chose anything because I didn't know the answer,I agree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,,,,90,90,80,60,70,Unsure 5,,Completely true 9," 6"," 6"," 6"," 6",Unsure 5,Unsure 5,Unsure 5," 6",Unsure 5,Not much 2,Not much 2," 3",You mostly agree with the consensus because you have been able to independently verify it,,Just did a google search,,Some College,,6666556a57f997a0004f5e5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 16:56:48,2024-08-13 17:21:10,IP Address,73.91.149.172,100,1461,True,2024-08-13 17:21:11,R_1RU5GGFwIgGhw8H,,,,,34.4266,-89.9202,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,,,,,It said the oldest known vertebrate was 252 years old,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,,,I didn’t see anywhere in the articles that backs this claim.,I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,,,,100,100,100,20,100," 6",,Unsure 5,Completely true 9," 8",Unsure 5,Unsure 5,Completely true 9," 6"," 8"," 6",Unsure 5,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,I read the articles.,,2-year College Degree,No,66921e57717d236b20789bf5,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
2024-08-13 17:06:04,2024-08-13 17:21:21,IP Address,50.242.58.235,100,917,True,2024-08-13 17:21:22,R_5eX797AjXYmMZGR,,,,,37.5453,-77.9187,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9," 7"," 7",Completely true 9,Completely false 1,Not at all 1,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,Though previous knowledge and research,,Some College," Science is a method of questioning, not a method of convincing others. In the old world, the church claimed authority over ""truth"" and jailed scientists for questioning their ""elite"" authority. Science has become just as dogmatic as religion, a tool of social and moral elitism. Questioning should be encouraged, not demonized.",66314487133b2b779cec7ef9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:14:51,2024-08-13 17:22:20,IP Address,71.79.98.108,100,448,True,2024-08-13 17:22:20,R_7EMhYlpuuqsaFf8,,,,,40.2938,-83.0744,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Completely true 9,Completely true 9,Completely false 1,Unsure 5,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Unsure 5,Unsure 5,Not at all 1,Not at all 1,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I clicked the links to read what was stated.,,3- or 4-year College Degree,,6561435b409147a77be889dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:11:21,2024-08-13 17:23:03,IP Address,76.26.246.245,100,701,True,2024-08-13 17:23:04,R_6JWsLhlNsmq1nKd,,,,,28.8024,-81.5316,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,"Aren't dinosaur bones older than 392 years old? ",I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,,,,,,,,,,80,90,50,20,60,Unsure 5,,Completely false 1,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Completely true 9,Unsure 5,Unsure 5,Completely true 9,Completely false 1,Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,I did a quick look on Google and searched on my own,,High School / GED,Thank you! Have a great week,5d88dcb723dfcc00151fd043,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
2024-08-13 17:07:44,2024-08-13 17:24:11,IP Address,104.186.202.145,100,986,True,2024-08-13 17:24:11,R_62QfunkZUGyaAPk,,,,,36.0964,-86.8212,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,,If I understood the resources correctly I thought the time period was less. I'm questioning my answer now though!,I agree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,,,,,,100,100,100,100,100,Completely true 9,," 6",Completely true 9," 8",Unsure 5," 6"," 8",Unsure 5,Completely true 9,Completely true 9,Unsure 5,Not much 2,Not much 2," 2",You mostly agree with the consensus because you have been able to independently verify it,,Google and the resources shown during the study,,3- or 4-year College Degree,nope,6584546672ce27c8cfe00c80,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1
2024-08-13 17:13:19,2024-08-13 17:24:28,IP Address,108.196.91.31,100,669,True,2024-08-13 17:24:29,R_3QOwhmisTsp9jEd,,,,,35.1063,-89.941,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,50,100,20,100,Completely true 9,,Completely true 9,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Unsure 5,Completely true 9,Unsure 5,Unsure 5,Completely false 1,Not much 2,Some 3," 2",You mostly agree with the consensus because you have been able to independently verify it,,I do my own research.,,3- or 4-year College Degree,None.,5cbcfce214b3cb0015f03471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13 17:05:32,2024-08-13 17:25:07,IP Address,71.217.32.18,100,1175,True,2024-08-13 17:25:08,R_6tfekG0c5U3odYB,,,,,35.6618,-78.3993,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,FALSE,No,FALSE,No,,,,,one of the articles i looked at said it was a smaller number I can't remember the number.,I disagree with the scientific consensus that the oldest known vertebrate is 392 years old,,,,,,,I don't believe the earth is that old.,I disagree with the scientific consensus that the oldest material formed on Earth is more than 4.6 Ga years old,,,I am not completely sure.  the number just seemed very large and I think that many of them die during the process.,I disagree with the scientific consensus that the average sucess of cloning on mice with the current best techniques is 9.4%,"I'm not sure.  I still do not believe that the Earth is that old. ",I disagree with the scientific consensus that the strength of Earth magnetic field 3.7 billion years ago was 15 microtesla,,90,100,100,40,100,Completely true 9,," 4"," 7"," 8"," 7"," 2"," 8"," 6",Unsure 5," 8"," 7",Not much 2,Not much 2," 3",You mostly agree with the consensus because you have been able to independently verify it,,"i used the links in the study and looked briefly, at the articles.  Didn't understand most of it but made best decision I could.",,2-year College Degree,,5b22d2c260c40e000103b157,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2024-08-13 17:04:56,2024-08-13 17:25:43,IP Address,174.209.192.241,100,1246,True,2024-08-13 17:25:44,R_1svGzVr496dTHdD,,,,,33.8231,-84.3258,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,,,,"When reading the material that were given, I could not find the answer to confirm it. Therefore, since I could not confirm it, I did not accept the scientific consensus.",I disagree with the scientific consensus that the maximum speed a proton has achieved in a particle collider is 99% of the speed of light,,,,,,100,90,100,80,100," 8",,Completely false 1,Unsure 5,Completely true 9,Completely false 1,Completely false 1,Completely true 9,Unsure 5," 8",Completely true 9,Completely false 1,Some 3,Some 3," 3",You mostly agree with the consensus because you have been able to independently verify it,,I read the material that was given within each of the questions and found the information.,,Master's Degree,None,5df11e6cdc85350234932daa,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
2024-08-13 17:22:20,2024-08-13 17:26:10,IP Address,69.41.91.61,100,229,True,2024-08-13 17:26:11,R_5d76WtPGPbbAQMy,,,,,32.962,-96.3608,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,100,90,80,70,100," 8",,Completely true 9,Completely true 9," 7",Completely true 9," 6",Completely true 9,Unsure 5," 3",Unsure 5," 2",Not much 2,Some 3,No confidence at all 1,You mostly agree with the consensus because you have been able to independently verify it,,I checked various sources and informational circles,,3- or 4-year College Degree,,5b03081a7181980001f650b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
