paperID,reference,ref,intervention_study,comments_intervention_selection,comments,peer_reviewed,sampleID, country,design,online,pre_test,details_pretest,recycled_news,recycled_news_reference,news_selection,selection_fake_news,selection_true_news,news_family,newsID,n_news,n_news_pool,share_true_news,news_format,news_source,accuracy_measure,accuracy_measure_detailed,symetry,perfect_symetry,accuracy_scale,condition,treatment_intention,intervention,intervention_detail,experimentID,correlates,correlates_detail,n,mean_fake_as_accurate,SD_fake_as_accurate,mean_true_as_accurate,SD_true_as_accurate,values_from,panel
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,1,Ireland,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,700,2.49,1.34,5.4,1.62,paper,no
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,2,Mexico,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,700,2.79,1.38,5.49,1.66,paper,no
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,3,Spain,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,700,2.67,1.34,5.06,1.705,paper,no
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,4,UK,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,1050,2.31,1.25,5.205,1.635,paper,no
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,5,UK,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,1150,2.32,1.3,5.275,1.58,paper,no
14,"Roozenbeek, J., Schneider, C. R., Dryhurst, S., Kerr, J., Freeman, A. L. J., Recchia, G., van der Bles, A. M., & van der Linden, S. (2020). Susceptibility to misinformation about COVID-19 around the world. Royal Society Open Science, 7(10), 201199. https://doi.org/10.1098/rsos.201199",Roozenbeek 2020,,,"data are from supplementary material, table S4
average results for all misinformation items are already reported;
for the two factual statements, we take the average; the ambiguous statement is ignored",yes,6,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,8,,0.25,NA,NA,reliability,"participants were asked to rate the reliability of each of these statements on a 1–7 Likert scale, from ‘very unreliable’ (1) to ‘very reliable’ (7).",1,1,7,control,,,,,,,700,2.36,1.28,5.41,1.495,paper,no
15,"Rosenzweig, L. R., Bago, B., Berinsky, A. J., & Rand, D. G. (2021). Happiness and surprise are associated with worse truth discernment of COVID-19 headlines among social media users in Nigeria. Harvard Kennedy School Misinformation Review. https://doi.org/10.37016/mr-2020-75",Rosenzweig 2021,,,"data of means from figure 1; SD are from table D2 in appendix as averages of 5 respective items per veracity (since not reported for emotional vs. neutral seperately, we report the same SD for the two)
Importantly, there were differences between the different emotions: 
Analyzing each distinct emotion’s correspondence with discernment, we find that happiness and surprise are both negatively and significantly associated with truth discernment. While happiness is associated with increased belief in both true and false headlines, this relationship is stronger for false than true (see left panel in Figure 2). Surprise, on the other hand, is associated with both increased belief in false headlines and reduced belief in true headlines. Similarly, happiness and surprise are also associated with greater likelihood of wanting to share false headlines, compared to true headlines.7 We do not find a robust relationship between these emotions, headline veracity, and clicking to read the story. The other four emotions we measured all have a positive correlation with discernment, as well as clicking and sharing more true, relative to false, headlines, but none of these relationships are statistically significant.",yes,1,Nigeria,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,10,,0.5,title_picture,source,accuracy,Belief was measured using the following question: “Do you think this headline accurately describes an event that actually happened?” All responses were binary—respondents could either answer “yes” or “no.”,1,1,binary,control,,,,,,,1341,0.452,0.472,0.749,0.274,paper,no
15,"Rosenzweig, L. R., Bago, B., Berinsky, A. J., & Rand, D. G. (2021). Happiness and surprise are associated with worse truth discernment of COVID-19 headlines among social media users in Nigeria. Harvard Kennedy School Misinformation Review. https://doi.org/10.37016/mr-2020-75",Rosenzweig 2021,,,"data of means from figure 1; SD are from table D2 in appendix as averages of 5 respective items per veracity (since not reported for emotional vs. neutral seperately, we report the same SD for the two)
Importantly, there were differences between the different emotions: 
Analyzing each distinct emotion’s correspondence with discernment, we find that happiness and surprise are both negatively and significantly associated with truth discernment. While happiness is associated with increased belief in both true and false headlines, this relationship is stronger for false than true (see left panel in Figure 2). Surprise, on the other hand, is associated with both increased belief in false headlines and reduced belief in true headlines. Similarly, happiness and surprise are also associated with greater likelihood of wanting to share false headlines, compared to true headlines.7 We do not find a robust relationship between these emotions, headline veracity, and clicking to read the story. The other four emotions we measured all have a positive correlation with discernment, as well as clicking and sharing more true, relative to false, headlines, but none of these relationships are statistically significant.",yes,1,Nigeria,within,yes,no,,original,,researchers,fact_checking,mainstream,covid,1,10,,0.5,title_picture,source,accuracy,Belief was measured using the following question: “Do you think this headline accurately describes an event that actually happened?” All responses were binary—respondents could either answer “yes” or “no.”,1,1,binary,selected_by_correlate,,,,,emotional,"cases in which respondents reported feeling any of the six distinct emotions presented (anger, fear, sadness, happiness, surprise, and disgust).",1341,0.684,0.472,0.892,0.274,paper,no
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,control,,,1,,,,406,1.55,0.53,2.9,0.47,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,1,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,neutral,familiarization,"in the second wave, participants would see the same headlines they saw the week before;
as far as we can tell, participants have not been given any feedback in the first wave - hence we code treatment_intention as neutral",,,,337,1.48,0.477,2.93,0.498,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,accuracy_tag_before,1,,,,404,1.49,0.557,3.32,0.471,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,2,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,multiple_1weekbeforeaccuracytagbefore_familiarization,"~1 week before participants received the following treatment: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.;
participants would see the same headlines they saw the week before, but without any tags",,,,342,1.59,0.559,3.01,0.47,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,3,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,accuracy_tag_during,1,,,,397,1.36,0.571,3.53,0.439,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,3,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,multiple_1weekbeforeaccuracytagduring_familiarization,"~1 week before participants received the following treatment: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.; participants would see the same headlines they saw the week before, but without any tags",,,,325,1.39,0.45,3.03,0.456,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,4,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,accuracy_tag_after,"In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.;
We code positive here as a direction although participants received the tag ""after"" rating a news item, becasue there is reason to assume that it still affects participants subsequent news ratings",,,,405,1.6,0.484,3.16,0.421,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 1; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,4,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,multiple_1weekbeforeaccuracytagafter_familiarization,"~1 week before participants received the following treatment: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.; participants would see the same headlines they saw the week before, but without any tags",,,,346,1.36,0.454,3.19,0.513,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,5,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,control,,,2,,,,406,1.7,0.686,2.95,0.436,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,5,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,neutral,familiarization,"in the second wave, participants would see the same headlines they saw the week before;
as far as we can tell, participants have not been given any feedback in the first wave - hence we code treatment_intention as neutral",,,,324,1.62,0.626,2.94,0.478,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,6,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,accuracy_tag_before,2,,,,411,1.51,0.685,3.34,0.493,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,6,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,multiple_1weekbeforeaccuracytagbefore_familiarization,"~1 week before participants received the following treatment: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.;
participants would see the same headlines they saw the week before, but without any tags",,,,326,1.58,0.658,3.03,0.506,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (first, i.e. 'initial' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,7,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,accuracy_tag_during,2,,,,422,1.42,0.637,3.47,0.444,raw data,panel
16,"Brashier, N. M., Pennycook, G., Berinsky, A. J., & Rand, D. G. (2021). Timing matters when correcting fake news. Proceedings of the National Academy of Sciences, 118(5), e2020043118. https://doi.org/10.1073/pnas.2020043118",Brashier 2021,yes,"they also test the long-term effects (1 week later) of their interventions - we do not consider this data; we do also not consider familiarization conditions (where participants were merely exposed to the same headlines before); we focus on the tags intervention, were ""true"" and ""false"" tags were put on items; we merge the ""before"" and ""during"" tag conditions, but exclude the ""after"" tag condition, since it can only possibly have a long term effect on the second wave. ","data correspond to experiment 2; values calculated based on data available on OSF (second, i.e. 'final' wave);
Two-wave panel design: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags. One week later, all participants judged the same 36 headlines for accuracy, this time with no veracity information.
weird: in their text, they write about the sample size: ""In two experiments (total N = 2,683)"". We find an overal sample size of 3268 (1612 experiment 1, 1656 experiment 2). This matches their pre-registration",yes,7,United States,within,yes,no,,original,,researchers,fact_checking,mainstream,politically_balanced,1,36,,0.5,title_picture,source,accuracy,participants evaluated the accuracy of these 36 headlines on a scale from 1 (not at all accurate) to 4 (very accurate).,1,0,4,treatment,positive,multiple_1weekbeforeaccuracytagduring_familiarization,"~1 week before participants received the following treatment: In the treatment conditions, participants saw “true” and “false” tags immediately before, during, or immediately after reading. In the control condition, participants rated the headlines alone, with no tags.; participants would see the same headlines they saw the week before, but without any tags",,,,345,1.54,0.645,2.98,0.513,raw data,panel
