StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,condition,counter
2023-04-14 15:29:28,2023-04-14 15:32:31,0,92.233.142.197,100,182,1,2023-04-14 15:32:31,R_RsNRW91fr9z7AIN,,,,,51.5758,0.1299,anonymous,EN,1,"I pay attention ",40,4,40,3,50,4,50,4,60,5,60,5,80,6,70,5,,2,25,4,5f54d772f5bba984fdf8676e,independent,8
2023-04-14 15:29:14,2023-04-14 15:32:32,0,86.132.191.220,100,197,1,2023-04-14 15:32:32,R_1HqayrreRXAnmSW,,,,,50.8388,-0.777,anonymous,EN,1,"i pay attention ",91,6,82,5,19,3,11,1,16,2,79,5,9,2,80,5,,2,48,4,59df9b4ebe399f0001e49853,independent,8
2023-04-14 15:29:03,2023-04-14 15:32:32,0,81.151.227.236,100,209,1,2023-04-14 15:32:33,R_TcReZQ39hxXmLFT,,,,,50.7638,-1.2942,anonymous,EN,1,"I pay attention ",30,3,30,3,33,4,33,3,75,5,75,6,90,6,70,5,,1,41,2,63469936667ba15958274dc7,conflict of interest,8
2023-04-14 15:29:11,2023-04-14 15:32:33,0,86.162.1.80,100,202,1,2023-04-14 15:32:33,R_2tMsj9q1z3NJqXe,,,,,54.0123,-1.195,anonymous,EN,1,I pay attention,23,3,31,3,50,4,50,4,60,5,58,5,84,6,79,6,,2,38,2,5599dbe6fdf99b4a3c5bc628,conflict of interest,8
2023-04-14 15:28:37,2023-04-14 15:32:34,0,86.170.87.223,100,237,1,2023-04-14 15:32:35,R_1OPO0L7x4hAhXCw,,,,,52.2445,0.7186,anonymous,EN,1,I pay attention,9,3,6,3,33,4,33,4,61,5,63,5,94,6,92,5,,2,21,3,5f18523cacf5301605a612b7,conflict of interest,8
2023-04-14 15:29:04,2023-04-14 15:32:34,0,51.146.78.48,100,210,1,2023-04-14 15:32:35,R_3R47Nd6SIydChOB,,,,,53.0477,-2.378,anonymous,EN,1,I pay attention,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,,1,34,4,6173f53fcd2fe9bbf9334b2a,independent,8
2023-04-14 15:29:19,2023-04-14 15:32:40,0,86.158.9.176,100,201,1,2023-04-14 15:32:41,R_3ND7lzfSrIJbADa,,,,,54.5571,-3.5903,anonymous,EN,1,I pay attention,17,3,15,2,33,4,35,4,74,6,57,6,90,7,90,7,,1,29,3,5aad68f74ea21d000101c20c,independent,8
2023-04-14 15:28:46,2023-04-14 15:32:41,0,82.47.36.138,100,235,1,2023-04-14 15:32:41,R_2t3hQDMJQPoCKJ0,,,,,53.4174,-2.7093,anonymous,EN,1,I pay attention,13,4,13,4,30,5,29,5,59,5,56,5,62,6,62,6,,2,45,2,5ef647ec3ce68a1178780f5a,conflict of interest,8
2023-04-14 15:28:41,2023-04-14 15:32:41,0,51.6.222.184,100,240,1,2023-04-14 15:32:42,R_1eLy32b9DOpo1zz,,,,,53.1751,-2.5302,anonymous,EN,1,I pay attention,23,2,25,2,65,5,65,5,50,4,54,4,78,5,75,5,,2,58,3,5967e9a831394d0001abdb3f,independent,8
2023-04-14 15:29:00,2023-04-14 15:32:42,0,86.1.48.96,100,221,1,2023-04-14 15:32:42,R_1r322QHRCLwgXu4,,,,,51.6001,-0.2617,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,60,5,60,5,79,6,80,6,,2,52,2,5ce2cde71d1060001a811155,independent,8
2023-04-14 15:28:53,2023-04-14 15:32:43,0,146.200.41.146,100,230,1,2023-04-14 15:32:44,R_2YswT579OmRl6Ff,,,,,54.3508,-6.6674,anonymous,EN,1,I pay attention,100,6,30,3,45,5,36,3,70,5,40,3,50,4,10,2,,1,31,4,60819ba1a8862e33495f8914,independent,8
2023-04-14 15:29:11,2023-04-14 15:32:46,0,51.7.218.154,100,215,1,2023-04-14 15:32:47,R_2aOH4jmokVojx1g,,,,,53.7287,-2.6559,anonymous,EN,1,I pay attention,33,2,32,2,33,4,33,4,66,6,66,5,99,6,99,6,,1,35,5,5c180a3ac59c17000167491e,conflict of interest,8
2023-04-14 15:29:02,2023-04-14 15:32:47,0,151.227.9.118,100,225,1,2023-04-14 15:32:47,R_uqUBGtB5BRuRMyJ,,,,,50.8837,-0.3213,anonymous,EN,1,I pay attention,50,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,1,62,2,5654166804212700054a12aa,independent,8
2023-04-14 15:29:15,2023-04-14 15:32:49,0,85.255.235.206,100,214,1,2023-04-14 15:32:50,R_3NW1g9ZwA3AW6Fp,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,30,3,25,3,33,3,25,3,,1,55,5,57ea425e5b88f5000106bb9f,conflict of interest,8
2023-04-14 15:29:04,2023-04-14 15:32:51,0,51.52.207.173,100,226,1,2023-04-14 15:32:51,R_2WMdcXNybDxIHGX,,,,,51.6019,-3.4311,anonymous,EN,1,I pay attention,29,4,33,4,30,4,33,4,33,4,33,4,33,5,33,5,,2,36,2,63f77dc98bfabd95812edc2c,independent,8
2023-04-14 15:28:37,2023-04-14 15:32:53,0,90.214.194.117,100,255,1,2023-04-14 15:32:54,R_2zPd8Waa08GFic2,,,,,51.0133,-0.3322,anonymous,EN,1,I pay attention,60,5,61,5,50,4,50,4,70,5,75,5,90,6,90,6,,2,63,5,5b100cb0a3553300017541c8,conflict of interest,8
2023-04-14 15:28:48,2023-04-14 15:32:53,0,150.143.166.39,100,245,1,2023-04-14 15:32:54,R_2bUFklVB0lVWbds,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,43,3,68,5,67,5,51,4,61,4,58,5,72,5,77,6,,1,24,5,5ef7c6094ffead5091899f98,independent,8
2023-04-14 15:28:53,2023-04-14 15:32:53,0,212.139.231.4,100,240,1,2023-04-14 15:32:54,R_2aS2jHDn1bI7wH2,,,,,52.0593,-0.7202,anonymous,EN,1,I pay attention,40,4,40,4,32,4,30,4,67,4,61,4,72,4,80,4,,2,39,6,627a76715c52f43dd8b4f6a2,conflict of interest,8
2023-04-14 15:29:13,2023-04-14 15:32:54,0,176.254.244.32,100,221,1,2023-04-14 15:32:55,R_1irGKo5rXM6D4wF,,,,,53.4462,-2.107,anonymous,EN,1,I pay attention,39,5,50,5,39,5,39,5,39,4,40,5,62,6,60,6,,1,36,3,63468b5809bf04222262bfed,conflict of interest,8
2023-04-14 15:28:45,2023-04-14 15:32:54,0,92.41.150.191,100,248,1,2023-04-14 15:32:55,R_1mOf4cAeYCBOw3u,,,,,51.5598,-0.0096,anonymous,EN,1,I pay attention,30,2,20,2,30,3,30,2,40,4,80,5,50,4,50,4,,2,29,6,5956697216b84c00012b9e72,independent,8
2023-04-14 15:28:38,2023-04-14 15:32:58,0,92.40.218.153,100,259,1,2023-04-14 15:32:58,R_2VC8yoj0Udqt5dn,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,25,3,25,3,30,3,30,3,65,5,60,4,80,5,80,5,,2,57,2,57fde8979c39b3000179e347,independent,8
2023-04-14 15:28:57,2023-04-14 15:32:58,0,94.2.9.229,100,240,1,2023-04-14 15:32:59,R_2qjxuMkJJ9DEGy7,,,,,51.2887,-0.7957,anonymous,EN,1,I pay attention,33,3,33,3,33,3,33,3,66,5,66,6,90,6,90,6,,1,68,5,5dee11c6d35cc34acae7c301,conflict of interest,8
2023-04-14 15:30:00,2023-04-14 15:32:59,0,2.120.146.226,100,178,1,2023-04-14 15:33:00,R_3s4uxZD81f0zSL8,,,,,57.1453,-2.0945,anonymous,EN,1,I pay attention,52,3,32,4,51,4,50,4,66,5,71,5,82,6,76,6,,2,20,2,6128b0c68d0755a4f9fd539d,independent,8
2023-04-14 15:29:14,2023-04-14 15:32:59,0,2.122.61.181,100,225,1,2023-04-14 15:33:00,R_3PNTykKLBvE1txr,,,,,51.509,-0.1882,anonymous,EN,1,I pay attention,25,3,25,3,33,4,33,4,60,5,60,5,80,6,80,6,,1,30,6,59e27cc0c0d35a0001294e6b,independent,8
2023-04-14 15:29:01,2023-04-14 15:33:00,0,87.115.52.27,100,238,1,2023-04-14 15:33:00,R_12bZWDMPsFy5rbI,,,,,51.6815,-3.903,anonymous,EN,1,I pay attention,50,5,50,5,50,6,60,5,80,6,81,6,81,6,80,6,,2,31,5,5999b8c16c165e000113fb59,conflict of interest,8
2023-04-14 15:29:05,2023-04-14 15:33:02,0,90.254.81.252,100,237,1,2023-04-14 15:33:03,R_2ccRSjtE5riqxRg,,,,,51.713,-1.8659,anonymous,EN,1,I pay attention,90,6,90,6,33,4,33,4,10,2,10,2,5,1,5,2,,1,30,5,62b44f66a16d45783569fad6,conflict of interest,8
2023-04-14 15:28:58,2023-04-14 15:33:03,0,90.208.152.235,100,245,1,2023-04-14 15:33:04,R_1DI2VzPLv6eK1Iv,,,,,51.3464,0.7372,anonymous,EN,1,I pay attention,33,3,33,4,33,4,33,4,66,5,66,5,100,6,100,5,,1,59,3,5ce15b0ea7b516001828c646,independent,8
2023-04-14 15:29:21,2023-04-14 15:33:03,0,90.255.29.144,100,222,1,2023-04-14 15:33:04,R_7PRXyIZjBeCfnhv,,,,,51.3951,0.1724,anonymous,EN,1,I pay attention,33,4,30,3,32,4,33,4,70,5,82,6,93,7,80,6,,1,34,5,5ee0fc64a9b96f49c96bc9dd,independent,8
2023-04-14 15:29:41,2023-04-14 15:33:05,0,86.19.34.161,100,203,1,2023-04-14 15:33:06,R_3EuqPYl6zDSJ2iJ,,,,,51.4638,0.1434,anonymous,EN,1,I pay attention,30,3,30,3,50,4,50,4,70,5,70,5,81,6,80,6,,1,33,2,5e459f61418f610891628564,conflict of interest,8
2023-04-14 15:29:10,2023-04-14 15:33:07,0,185.188.234.114,100,236,1,2023-04-14 15:33:07,R_1roZiz2ZKbgCYWT,,,,,53.7606,-0.3734,anonymous,EN,1,I pay attention,39,3,30,3,51,4,19,2,66,5,70,5,82,6,85,6,,2,51,2,5c0c3112594d92000167bdcd,conflict of interest,8
2023-04-14 15:29:43,2023-04-14 15:33:08,0,77.97.224.159,100,204,1,2023-04-14 15:33:09,R_1PdRIHRrw1W8Ee0,,,,,55.9425,-3.1363,anonymous,EN,1,I pay attention,33,4,33,4,35,4,35,4,33,4,42,5,40,5,42,5,,2,37,5,5b16cd7e3522660001b3c81f,independent,8
2023-04-14 15:29:18,2023-04-14 15:33:14,0,79.68.221.209,100,236,1,2023-04-14 15:33:14,R_1jNeTgZj1vPoR8a,,,,,56.5292,-3.0745,anonymous,EN,1,I pay attention,48,4,42,4,48,4,50,5,65,5,58,5,73,6,68,5,,1,55,2,5ea16cb48366db01843ff38b,independent,8
2023-04-14 15:28:44,2023-04-14 15:33:14,0,79.73.242.234,100,269,1,2023-04-14 15:33:14,R_x96kwEtQQT45hgB,,,,,51.6001,-0.2617,anonymous,EN,1,"I pay attention ",19,3,30,3,48,3,51,5,48,4,80,5,100,7,96,7,,2,40,4,5c7b143b670f87000146d3a6,conflict of interest,8
2023-04-14 15:29:21,2023-04-14 15:33:15,0,86.30.194.173,100,233,1,2023-04-14 15:33:15,R_cFMPHphhg7eUBK9,,,,,53.1369,-1.1995,anonymous,EN,1,I pay attention,85,6,30,3,75,5,30,3,45,4,60,5,60,4,50,5,,1,54,3,63c58429db2b7daf0f67d60d,independent,8
2023-04-14 15:29:04,2023-04-14 15:33:16,0,80.192.253.46,100,252,1,2023-04-14 15:33:17,R_3ht2VDC7tN9StBb,,,,,51.8659,-2.2059,anonymous,EN,1,I pay attention,80,6,91,6,58,2,50,2,20,3,63,6,52,5,100,7,,1,26,5,63d3fbb8c9da3aa4f9302827,conflict of interest,8
2023-04-14 15:28:55,2023-04-14 15:33:17,0,90.209.53.196,100,262,1,2023-04-14 15:33:17,R_3g18ZpNRy8hiSHX,,,,,54.6,-1.55,anonymous,EN,1,I pay attention,80,5,90,5,30,3,55,5,55,5,56,3,32,6,46,4,,2,22,3,60d5d5e0ad298e0617bf2788,conflict of interest,8
2023-04-14 15:28:38,2023-04-14 15:33:17,0,46.64.240.227,100,279,1,2023-04-14 15:33:18,R_OEhZXY9RlbAHPTr,,,,,51.713,-1.8659,anonymous,EN,1,"I pay attention ",28,3,41,3,50,4,50,4,70,5,70,5,83,6,82,6,,2,54,3,5dfedfbb557425b599c8c523,conflict of interest,8
2023-04-14 15:28:58,2023-04-14 15:33:18,0,81.158.86.98,100,260,1,2023-04-14 15:33:19,R_3mmbjCLBa6YGs9Y,,,,,51.593,-1.7177,anonymous,EN,1,I pay attention,40,3,40,3,40,4,40,4,60,5,60,5,50,4,80,6,,2,26,3,60c20abfdccab926283d8f7f,conflict of interest,8
2023-04-14 15:29:18,2023-04-14 15:33:21,0,90.218.80.5,100,243,1,2023-04-14 15:33:22,R_1hETs2cgpGHibUx,,,,,51.5893,-2.9931,anonymous,EN,1,I pay attention,81,6,50,4,51,4,51,4,50,4,50,4,50,4,51,4,,1,51,5,634810be16f7a1d44c301f57,independent,8
2023-04-14 15:28:41,2023-04-14 15:33:22,0,2.99.100.7,100,280,1,2023-04-14 15:33:22,R_OkBtBBPyCbmyurf,,,,,52.6075,0.0627,anonymous,EN,1,I pay attention,33,3,33,3,33,4,33,4,50,5,44,4,81,5,81,5,,2,38,2,57618e8a25224a0006d3756e,independent,8
2023-04-14 15:29:03,2023-04-14 15:33:23,0,90.198.95.38,100,260,1,2023-04-14 15:33:24,R_zf2AlW3ZSBlklpf,,,,,51.7881,1.1582,anonymous,EN,1,"I pay attention ",69,5,66,5,33,4,33,4,33,4,60,5,98,6,96,6,,2,49,3,5af15fc9e1b5b8000148a99d,conflict of interest,8
2023-04-14 15:30:26,2023-04-14 15:33:26,0,92.237.170.9,100,179,1,2023-04-14 15:33:26,R_PLszrZ5XtANcyoV,,,,,53.5024,-2.5224,anonymous,EN,1,I pay attention,19,2,40,3,34,3,21,3,88,6,86,6,96,7,97,7,,2,38,3,5edca29654fe059801608fc0,conflict of interest,8
2023-04-14 15:29:06,2023-04-14 15:33:27,0,92.232.245.92,100,261,1,2023-04-14 15:33:28,R_UG6I2PTnEopf7fH,,,,,53.4293,-1.4635,anonymous,EN,1,63468b3bd07050877a6beb11,40,3,60,5,40,3,50,4,60,5,50,4,81,6,15,2,,2,63,2,63468b3bd07050877a6beb11,independent,8
2023-04-14 15:30:02,2023-04-14 15:33:28,0,84.65.13.234,100,205,1,2023-04-14 15:33:28,R_Agj6ENJmJR2lkgV,,,,,51.3059,-0.7124,anonymous,EN,1,I pay attention,30,4,30,4,30,4,30,4,30,4,30,4,35,4,35,4,,1,31,5,5bcd90020f10750001d807dc,conflict of interest,8
2023-04-14 15:29:00,2023-04-14 15:33:28,0,94.11.147.121,100,268,1,2023-04-14 15:33:29,R_1FFX2lWyJpaGgR4,,,,,54.2519,-0.4709,anonymous,EN,1,I pay attention,67,5,71,6,99,7,75,6,99,7,99,7,76,6,66,5,,1,41,5,566feba6b937e400052d33b2,independent,8
2023-04-14 15:29:13,2023-04-14 15:33:30,0,90.242.154.212,100,257,1,2023-04-14 15:33:31,R_2rSH4qGp6InV2yC,,,,,51.4091,-0.3091,anonymous,EN,1,I pay attention,80,6,40,3,73,5,40,3,60,4,50,4,50,4,50,4,,2,28,3,5cccb432a0dc920001e63b0b,conflict of interest,8
2023-04-14 15:28:58,2023-04-14 15:33:30,0,86.140.239.122,100,272,1,2023-04-14 15:33:31,R_2OHZPSnML3HAZqw,,,,,53.3262,-3.8278,anonymous,EN,1,I pay attention,50,4,30,4,51,5,18,4,60,5,61,5,81,6,81,5,,2,58,6,5fb249cbf1bb8b7db9bb8d13,conflict of interest,8
2023-04-14 15:28:54,2023-04-14 15:33:33,0,82.129.102.41,100,278,1,2023-04-14 15:33:33,R_XFf3tcWUppYhunv,,,,,51.8333,-0.25,anonymous,EN,1,I pay attention,20,3,30,3,33,4,33,4,30,4,56,4,92,6,80,6,,2,26,2,5a04820f120fb300019484e7,conflict of interest,8
2023-04-14 15:29:52,2023-04-14 15:33:36,0,86.160.133.209,100,223,1,2023-04-14 15:33:36,R_3JyGAXPgD2Yl23D,,,,,53.7207,-1.9459,anonymous,EN,1,I pay attention,30,5,30,6,35,5,35,4,50,5,50,5,100,7,100,7,,1,28,3,63068110447ef1aaa9660816,independent,8
2023-04-14 15:29:35,2023-04-14 15:33:37,0,31.50.4.43,100,242,1,2023-04-14 15:33:38,R_TjwcSwiUZxjDGrT,,,,,54.524,-1.3364,anonymous,EN,1,I pay attention,71,5,80,5,33,3,50,4,41,5,50,5,50,4,51,4,,1,62,6,63f8a51d30e2b7501f33e8ce,conflict of interest,8
2023-04-14 15:29:04,2023-04-14 15:33:41,0,86.143.116.50,100,276,1,2023-04-14 15:33:42,R_2P0tWWRQMjEL3E5,,,,,51.5888,-0.0247,anonymous,EN,1,I pay attention.,33,3,30,3,33,3,33,3,33,3,33,3,33,3,33,3,,2,57,5,6437b8b06c35957784d937f5,independent,8
2023-04-14 15:29:55,2023-04-14 15:33:41,0,51.198.198.222,100,226,1,2023-04-14 15:33:42,R_T156xGZ1mLtaMtr,,,,,51.4895,-2.509,anonymous,EN,1,I pay attention,50,3,50,5,33,5,33,4,66,6,67,5,100,6,32,5,,1,26,5,62c5cc6fd79f261312165cee,conflict of interest,8
2023-04-14 15:28:58,2023-04-14 15:33:42,0,81.149.52.26,100,284,1,2023-04-14 15:33:42,R_sO4Khae8krTN5wB,,,,,55.5506,-2.005,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,2,31,5,5f2acd4b53b8533a53c7bc89,independent,8
2023-04-14 15:29:08,2023-04-14 15:33:44,0,2.218.18.37,100,276,1,2023-04-14 15:33:45,R_2VkCdwxS8fSt3sd,,,,,52.2445,0.7186,anonymous,EN,1,I pay attention,15,2,15,3,33,4,32,4,50,4,50,4,80,6,80,6,,1,35,6,63e76f4e51cd97b4ddfa42f5,conflict of interest,8
2023-04-14 15:29:10,2023-04-14 15:33:45,0,86.22.204.23,100,274,1,2023-04-14 15:33:46,R_2QAmBuo6P0y4MjK,,,,,51.5645,0.4574,anonymous,EN,1,I pay attention,29,3,30,3,31,3,30,3,61,5,61,5,85,6,85,6,,1,49,2,62aa3f6be69568c00d1caf30,independent,8
2023-04-14 15:29:09,2023-04-14 15:33:46,0,51.198.202.207,100,277,1,2023-04-14 15:33:47,R_2f2k9wQHBzRqqD1,,,,,51.3228,-2.8993,anonymous,EN,1,I pay attention,30,3,31,3,29,4,30,4,61,6,62,5,70,7,92,7,,2,37,6,603fe2f19b789f1504165333,independent,8
2023-04-14 15:29:35,2023-04-14 15:33:54,0,31.51.61.161,100,258,1,2023-04-14 15:33:54,R_2QfUKbiA5VClUZB,,,,,56.4125,-3.0484,anonymous,EN,1,I pay attention,50,4,50,4,33,4,33,4,50,4,50,4,50,4,50,4,,1,35,5,5c742ed3b80b460016bd0361,conflict of interest,8
2023-04-14 15:29:13,2023-04-14 15:33:54,0,51.187.22.254,100,281,1,2023-04-14 15:33:55,R_2bJXtkhIVYzOTAy,,,,,51.5571,-0.2972,anonymous,EN,1,I pay attention,50,5,35,5,41,5,65,6,55,5,45,5,70,6,60,6,,2,33,4,5bec91e66cb00e00015b8a7b,independent,8
2023-04-14 15:29:11,2023-04-14 15:33:56,0,90.216.99.58,100,285,1,2023-04-14 15:33:57,R_26buRGF6kpV3t2W,,,,,51.3703,-0.061,anonymous,EN,1,I pay attention,51,3,50,4,50,4,50,4,65,4,57,4,63,4,76,4,,1,63,5,5f0f6ef654ae12126762bd4e,independent,8
2023-04-14 15:28:56,2023-04-14 15:33:57,0,151.228.249.219,100,300,1,2023-04-14 15:33:57,R_10GFiLrDsoAF48y,,,,,52.5578,-0.2675,anonymous,EN,1,I pay attention,50,4,49,4,50,4,50,4,79,6,81,6,81,6,81,6,,2,46,5,6156fef09d1ab07148870099,independent,8
2023-04-14 15:29:12,2023-04-14 15:33:59,0,94.9.221.6,100,286,1,2023-04-14 15:33:59,R_3MKwJBOiGQw4nd7,,,,,57.6743,-2.9211,anonymous,EN,1,I pay attention,25,3,24,3,33,4,32,3,65,5,60,5,91,7,91,7,,2,42,3,63cedbe5665dc2acf6c1480f,conflict of interest,8
2023-04-14 15:31:22,2023-04-14 15:34:08,0,82.29.254.93,100,165,1,2023-04-14 15:34:09,R_cAzTmWDl0p8nGb7,,,,,53.4003,-2.2154,anonymous,EN,1,I pay attention,30,5,29,5,35,5,35,5,55,6,60,7,72,7,72,7,,1,31,5,628781515f29a0394e23b15b,independent,8
2023-04-14 15:28:52,2023-04-14 15:34:12,0,81.106.229.238,100,320,1,2023-04-14 15:34:12,R_3JLeagShKhZR0Sb,,,,,51.5368,-0.6718,anonymous,EN,1,I pay attention,29,3,20,3,30,4,19,4,70,5,70,5,70,6,72,6,,1,51,2,60abec02335b7be9cb42c01c,conflict of interest,8
2023-04-14 15:28:57,2023-04-14 15:34:15,0,2.223.98.115,100,317,1,2023-04-14 15:34:15,R_1C13yMx6BrBQLoA,,,,,54.9313,-1.5855,anonymous,EN,1,I pay attention,39,4,45,4,26,3,35,3,42,4,30,3,62,5,68,6,,2,60,3,60f947d95eff24428af21d37,conflict of interest,8
2023-04-14 15:29:05,2023-04-14 15:34:17,0,146.200.195.128,100,312,1,2023-04-14 15:34:17,R_2ffmvVykHivC0EC,,,,,54.5579,-1.328,anonymous,EN,1,I pay attention,33,3,33,3,50,4,50,4,66,5,35,4,90,6,33,3,,1,70,3,5ca183e45a47af00013463ab,independent,8
2023-04-14 15:28:49,2023-04-14 15:34:19,0,92.14.9.67,100,329,1,2023-04-14 15:34:20,R_2X4onXhOmvoW8lc,,,,,51.9124,-0.3846,anonymous,EN,1,I pay attention,90,6,89,6,70,5,62,5,75,6,74,5,85,6,85,6,,1,47,5,5ee4a14b578f8a000b384376,conflict of interest,8
2023-04-14 15:29:10,2023-04-14 15:34:20,0,2.126.215.181,100,310,1,2023-04-14 15:34:21,R_PLqMoYShFONniyB,,,,,52.926,-1.4334,anonymous,EN,1,I pay attention,85,6,89,6,50,4,47,4,25,4,19,4,73,4,8,4,,2,55,3,60168d91d4e20d827c76dcb0,conflict of interest,8
2023-04-14 15:29:22,2023-04-14 15:34:22,0,86.139.202.73,100,300,1,2023-04-14 15:34:23,R_33kWs6KmeDP3Nlx,,,,,51.3257,-0.0976,anonymous,EN,1,I pay attention,34,4,34,4,33,4,34,4,34,4,35,4,34,4,33,4,,1,58,5,5c9034a2eedbd9001573ca14,conflict of interest,8
2023-04-14 15:29:52,2023-04-14 15:34:23,0,86.20.202.27,100,270,1,2023-04-14 15:34:23,R_2nRSEggV0GY1uxj,,,,,51.4563,-0.0919,anonymous,EN,1,I pay attention,61,3,50,5,65,5,70,5,91,6,40,4,70,5,80,6,,1,23,5,62e94b6406efad3412531a70,conflict of interest,8
2023-04-14 15:29:08,2023-04-14 15:34:23,0,80.47.162.115,100,314,1,2023-04-14 15:34:23,R_sYwm4DwCGXzAEMh,,,,,50.4223,-3.5696,anonymous,EN,1,I pay attention,30,4,40,4,40,3,29,3,50,4,29,4,60,5,60,5,,1,35,5,617436710567e368c66b0761,conflict of interest,8
2023-04-14 15:29:14,2023-04-14 15:34:23,0,51.6.187.72,100,309,1,2023-04-14 15:34:24,R_3fnzP8nisW4Nl2V,,,,,57.5574,-2.6341,anonymous,EN,1,I pay attention,59,5,59,5,50,4,51,4,44,4,48,4,73,4,76,4,,1,35,5,5f6b8c1f5622370b0c94d597,conflict of interest,8
2023-04-14 15:29:19,2023-04-14 15:34:28,0,86.23.253.213,100,309,1,2023-04-14 15:34:29,R_2zLQ1xWwU5xpDR4,,,,,51.3997,-0.2515,anonymous,EN,1,I pay attention,39,4,35,4,66,4,32,4,56,4,53,5,72,5,70,5,,3,23,5,6407c61b3200021896ed863d,independent,8
2023-04-14 15:29:24,2023-04-14 15:34:30,0,79.69.0.124,100,305,1,2023-04-14 15:34:30,R_XRIbzac3CDa6jQd,,,,,50.9747,-2.6071,anonymous,EN,1,I pay attention,31,4,28,2,34,3,33,3,37,3,37,3,51,4,51,4,,1,55,5,5f11841e41278f0008ec17c1,conflict of interest,8
2023-04-14 15:29:03,2023-04-14 15:34:38,0,81.147.163.212,100,334,1,2023-04-14 15:34:38,R_2w4RaQjMF3eKwhE,,,,,54.7079,-6.5289,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,50,4,50,4,66,4,66,4,,1,57,5,5e31a1526ef37a1879a94441,conflict of interest,8
2023-04-14 15:29:11,2023-04-14 15:34:38,0,86.130.112.192,100,327,1,2023-04-14 15:34:39,R_25Bmml9FNsn9AoB,,,,,50.4788,-3.5446,anonymous,EN,1,I pay attention,25,3,30,3,36,4,40,4,46,4,51,5,64,5,50,5,,2,39,5,63d16c4758851c2e341702aa,conflict of interest,8
2023-04-14 15:29:13,2023-04-14 15:34:40,0,81.103.57.242,100,327,1,2023-04-14 15:34:41,R_2RVBOpCGDJSklUg,,,,,50.7988,-1.0944,anonymous,EN,1,I pay attention,33,4,19,4,33,4,33,4,33,4,66,4,50,4,33,4,,2,55,2,577a930f7ba34c00010c8e5e,independent,8
2023-04-14 15:28:50,2023-04-14 15:34:43,0,82.5.21.70,100,353,1,2023-04-14 15:34:44,R_3lVWMiXbstn3T1U,,,,,53.5866,-2.4354,anonymous,EN,1,I pay attention,80,5,45,4,70,6,30,3,70,6,35,3,65,6,50,4,,2,26,5,604fa685e33606f9a0ee8189,independent,8
2023-04-14 15:28:45,2023-04-14 15:34:45,0,94.3.5.170,100,359,1,2023-04-14 15:34:45,R_2WGa7V8rbP6vYES,,,,,54.9912,-1.5336,anonymous,EN,1,I pay attention,33,7,33,4,33,7,33,7,66,7,66,7,100,7,100,7,,2,65,2,5d812e3c613aa900188746a6,conflict of interest,8
2023-04-14 15:29:27,2023-04-14 15:34:46,0,86.177.18.13,100,318,1,2023-04-14 15:34:46,R_Q0xuN1FqZrwZU6R,,,,,52.6631,-2.4705,anonymous,EN,1,I pay attention,80,6,50,4,81,6,51,4,70,5,65,5,50,4,82,6,,1,32,5,64209f2c30443a1d7afb7234,independent,8
2023-04-14 15:30:41,2023-04-14 15:34:47,0,86.20.47.105,100,245,1,2023-04-14 15:34:47,R_1ghcbFpgrS0IFpD,,,,,52.999,-2.1871,anonymous,EN,1,I pay attention,24,2,24,2,50,4,50,4,65,5,65,6,95,6,95,6,,2,26,2,5d1b9a5c720de60001e3d092,independent,8
2023-04-14 15:29:47,2023-04-14 15:34:50,0,92.237.144.115,100,302,1,2023-04-14 15:34:50,R_3fDA5HAiYQ7jse3,,,,,51.1398,-0.1206,anonymous,EN,1,I pay attention,32,4,38,4,35,5,34,5,65,6,68,6,100,7,99,7,,1,47,7,63d79fcd741f9cfb2f87152f,conflict of interest,8
2023-04-14 15:29:32,2023-04-14 15:34:51,0,86.177.222.52,100,318,1,2023-04-14 15:34:51,R_0uBA8jCECv36SkN,,,,,53.2893,-3.4675,anonymous,EN,1,I pay attention,25,3,25,3,33,4,33,4,76,5,75,5,92,6,87,5,,1,41,5,63d140059a1a559c554e7e68,independent,8
