StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,CONSENT,DEM_GENDER,DEM_GENDER_2_TEXT,DEM_AGE,education,ATTCHECK_NUMBER,SCIINFO_newspapersmags,SCIINFO_tvradio,SCIINFO_newswebsitesapps,SCIINFO_videospodcasts,SCIINFO_filmsseries,SCIINFO_books,SCIINFO_socialmedia,SCIINFO_messengers,SCIINFO_museumszoos,SCIINFO_rlconversations,SCIENGAGE_conversations,SCIENGAGE_messengers,SCIENGAGE_socialmedia,SCIENGAGE_publicprotests,BENEFIT_OPEN,TRUST_OPEN,BENEFIT_ONESELF,BENEFIT_REGION_MOST,BENEFIT_REGION_LEAST,GOALS_PRIO_health,GOALS_PRIO_energy,GOALS_PRIO_poverty,GOALS_PRIO_defense,GOALS_TACKLE_health,GOALS_TACKLE_energy,GOALS_TACKLE_poverty,GOALS_TACKLE_defense,influence_integrate,influence_advocate,influence_communicate,influence_involved,NORMPERC_outreach,influence_independent,WILLVUL_gov,WILLVUL_you,competence_expert,integrity_honest,benevolence_concerned,TRUST_SCI_open,competence_intelligent,integrity_ethical,benevolence_improve,TRUST_SCI_trans,competence_qualified,integrity_sincere,benevolence_otherinterest,TRUST_SCI_otherviews,trust_method,TRUST_PEW,OUTSPOKEN_othersthink,OUTSPOKEN_isolate,OUTSPOKEN_against,SCIPOP_common,SCIPOP_good,SCIPOP_advantage,SCIPOP_cahoots,SCIPOP_influence,SCIPOP_involved,SCIPOP_lifeexp,SCIPOP_rely,ATTCHECK_RES,SDO_allgroupsconsider,SDO_notpushequality,SDO_equalityideal,SDO_superiordominate,CLIM_TRUST,CLIM_EMO_helpless,CLIM_EMO_anxious,CLIM_EMO_optimistic,CLIM_EMO_angry,CLIM_EMO_guilty,CLIM_EMO_ashamed,CLIM_EMO_depressed,CLIM_EMO_pessimistic,CLIM_EMO_indifferent,CLIM_GOV_concerns,CLIM_GOV_doingenough,CLIM_GOV_dismisspeople,CLIM_GOV_science,CLIM_GOV_futuregens,CLIM_GOV_trustworthy,CLIM_GOV_lying,CLIM_POLSUPPORT_fueltax,CLIM_POLSUPPORT_publictransport,CLIM_POLSUPPORT_sustenergy,CLIM_POLSUPPORT_protection,CLIM_POLSUPPORT_foodtax,CLIM_WEATHERPAST_floods,CLIM_WEATHERPAST_heatwaves,CLIM_WEATHERPAST_heavystorms,CLIM_WEATHERPAST_wildfires,CLIM_WEATHERPAST_heavyrain,CLIM_WEATHERPAST_droughts,CLIM_WEATHERFUTU_floods,CLIM_WEATHERFUTU_heatwaves,CLIM_WEATHERFUTU_heavystorms,CLIM_WEATHERFUTU_wildfires,CLIM_WEATHERFUTU_heavyrain,CLIM_WEATHERFUTU_droughts,DEM_INCOME,DEM_POL_conservative,DEM_POL_right,DEM_RELIGIOUS,DEM_RESIDENCE,disciplines_trust_general,disciplines_trust_biology,disciplines_trust_physics,disciplines_trust_climate,disciplines_trust_economics,disciplines_trust_sociology,disciplines_consensus_general,disciplines_consensus_biology,disciplines_consensus_physics,disciplines_consensus_climate,disciplines_consensus_economics,disciplines_consensus_sociology,disciplines_precision_general,disciplines_precision_biology,disciplines_precision_physics,disciplines_precision_climate,disciplines_precision_economics,disciplines_precision_sociology,CT_climate...140,CT_vaccine...141,CT_lantian...142,VJS_1,VJS_2,subjective_status,CT_climate...146,Q122_5...147,CT_vaccine...148,Q122_6...149,CT_climate...150,Q122_5...151,CT_vaccine...152,Q122_6...153,CT_climate...154,Q122_5...155,CT_vaccine...156,Q122_6...157,ATT_AI _P1...158,ATT_AI _P2...159,ATT_AI _P3...160,ATT_AI _N1...161,ATT_AI _N2...162,ATT_AI _N3...163,ATT_TRUST_AI_11,ATT_TRUST_AI_12,ATT_AI _P1...166,ATT_AI _P2...167,ATT_AI _P3...168,ATT_AI _N1...169,ATT_AI _N2...170,ATT_AI _N3...171,CT_lantian...172,ID,attcheck_number,attcheck_res,benevolence,competence,integrity,influence_policy,influence_lifestyle,trust_composite,income,income_log,id
2023-02-27 17:00:02,2023-02-27 17:22:26,0,100,1344,1,2023-02-27 17:22:27,R_UxzWOvBf4SniJG1,anonymous,FR,1,1,NA,59,3,213,4,5,1,6,1,1,5,1,1,1,1,1,1,1,"La science bénéficie le plus à une tranche d'âge des jeunes. Ils arrivent le mieux à l'utiliser, mais quel que ancien sorte leurs épine et arrivent aussi à l'utiliser.",NA,4,6,1,5,3,5,3,3,3,3,3,2,3,3,3,3,5,4,4,5,4,4,3,4,4,4,4,5,5,5,4,3,3,5,5,5,4,4,3,2,4,3,4,4,1,2,8,10,1,3,5,2,4,3,2,1,3,2,1,5,5,1,3,3,3,3,1,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,40000,3,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,3,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007928481,213,1,4.333333333333333,4.666666666666667,4.333333333333333,3.2,4,4.5,40000,10.596634733096073,422
2023-02-27 17:09:47,2023-02-27 17:23:33,0,100,825,1,2023-02-27 17:23:34,R_1Fu3FNuLMBiQ8r0,anonymous,FR,1,1,NA,81,3,213,3,2,1,1,1,1,1,1,1,3,3,1,1,1,les entreprises c'est elles qui cherchent,NA,3,2,1,5,4,3,3,3,3,2,3,3,3,2,2,3,5,4,2,4,4,3,3,4,3,3,3,4,4,3,2,4,3,3,3,3,2,1,4,3,2,2,3,3,1,5,6,6,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,3,2,1,2,1,2,1,2,1,2,1,2,1,2,40000,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,1,1,6,1,1,1,1,1,4,3,3,5,5,4,2,3,4,3,3,5,5,4,7,237123008155723,213,1,3,4,3.6666666666666665,3,4,3.5,40000,10.596634733096073,423
2023-02-27 17:01:37,2023-02-27 17:27:19,0,100,1541,1,2023-02-27 17:27:20,R_12DqsvR603iJ7xA,anonymous,FR,1,1,NA,57,3,213,4,5,4,4,2,1,4,2,2,2,5,4,3,2,NA,"je n'en vois pas beaucoup, je n'ai plus confiance aux personnalités",2,6,5,4,4,3,4,2,2,3,2,1,3,1,3,5,5,5,5,5,2,2,3,5,1,1,2,5,1,2,2,5,1,4,4,4,1,1,5,5,5,5,3,4,1,10,5,5,5,1,2,3,2,5,2,2,4,4,1,1,1,4,1,1,1,5,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,30000,3,3,3,2,2,4,4,3,1,1,3,4,4,4,2,2,4,5,5,5,2,2,2,7,9,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007774772,213,1,1.6666666666666667,5,1.3333333333333333,2.6,3,3.3333333333333335,30000,10.308952660644293,424
2023-02-27 17:14:31,2023-02-27 17:27:33,0,100,782,1,2023-02-27 17:27:34,R_3dZo4Y1T40VrQu0,anonymous,FR,1,0,NA,66,4,213,1,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,"Son honnêteté, sa sincérité,",4,4,1,5,5,4,4,4,5,4,4,4,4,4,4,5,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,1,6,6,6,4,4,3,4,3,4,3,2,3,4,1,3,3,4,3,2,3,3,3,2,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,9000,99,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,6,5,5,5,1,1,1,1,3,3,4,4,4,4,3,2,3,2,3,4,4,4,7,237123007764703,213,1,4,4,4,3.8,4,4,9000,9.104979856318357,425
2023-02-26 12:12:21,2023-02-27 17:29:21,0,100,105420,1,2023-02-27 17:29:22,R_1mym4yUyBFZpV1r,anonymous,FR,1,1,NA,31,4,213,6,6,6,6,5,5,6,5,5,5,5,6,4,6,NA,Sa compétence puis son impartialité,4,6,1,4,5,3,4,3,4,2,4,3,4,3,4,4,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,5,5,5,5,4,4,1,1,4,4,2,1,1,4,4,5,3,4,4,5,3,3,4,4,5,5,1,3,2,4,1,3,3,2,3,3,2,3,3,4,5,4,5,3,4,4,5,5,5,5,5,1900,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,1,5,6,4,2,2,3,3,3,5,4,5,3,2,2,3,3,5,4,3,5,4,2,1,236923091111075,213,1,4,4.333333333333333,4,3.6,5,4.166666666666667,1900,7.549609165154532,426
2023-02-27 17:21:46,2023-02-27 17:36:33,0,100,886,1,2023-02-27 17:36:33,R_3FQFGVN8lEnZdg5,anonymous,FR,1,0,NA,60,3,213,2,3,1,1,2,1,1,2,1,2,4,1,1,1,les malades,NA,4,6,1,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,2,2,5,4,3,4,4,2,3,4,1,8,8,8,1,3,5,1,1,1,1,1,1,5,2,3,2,5,4,3,2,4,1,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,7000,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,9,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123008146622,213,1,3.6666666666666665,4,4,3,3,3.8333333333333335,7000,8.85366542803745,427
2023-02-25 10:24:35,2023-02-27 17:38:11,0,100,198816,1,2023-02-27 17:38:11,R_ZjxFGyPsmfrmMFP,anonymous,FR,1,1,NA,58,4,213,6,5,6,5,5,5,5,5,4,5,7,5,6,3,"Les entreprises privées parce qu'elles ont les moyens de mener, d'acheter des études, des scientifiques et ainsi de s'approprier leurs résultats d'investigation pour capitaliser et faire des bénéfices colossaux sur leurs investissements par purs appâts du gain",NA,3,6,1,5,5,4,3,3,1,1,3,5,5,5,4,5,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,3,3,5,5,3,3,1,9,1,9,1,3,2,4,1,5,4,3,4,4,1,2,1,5,1,1,1,4,2,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,54000,1,1,1,2,4,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,3,4,1,3,3,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236923091538986,213,1,4,4,4,4.4,3,4,54000,10.896739325546411,428
2023-02-27 17:21:23,2023-02-27 17:39:01,0,100,1058,1,2023-02-27 17:39:01,R_238iKgNUNrWjtrQ,anonymous,FR,1,1,NA,74,4,213,5,6,6,2,3,2,1,2,5,3,6,1,1,1,NA,Bonne question ! Sa discrétion.,5,6,1,3,3,3,3,4,4,2,3,2,1,3,2,4,5,4,3,3,4,3,3,2,4,4,2,4,5,3,3,2,3,5,5,5,4,3,2,3,1,1,4,3,1,2,5,5,3,3,4,3,2,3,1,1,1,4,4,3,3,3,2,2,2,5,2,2,1,4,1,2,2,4,4,4,4,3,3,3,3,3,3,24000,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,2,7,4,2,1,4,4,2,5,4,4,4,3,3,3,2,4,5,4,4,1,2,4,237123008148699,213,1,3.3333333333333335,3,4.333333333333333,2.6,4,3.1666666666666665,24000,10.085809109330082,429
2023-02-27 17:17:59,2023-02-27 17:39:48,0,100,1309,1,2023-02-27 17:39:48,R_2tg0kz2bVboytvr,anonymous,FR,1,0,NA,69,4,213,3,2,2,1,2,2,1,3,1,3,4,3,4,3,Les chercheurs,NA,3,4,1,3,4,3,4,3,4,3,4,2,2,2,2,4,5,4,4,4,4,2,3,4,3,4,3,4,4,2,2,3,3,3,3,3,4,2,4,4,3,4,3,3,1,4,4,4,2,3,4,2,3,3,2,2,2,4,2,2,2,1,3,2,1,4,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,32000,4,5,2,2,4,4,4,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,6,6,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007777888,213,1,2.6666666666666665,4,3.6666666666666665,2.6,3,3.3333333333333335,32000,10.373491181781864,430
2023-02-27 17:27:10,2023-02-27 17:40:33,0,100,803,1,2023-02-27 17:40:33,R_1CeBDce3aVsuM2d,anonymous,FR,1,0,NA,48,4,213,2,5,2,1,2,2,2,2,1,3,3,1,1,1,Les pays riches,NA,2,6,1,5,5,4,2,3,2,2,2,3,2,3,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,5,4,4,4,3,3,3,3,3,2,3,1,10,5,6,5,4,2,2,3,4,1,1,1,2,1,1,1,5,1,1,1,4,1,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2000,99,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,2,2,3,2,6,1,1,1,1,4,2,4,3,2,3,3,3,4,2,4,3,3,3,3,237123008146625,213,1,4,4,3,2.8,4,4,2000,7.600902459542082,431
2023-02-27 17:32:35,2023-02-27 17:40:38,0,100,482,1,2023-02-27 17:40:38,R_2ZQBZZ2KJ6TbRjR,anonymous,FR,1,1,NA,57,4,213,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,ses connaissances,3,4,1,4,4,3,4,4,3,3,3,4,3,3,3,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,4,3,1,7,7,6,8,4,3,2,4,4,3,2,2,2,4,4,3,2,3,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,4,3,4,3,3200,3,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,1,2,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007772708,213,1,4,3,4,3.2,4,3.5,3200,8.070906088787819,432
2023-02-27 17:28:19,2023-02-27 17:41:41,0,100,802,1,2023-02-27 17:41:42,R_ZyE5bKojJe23hpD,anonymous,FR,1,0,NA,53,4,213,1,3,1,1,1,1,1,1,1,2,3,1,1,1,NA,"je ne sais pas vraiment. a priori sa compétence, ses connaissances, sa réputation, son intégrité",3,4,1,4,5,4,5,3,2,3,3,3,3,3,5,5,5,4,3,4,4,4,3,4,4,4,3,4,4,4,3,5,4,4,4,4,4,2,2,3,2,3,3,2,1,10,3,6,1,4,5,5,1,5,2,1,5,5,1,1,1,5,1,1,1,5,1,2,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,26000,4,5,1,2,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,1,1,1,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123008150782,213,1,4,4,4,3.8,3,4,26000,10.165851817003619,433
2023-02-27 17:39:01,2023-02-27 18:09:34,0,100,1832,1,2023-02-27 18:09:34,R_YRjNxuY4SEEE9eV,anonymous,FR,1,1,NA,59,4,213,4,4,2,1,4,1,1,1,2,3,4,1,1,1,Les malades en bénéficient beaucoup ainsi que les élèves dans le cadre de l’enseignement scolaire ou universitaire. Les malades bénéficient des avancées de la science et les élèves reçoivent les avancées en formation . On peut aussi parler des téléspectateurs et des auditeurs et des lecteurs qui peuvent avoir accès aux progrès scientifiques…,NA,5,6,1,5,5,5,4,5,5,5,4,5,5,4,5,5,3,5,4,3,4,3,3,4,4,4,3,4,4,4,2,4,4,5,4,4,4,4,2,3,3,3,4,3,1,8,5,8,1,4,2,3,2,3,3,2,3,4,1,4,2,2,3,3,3,2,4,3,3,3,2,4,4,3,4,3,4,4,4,3,4,3,4,50000,99,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,7,6,4,2,1,3,1,1,3,4,3,3,4,4,3,3,4,4,3,3,4,4,1,237123008151567,213,1,3.6666666666666665,3.6666666666666665,4,4.4,4,3.6666666666666665,50000,10.819778284410283,434
2023-02-27 17:55:07,2023-02-27 18:10:11,0,100,903,1,2023-02-27 18:10:11,R_UlPczh5Ejkzf5uN,anonymous,FR,1,1,NA,54,4,213,3,5,2,1,2,2,2,1,1,2,5,2,1,1,NA,ras,4,6,1,5,2,1,3,4,3,1,3,3,4,2,5,4,5,5,5,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,2,2,2,1,3,2,1,1,8,5,7,1,4,1,4,4,3,1,2,2,1,2,2,1,3,3,2,1,4,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1800,99,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,1,3,1,1,1,1,1,1,2,3,5,4,5,1,1,1,2,4,4,5,4,5,237123007785121,213,1,3.6666666666666665,4,3.6666666666666665,3.8,3,3.8333333333333335,1800,7.495541943884256,435
2023-02-27 17:53:52,2023-02-27 18:11:56,0,100,1083,1,2023-02-27 18:11:56,R_2qsmVwxsGKeiNgk,anonymous,FR,1,0,NA,28,4,213,3,3,3,3,2,1,3,1,1,4,5,1,3,2,"Les humains. La science a tellement évoluer qu'elle permet pleins de progrès, tant en terme de santé/maladie que de technologie",NA,5,4,1,1,1,3,3,3,3,1,5,5,3,5,3,5,2,5,5,2,2,1,3,4,3,4,1,4,2,1,1,2,1,4,2,4,2,1,4,5,4,4,3,5,1,8,6,9,1,1,4,5,1,5,3,4,4,5,1,1,2,4,3,1,1,4,2,3,2,3,1,5,5,5,5,4,5,5,5,5,5,3,5,3400,1,4,1,1,3,3,3,1,1,3,3,3,3,1,1,1,4,4,4,2,4,3,1,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007774784,213,1,2,3.3333333333333335,2.3333333333333335,3.6,5,2.6666666666666665,3400,8.131530710604252,436
2023-02-27 18:06:31,2023-02-27 18:20:43,0,100,851,1,2023-02-27 18:20:43,R_1CvjRLdjhAFMrEX,anonymous,FR,1,1,NA,56,3,213,1,3,1,1,2,1,1,3,1,2,2,1,1,1,NA,le fait qu'elle présente des preuve de ce qu'elle avance avec des résultats probants,3,2,1,3,4,1,1,2,1,1,4,2,2,3,5,3,4,5,4,4,3,2,4,4,2,3,4,4,5,3,3,4,4,4,3,4,5,2,3,3,3,3,4,4,1,8,6,6,3,2,3,2,4,2,1,2,1,3,3,2,2,4,3,2,2,4,1,2,3,4,2,3,3,2,1,2,2,3,3,3,2,3,4,37000,99,99,1,1,4,4,3,3,2,2,3,3,3,2,2,4,4,4,2,2,1,2,5,6,7,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123008146618,213,1,2.6666666666666665,4,3.3333333333333335,3.2,4,3.3333333333333335,37000,10.51867319162636,437
2023-02-27 18:06:38,2023-02-27 18:21:55,0,100,916,1,2023-02-27 18:21:55,R_1Ea5sA2c9V5wStL,anonymous,FR,1,1,NA,51,3,213,1,3,3,3,3,1,3,1,1,3,4,1,2,1,NA,bonne question,1,2,1,5,5,3,4,4,4,1,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,5,3,1,2,5,3,3,4,3,1,6,6,7,5,3,5,3,2,4,3,3,3,4,2,1,1,5,3,3,1,5,1,2,3,3,1,4,4,4,4,4,4,5,5,5,5,5,5,1850,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,4,2,2,3,1,1,1,1,1,4,3,3,4,4,4,2,2,4,3,3,4,4,4,9,237123007752338,213,1,3,3,3,3.4,3,3,1850,7.52294091807237,438
2023-02-27 17:59:41,2023-02-27 18:23:27,0,100,1425,1,2023-02-27 18:23:27,R_3OcCdWuo7fpztur,anonymous,FR,1,0,NA,40,3,213,1,2,1,2,1,1,2,2,1,2,3,3,3,1,NA,"Je ne sais pas, je dirais qu’il ou qu’elle prouve réellement et qu’il/qu’elle arrive à me convaincre",2,4,1,3,3,5,2,4,4,2,3,4,1,3,4,4,2,3,4,3,4,3,3,4,4,4,3,3,3,4,3,1,3,4,4,4,3,2,2,2,2,4,3,4,1,9,9,9,1,3,3,1,3,1,3,1,1,1,1,2,2,3,3,3,2,2,2,3,3,3,1,3,4,3,4,3,4,3,4,3,4,3,4,21000,99,99,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,3,1,7,1,2,1,4,1,1,1,2,2,3,4,2,1,2,3,1,3,3,5,1,2,237123007890568,213,1,3.6666666666666665,3.3333333333333335,3.6666666666666665,2.8,3,3.5,21000,9.95227771670556,439
2023-02-27 17:30:54,2023-02-27 18:25:28,0,100,3274,1,2023-02-27 18:25:29,R_2VwlA1MMOd9QPWf,anonymous,FR,1,1,NA,64,4,213,5,5,5,6,5,6,4,5,4,6,5,4,4,1,les populations   la sience permets le progres,NA,4,6,5,5,5,5,2,4,4,4,4,3,4,2,3,5,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,5,5,5,3,3,2,3,3,4,4,4,1,10,3,10,1,5,3,4,2,5,3,3,3,4,1,2,1,4,2,2,2,4,3,3,3,3,2,4,5,4,5,3,4,4,4,4,4,4,4,63000,2,2,2,2,4,4,4,4,2,3,3,3,4,4,2,3,3,3,4,4,2,3,1,2,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123008150530,213,1,3.6666666666666665,4,4,3.4,5,3.8333333333333335,63000,11.05089000537367,440
2023-02-27 18:05:16,2023-02-27 18:26:36,0,100,1280,1,2023-02-27 18:26:37,R_247vdgQC8Zo07GQ,anonymous,FR,1,0,NA,48,4,213,2,3,2,1,1,1,1,1,1,2,3,2,1,1,Je voudrais dire l'humanité en général mais en ce qui concerne le côté financier je dirais plutôt les laboratoires et surtout les compagnies pharmaceutiques car c'est le marché le plus enrichissant,NA,3,6,1,5,5,5,1,3,3,1,5,3,3,3,3,5,4,4,4,3,3,3,3,4,3,3,3,4,3,4,4,5,3,5,5,5,4,3,4,5,4,3,2,3,1,5,6,6,5,2,5,3,2,3,2,3,2,4,2,1,1,5,1,1,1,5,1,3,2,3,1,5,5,4,4,3,4,5,5,5,4,4,4,32000,99,99,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,3,3,1,4,3,1,1,1,1,3,1,1,5,5,5,1,1,3,3,3,5,5,5,9,236591981672601,213,1,3.3333333333333335,3.6666666666666665,3,3.2,4,3.5,32000,10.373491181781864,441
2023-02-27 17:17:24,2023-02-27 18:26:47,0,100,4162,1,2023-02-27 18:26:47,R_2WxazonoGV4EDzw,anonymous,FR,1,1,NA,50,4,213,2,2,4,3,3,3,4,1,2,2,2,1,1,1,NA,"L’université où il a étudié, ses publications, son indépendance vis à vis des politiques, des idéologies et des laboratoires.",2,2,1,5,5,5,3,2,3,1,5,3,1,3,2,5,5,4,3,3,4,4,3,3,3,4,2,4,3,4,2,5,4,5,5,5,3,3,2,3,2,2,3,4,1,9,7,6,1,1,5,1,3,1,1,1,1,1,5,1,3,3,1,1,1,1,1,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,17500,5,4,3,2,4,4,4,1,3,1,4,3,3,2,2,3,4,4,4,2,2,1,5,6,9,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007782003,213,1,4,3.3333333333333335,3.3333333333333335,2.8,3,3.6666666666666665,17500,9.769956159911606,442
2023-02-27 18:17:52,2023-02-27 18:34:54,0,100,1021,1,2023-02-27 18:34:54,R_3KGVFWq1DTjp4vY,anonymous,FR,1,0,NA,49,4,213,4,4,4,3,4,2,2,2,2,3,3,1,1,1,NA,NA,3,6,5,5,5,4,4,3,4,2,4,3,2,3,3,3,5,4,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,3,3,3,3,3,1,7,3,NA,5,3,3,3,3,2,2,3,3,3,5,2,2,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,99,99,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,3,3,4,3,5,1,2,2,3,3,4,3,3,3,3,3,4,4,4,3,2,3,3,4,237123008201798,213,1,3.6666666666666665,4,3.6666666666666665,3.2,3,3.8333333333333335,NA,NA,443
2023-02-27 18:11:36,2023-02-27 18:35:20,0,100,1424,1,2023-02-27 18:35:21,R_1OC3ZGsMdV6zTXO,anonymous,FR,1,0,NA,47,3,213,4,3,5,4,3,3,3,1,1,3,5,1,1,1,NA,Aucune idée,3,2,1,5,4,5,4,4,2,2,2,1,1,2,1,5,5,5,5,4,4,4,3,5,4,4,3,5,4,4,4,4,3,4,2,4,2,2,3,4,2,3,2,3,1,5,10,6,1,3,5,2,2,4,4,3,2,2,1,1,2,3,2,1,2,3,2,2,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,2900,99,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237123007755426,213,1,4,4.666666666666667,4,2,3,4.333333333333333,2900,7.9724660159745655,444
