StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,0_acc_a_1,0_com_a,0_acc_b_1,0_com_b,1_acc_a_1,1_com_a,1_acc_b_1,1_com_b,2_acc_a_1,2_com_a,2_acc_b_1,2_com_b,3_acc_a_1,3_com_a,3_acc_b_1,3_com_b,Q1,gender,age,education,PROLIFIC_PID,number,counter
2023-06-06 12:59:32,2023-06-06 13:02:33,0,78.105.7.145,100,180,1,2023-06-06 13:02:34,R_2VCpvURJgU33rTD,,,,,56.5292,-3.0745,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,,2,31,5,5bc4c4933b998700018142cd,ten_distant,8
2023-06-06 13:00:21,2023-06-06 13:02:32,0,81.151.28.114,100,130,1,2023-06-06 13:02:34,R_1rra4J0oo7kVBWA,,,,,52.5369,-0.2041,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,30,4,30,4,60,4,60,4,,1,26,5,5c1d234d89f035000172aeb7,ten,8
2023-06-06 12:59:24,2023-06-06 13:02:33,0,176.252.50.8,100,189,1,2023-06-06 13:02:34,R_1IZqhVyU9LIg19M,,,,,53.7458,-1.3761,anonymous,EN,1,I pay attention,45,4,50,4,29,4,40,4,50,4,50,4,95,6,90,6,,2,44,3,60c1f0e3708c6bcc65473102,three,8
2023-06-06 12:59:06,2023-06-06 13:02:34,0,90.242.46.191,100,207,1,2023-06-06 13:02:34,R_pQ0lY98nRNiCdnH,,,,,51.4535,-2.5917,anonymous,EN,1,I pay attention,28,3,90,6,31,3,31,3,67,5,65,4,90,6,92,6,,1,50,5,6267c02a72a6675363631f49,ten_distant,8
2023-06-06 12:59:55,2023-06-06 13:02:35,0,86.183.155.25,100,160,1,2023-06-06 13:02:36,R_RsGxM7HjsQBrPhv,,,,,53.4994,-2.2433,anonymous,EN,1,I pay attention,45,4,45,4,33,3,33,3,62,5,62,5,68,5,68,5,,2,29,2,56b486f7b2de2a0006322667,three,8
2023-06-06 13:00:02,2023-06-06 13:02:36,0,2.98.118.144,100,153,1,2023-06-06 13:02:36,R_AnTiMbYVloU8dX3,,,,,54.5744,-1.2317,anonymous,EN,1,I pay attention,19,2,16,2,19,3,29,3,50,4,49,4,82,6,80,6,,2,45,5,594a8e2eeaa18e000163f6cd,three,8
2023-06-06 12:59:32,2023-06-06 13:02:36,0,176.248.118.133,100,184,1,2023-06-06 13:02:37,R_ONltcdxNYFAM9Ox,,,,,51.3295,0.578,anonymous,EN,1,I pay attention,15,3,25,3,33,4,33,4,70,5,75,5,95,5,95,6,,1,52,6,5e64f63fe8177d2669776c08,three,8
2023-06-06 12:59:33,2023-06-06 13:02:35,0,82.12.126.13,100,182,1,2023-06-06 13:02:38,R_3NIntZy4GyCq2Th,,,,,50.8544,-1.002,anonymous,EN,1,I pay attention,20,2,20,2,30,3,30,3,60,4,55,5,74,6,75,5,,1,26,6,63ed0a8a65ddbf9edae99a16,ten_distant,8
2023-06-06 12:59:32,2023-06-06 13:02:37,0,92.233.64.23,100,185,1,2023-06-06 13:02:38,R_3KCu9lfQSrQ3Ts5,,,,,51.4351,-2.5419,anonymous,EN,1,I pay attention,51,4,60,4,33,4,33,4,50,4,50,4,80,5,80,5,,2,30,5,5fa17668d344ba27114bdffe,ten,8
2023-06-06 12:59:35,2023-06-06 13:02:38,0,90.217.176.40,100,183,1,2023-06-06 13:02:39,R_2qwpMFKLwfI7CPO,,,,,52.4994,-2.0188,anonymous,EN,1,I pay attention,100,7,100,7,100,7,100,7,100,7,100,7,100,7,100,7,,1,42,3,5eadaff848b26f4483ae62d9,three,8
2023-06-06 12:59:25,2023-06-06 13:02:39,0,86.151.167.118,100,193,1,2023-06-06 13:02:40,R_2aIZAtcGqDZ9mVv,,,,,53.5956,-1.6642,anonymous,EN,1,I pay attention,15,3,15,2,18,4,31,4,63,5,63,5,97,6,93,6,,2,44,5,62d13440676173259ba7d504,three,8
2023-06-06 12:59:59,2023-06-06 13:02:39,0,194.12.6.67,100,160,1,2023-06-06 13:02:40,R_DB4i7CWMNn3TTMJ,,,,,51.4643,-0.0119,anonymous,EN,1,I pay attention,20,3,19,3,34,4,33,4,69,5,70,5,92,6,90,6,,1,39,5,5e54e72f4780844d1db7976d,three,8
2023-06-06 12:59:59,2023-06-06 13:02:39,0,81.97.240.70,100,160,1,2023-06-06 13:02:40,R_1jxr2mbR2rmEPvJ,,,,,55.8319,-4.4322,anonymous,EN,1,I pay attention,24,3,24,3,31,4,34,4,61,4,57,4,30,4,75,5,,1,28,3,63d3f9134dd046702eb282e2,three,8
2023-06-06 13:00:05,2023-06-06 13:02:39,0,86.26.12.248,100,154,1,2023-06-06 13:02:40,R_ZfnHDbb9bh3CPzr,,,,,53.4155,-2.122,anonymous,EN,1,I pay attention,10,2,10,2,33,4,33,4,86,6,83,6,100,7,100,7,,2,26,3,6449009f6ecd1d4b69a188f4,three,8
2023-06-06 12:59:46,2023-06-06 13:02:40,0,82.15.58.184,100,173,1,2023-06-06 13:02:41,R_3qerzSgSri1PppI,,,,,51.6706,-1.2794,anonymous,EN,1,I pay attention,34,4,34,4,33,4,32,4,32,4,33,4,32,4,33,4,,2,38,5,63d2a265f30f192a148f83cc,three,8
2023-06-06 12:59:43,2023-06-06 13:02:42,0,148.252.140.128,100,178,1,2023-06-06 13:02:42,R_1IgcXVEv6nxZyV9,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,10,3,9,2,31,4,31,4,81,6,81,5,100,6,100,6,,2,29,5,5a5a6ed7f6c517000195029e,ten_distant,8
2023-06-06 12:59:30,2023-06-06 13:02:44,0,94.195.108.228,100,193,1,2023-06-06 13:02:45,R_2sYkJvPmXc8AO98,,,,,50.8273,-0.4887,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,5,33,4,80,4,80,5,,2,34,5,613b8bc5f1c3fbea944a1810,three,8
2023-06-06 13:00:00,2023-06-06 13:02:45,0,94.12.135.21,100,164,1,2023-06-06 13:02:45,R_OcCHZgD6RqLqTiF,,,,,50.8544,-1.002,anonymous,EN,1,I pay attention,9,1,15,2,20,3,52,4,91,7,50,5,100,7,99,7,,2,32,3,63d7b9548b1cade2769d4b81,ten,8
2023-06-06 12:59:26,2023-06-06 13:02:44,0,5.69.22.134,100,198,1,2023-06-06 13:02:45,R_1Rfc8fkyiRxuFsl,,,,,51.607,0.4036,anonymous,EN,1,"I pay attention ",33,2,33,2,34,2,33,2,66,5,66,5,100,7,100,7,,1,57,6,5ddecbb55daaa6e4238aabc7,three,8
2023-06-06 12:59:34,2023-06-06 13:02:46,0,92.239.212.52,100,191,1,2023-06-06 13:02:47,R_1dbfUeqVaGYY2t1,,,,,56.4806,-2.9358,anonymous,EN,1,I pay attention,30,3,30,3,30,3,30,3,61,5,65,5,91,6,90,7,,1,50,7,6234a3d5cd2f63c705e5842d,ten,8
2023-06-06 13:00:16,2023-06-06 13:02:46,0,51.52.94.126,100,149,1,2023-06-06 13:02:47,R_2uDTthW4jmRm1eP,,,,,51.366,-0.4785,anonymous,EN,1,I pay attention,15,2,20,2,30,4,30,4,75,5,85,5,95,6,95,6,,1,33,2,63d13f8a6bae53e55ef876c2,ten_distant,8
2023-06-06 12:59:53,2023-06-06 13:02:50,0,90.202.230.198,100,177,1,2023-06-06 13:02:51,R_3G7jSz1QO1ZzPub,,,,,55.867,-4.3056,anonymous,EN,1,I pay attention,30,3,30,3,33,4,33,4,75,5,30,4,90,6,90,5,,2,23,3,60e0687e08d77efdaa4e9aa8,three,8
2023-06-06 12:59:46,2023-06-06 13:02:51,0,146.199.37.250,100,184,1,2023-06-06 13:02:51,R_8e8PM6kIRqWYG0p,,,,,52.1115,0.5045,anonymous,EN,1,I pay attention,35,3,75,6,35,4,35,3,75,6,75,6,99,6,99,7,,2,43,5,5ad21d44d9f7470001db18d5,ten,8
2023-06-06 13:00:10,2023-06-06 13:02:51,0,88.107.58.39,100,160,1,2023-06-06 13:02:52,R_2y78xXkdmkJnqh5,,,,,53.4558,-1.3756,anonymous,EN,1,I pay attention,33,4,33,4,50,4,50,4,66,5,66,6,90,6,90,6,,2,43,6,6271745a34492fcddff68879,ten_distant,8
2023-06-06 12:59:23,2023-06-06 13:02:51,0,51.6.246.242,100,208,1,2023-06-06 13:02:52,R_1j8PKgMpdeYa3mp,,,,,51.2122,-2.6505,anonymous,EN,1,I pay attention,33,3,33,4,33,4,33,4,66,4,66,4,99,4,99,4,,2,54,4,5c48c13bcae0ab0001890ce4,three,8
2023-06-06 12:59:54,2023-06-06 13:02:52,0,149.241.145.150,100,177,1,2023-06-06 13:02:52,R_2dAPdCg9l8fz1bL,,,,,51.4536,-0.4233,anonymous,EN,1,I pay attention,49,4,50,4,37,4,100,4,65,4,100,4,100,4,100,4,,1,50,6,5af6e439672ea800010d4e92,three,8
2023-06-06 13:00:28,2023-06-06 13:02:52,0,77.86.50.170,100,144,1,2023-06-06 13:02:53,R_3sttOWj4ovekKq1,,,,,53.7426,-0.3295,anonymous,EN,1,I pay attention,18,3,18,3,30,4,19,3,61,5,61,5,92,6,91,6,,2,45,5,5a86e1a4eea3d300016e7981,three,8
2023-06-06 13:01:13,2023-06-06 13:02:52,0,80.193.128.200,100,99,1,2023-06-06 13:02:53,R_1gnzMVrYxR3Enpw,,,,,51.4895,-2.509,anonymous,EN,1,I pay attention,34,4,41,4,42,4,42,4,44,4,43,4,40,4,42,4,,2,25,5,62a71ce6a09aa213bd5c3de9,ten_distant,8
2023-06-06 12:59:41,2023-06-06 13:02:54,0,86.25.176.122,100,193,1,2023-06-06 13:02:55,R_3hot9ygPBjpePAT,,,,,51.366,-0.4785,anonymous,EN,1,I pay attention,33,3,33,3,33,4,33,4,66,5,66,5,95,6,95,6,,2,43,5,5975b75a2356570001085d0c,ten,8
2023-06-06 12:59:18,2023-06-06 13:02:55,0,2.126.66.9,100,216,1,2023-06-06 13:02:55,R_3JCry91wQTMK2XF,,,,,53.4424,-2.8693,anonymous,EN,1,I pay attention,30,5,32,4,31,4,31,4,67,5,67,5,92,5,92,6,,2,50,4,61237068bc84f5037bd32443,ten,8
2023-06-06 12:59:08,2023-06-06 13:02:55,0,78.145.36.9,100,227,1,2023-06-06 13:02:56,R_31FdXByykTwT3We,,,,,53.6943,-2.6888,anonymous,EN,1,I pay attention,9,3,9,3,33,4,33,4,50,4,50,4,92,5,95,5,,2,57,5,56b78f11e77ebe000cbefe79,three,8
2023-06-06 12:59:42,2023-06-06 13:02:56,0,5.71.212.127,100,194,1,2023-06-06 13:02:57,R_3njVOL9FXoyJXj8,,,,,52.2318,-0.9171,anonymous,EN,1,I pay attention,20,3,20,2,35,4,40,4,75,5,65,5,85,6,85,6,,1,26,2,5bc9e924e642db0001d3a1c5,three,8
2023-06-06 13:00:08,2023-06-06 13:02:56,0,2.102.114.79,100,167,1,2023-06-06 13:02:57,R_1C88EqR5gWmnsZC,,,,,52.9538,-1.1571,anonymous,EN,1,I pay attention,31,3,31,3,50,4,50,4,65,5,58,5,72,5,74,5,,1,52,5,5b8a709614e8c6000104eafa,three,8
2023-06-06 13:00:00,2023-06-06 13:02:57,0,77.100.60.28,100,177,1,2023-06-06 13:02:58,R_1kRNieMQiTrhSjy,,,,,51.4991,-0.5545,anonymous,EN,1,I pay attention,21,3,20,3,20,2,50,4,71,5,72,5,94,7,95,7,,1,36,2,637e1ba574d7ff42750480f1,three,8
2023-06-06 13:00:10,2023-06-06 13:02:59,0,90.211.166.241,100,168,1,2023-06-06 13:03:00,R_2CTYjMAnxfO0sxE,,,,,53.5024,-2.5224,anonymous,EN,1,i pay attention,51,4,50,4,49,4,49,4,50,4,100,7,100,7,100,7,,2,55,2,5c60501d767686000100150c,three,8
2023-06-06 12:59:52,2023-06-06 13:02:59,0,90.241.250.114,100,187,1,2023-06-06 13:03:00,R_9X3S1Y0Y5F4SPND,,,,,53.4606,-2.2572,anonymous,EN,1,I pay attention,21,2,62,4,59,4,20,2,20,3,61,4,80,5,29,3,,1,39,5,63d7c801f0f4b174dc23d777,ten,8
2023-06-06 12:59:15,2023-06-06 13:03:01,0,86.157.79.59,100,225,1,2023-06-06 13:03:01,R_OHAXcC771TUvpQt,,,,,53.2861,-0.8263,anonymous,EN,1,I pay attention,36,3,33,3,33,4,50,4,47,5,46,5,52,5,55,5,,2,53,5,59d866c4e2762800015eb6e3,three,8
2023-06-06 12:59:45,2023-06-06 13:03:01,0,95.147.113.0,100,196,1,2023-06-06 13:03:02,R_2AZ0un3lwaAhGo5,,,,,51.6539,-0.0888,anonymous,EN,1,I pay attention,91,6,90,6,50,4,50,4,25,2,20,2,50,4,50,4,,2,72,5,5eaaa1f09980ee025a0e1f12,three,8
2023-06-06 13:00:08,2023-06-06 13:03:02,0,92.1.207.19,100,173,1,2023-06-06 13:03:03,R_3CPLlfyYFLI0eqI,,,,,55.8866,-3.6982,anonymous,EN,1,I pay attention,35,4,33,5,34,5,33,4,66,6,66,5,96,6,97,6,,1,48,5,5b1386089663ee0001461b6e,ten,8
2023-06-06 12:59:34,2023-06-06 13:03:03,0,62.56.176.33,100,208,1,2023-06-06 13:03:04,R_31AcluOJH1qpbkD,,,,,51.9979,0.5886,anonymous,EN,1,I pay attention,15,2,20,2,33,4,33,4,80,6,60,5,98,7,80,6,,1,54,5,56fd111d581aa6000f54d061,ten_distant,8
2023-06-06 12:59:24,2023-06-06 13:03:04,0,80.229.30.151,100,220,1,2023-06-06 13:03:05,R_XCmEMLNocJ7J8Fb,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,36,4,42,4,40,4,40,4,71,6,66,6,86,6,86,6,,2,56,5,5be7752e66e3d1000103957f,three,8
2023-06-06 13:00:19,2023-06-06 13:03:06,0,151.225.168.67,100,167,1,2023-06-06 13:03:07,R_2SGiWpd0OmdQV2l,,,,,50.7873,-1.9838,anonymous,EN,1,I pay attention,50,4,50,4,40,4,40,4,65,5,66,5,100,6,100,6,,1,51,5,628b8fb9d25b3424dd467988,ten,8
2023-06-06 12:59:54,2023-06-06 13:03:07,0,151.228.103.90,100,193,1,2023-06-06 13:03:08,R_vws6Sv8oAQWAh9f,,,,,57.4167,-2.2271,anonymous,EN,1,I pay attention,25,2,30,2,31,2,30,3,80,5,90,6,100,6,100,7,,2,35,5,5be883c833f40a0001032d5f,ten_distant,8
2023-06-06 12:59:37,2023-06-06 13:03:07,0,77.101.4.170,100,210,1,2023-06-06 13:03:08,R_1dLFcBp0GJxFBbb,,,,,52.5218,-1.9985,anonymous,EN,1,I pay attention,31,4,30,4,22,3,33,3,79,5,70,5,94,6,81,6,,2,45,4,63d405a83ba700cc5bb12e9c,ten_distant,8
2023-06-06 12:59:34,2023-06-06 13:03:07,0,86.20.222.208,100,213,1,2023-06-06 13:03:08,R_Wq73np0QBho3n6F,,,,,55.0021,-1.6287,anonymous,EN,1,I pay attention,27,3,23,3,26,3,21,2,63,5,45,4,82,5,82,5,,2,57,2,622bb4f79c52ad04bb91e752,three,8
2023-06-06 13:00:05,2023-06-06 13:03:08,0,213.107.1.231,100,182,1,2023-06-06 13:03:09,R_2RWU7iHsArHsCky,,,,,51.4828,-0.1371,anonymous,EN,1,"I pay attention ",80,6,83,6,87,6,80,5,84,5,81,6,81,5,84,5,,1,28,5,60b1fcb92ac05499e8c028ad,three,8
2023-06-06 12:59:56,2023-06-06 13:03:08,0,176.249.36.62,100,192,1,2023-06-06 13:03:09,R_2q7zXuIhDe9h38a,,,,,56.1947,-3.0115,anonymous,EN,1,I pay attention,34,3,34,3,50,4,50,4,70,5,71,5,87,5,86,5,,2,39,6,588a4cbb670d6600012bd509,ten_distant,8
2023-06-06 13:00:25,2023-06-06 13:03:09,0,82.24.178.169,100,163,1,2023-06-06 13:03:09,R_2S7DL1le7XU2OJN,,,,,54.5396,-5.975,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,1,40,2,5d1e0b068777b50001f52b0e,three,8
2023-06-06 12:59:32,2023-06-06 13:03:09,0,90.253.6.76,100,216,1,2023-06-06 13:03:10,R_D2Hed5xDH7z6HD3,,,,,56.208,-3.4654,anonymous,EN,1,I pay attention,10,4,10,5,10,5,10,5,5,4,60,5,95,5,94,6,,2,56,6,5cf806142780ca001a9d5cee,ten_distant,8
2023-06-06 12:59:56,2023-06-06 13:03:09,0,82.7.135.5,100,193,1,2023-06-06 13:03:10,R_2f6EkcdoS6zARqq,,,,,52.9994,-1.1318,anonymous,EN,1,I pay attention,15,2,15,2,33,4,33,4,65,5,65,5,85,6,85,6,,2,32,5,5966679b09fe230001014e06,three,8
2023-06-06 13:00:04,2023-06-06 13:03:10,0,77.100.171.123,100,185,1,2023-06-06 13:03:10,R_3ey8nm3fBVhkDwO,,,,,51.6539,-0.0888,anonymous,EN,1,I pay attention,40,4,40,4,10,4,10,4,60,5,60,5,80,6,80,6,,1,31,5,6346a6356881c0d9ca618abf,ten_distant,8
2023-06-06 12:59:18,2023-06-06 13:03:11,0,94.11.37.188,100,233,1,2023-06-06 13:03:12,R_2Sqsx6Bx21Ep5tL,,,,,50.9747,-2.6071,anonymous,EN,1,I pay attention,50,3,50,4,30,3,31,3,51,5,50,5,61,6,60,5,,2,43,2,596e1cc639e9d00001b7bb84,three,8
2023-06-06 12:59:44,2023-06-06 13:03:11,0,90.217.176.40,100,207,1,2023-06-06 13:03:12,R_DCuMIKF2SylLhtv,,,,,52.4994,-2.0188,anonymous,EN,1,I pay attention,100,7,100,7,100,7,100,7,100,7,100,7,100,7,100,7,,2,41,5,5f0f59f3bc44f50f92845a05,ten_distant,8
2023-06-06 12:59:40,2023-06-06 13:03:12,0,92.21.178.254,100,212,1,2023-06-06 13:03:13,R_3Hj2Mpa9QiHAJ1v,,,,,51.631,-3.4774,anonymous,EN,1,I pay attention,33,3,33,3,34,4,33,3,33,3,66,5,100,7,100,7,,1,47,5,5ca9bc7978958e0016c5008b,three,8
2023-06-06 12:59:50,2023-06-06 13:03:13,0,109.158.203.103,100,202,1,2023-06-06 13:03:13,R_bIsLk5mzKBXzxx7,,,,,54.1166,-3.235,anonymous,EN,1,I pay attention,28,3,25,1,34,4,33,4,75,5,75,6,100,7,100,7,,2,62,2,5ee1216a2a8a214e2ac6fb8b,three,8
2023-06-06 12:59:37,2023-06-06 13:03:13,0,194.207.188.186,100,216,1,2023-06-06 13:03:14,R_2q2iIbB424QnpI2,,,,,53.7606,-0.3734,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,60,4,60,5,85,6,85,6,,2,26,2,63ed0ffba76a3fb9dfe6dbdb,ten_distant,8
2023-06-06 13:00:06,2023-06-06 13:03:14,0,86.1.66.83,100,187,1,2023-06-06 13:03:14,R_2vj3n1BQk5f7eWx,,,,,53.1515,-0.5563,anonymous,EN,1,I pay attention,80,6,80,6,80,6,75,5,75,5,35,2,80,6,80,6,,1,35,2,5c1575e62a407b0001ff2a4c,ten,8
2023-06-06 12:59:38,2023-06-06 13:03:14,0,146.199.36.74,100,215,1,2023-06-06 13:03:15,R_yDqOXiPhuzpBIIx,,,,,51.279,1.0763,anonymous,EN,1,i pay attention,10,4,10,4,9,4,10,4,10,5,10,5,10,5,10,5,,1,34,5,63d40acabb1c70df419c1267,ten_distant,8
2023-06-06 12:59:53,2023-06-06 13:03:15,0,82.45.36.215,100,201,1,2023-06-06 13:03:15,R_3IQQAjHUbnCM40x,,,,,55.806,-3.9417,anonymous,EN,1,I pay attention,40,3,31,3,40,4,41,4,60,5,61,4,82,5,79,5,,2,39,5,62f108ab1d119c891d45ae6a,ten_distant,8
2023-06-06 13:00:13,2023-06-06 13:03:15,0,81.104.120.162,100,181,1,2023-06-06 13:03:15,R_1MXKHR1QoF7Lriw,,,,,53.4367,-2.9652,anonymous,EN,1,"I pay attention ",10,3,10,3,10,4,10,4,10,4,10,4,10,3,85,5,,1,39,5,5fba520e6c3b2e9c74d36273,ten,8
2023-06-06 12:59:24,2023-06-06 13:03:15,0,82.132.216.218,100,230,1,2023-06-06 13:03:15,R_1fZ9Ti9Nn4E4Nhx,,,,,55.9933,-3.7613,anonymous,EN,1,I pay attention,20,4,20,4,30,4,30,4,80,4,80,4,50,4,50,4,,2,27,2,5bfd7ddf7f7968000187f670,ten_distant,8
2023-06-06 12:59:57,2023-06-06 13:03:16,0,152.37.77.188,100,198,1,2023-06-06 13:03:17,R_3nqkHIhdZn1EYY3,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,50,5,50,5,50,5,50,5,69,5,65,5,92,6,90,5,,1,31,5,62a3b97d41ae082b602e815b,ten,8
2023-06-06 13:00:04,2023-06-06 13:03:16,0,151.224.157.52,100,192,1,2023-06-06 13:03:17,R_3dSY1yS00BDVBez,,,,,53.8119,-3.0226,anonymous,EN,1,I pay attention,35,6,35,6,34,6,34,6,34,6,35,6,34,6,36,6,,1,71,6,5dfb7cbd01423f8a774d893b,three,8
2023-06-06 12:59:51,2023-06-06 13:03:19,0,92.40.201.95,100,207,1,2023-06-06 13:03:19,R_1i9XQRVq8MBroHX,,,,,54.9663,-1.6093,anonymous,EN,1,I pay attention,33,3,33,3,35,4,33,4,66,5,65,5,98,6,98,6,,1,44,3,5fb3d0c3f2ff18016df4934d,three,8
2023-06-06 13:00:07,2023-06-06 13:03:19,0,2.96.41.52,100,191,1,2023-06-06 13:03:20,R_2QYcJshoXqdUCuy,,,,,50.9138,-0.4553,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,66,5,33,5,33,5,33,5,,1,36,2,5f6e71ea9dd5cb3b2bdb45b6,three,8
2023-06-06 12:59:44,2023-06-06 13:03:20,0,80.229.152.161,100,215,1,2023-06-06 13:03:21,R_2D7kMoSCHgRM3QE,,,,,52.5127,-1.4509,anonymous,EN,1,I pay attention,33,4,33,3,10,4,33,4,66,5,65,5,100,5,100,5,,1,58,2,5adef952f6b58c0001fa755b,ten_distant,8
2023-06-06 12:59:34,2023-06-06 13:03:20,0,91.185.177.170,100,225,1,2023-06-06 13:03:21,R_1I5IS9BCssfLR8k,,,,,55.9552,-3.2,anonymous,EN,1,I pay attention,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,,1,22,5,5f4538b6ffe9f50c3cbe3ae1,ten_distant,8
2023-06-06 12:59:15,2023-06-06 13:03:21,0,146.199.69.23,100,245,1,2023-06-06 13:03:21,R_V4ldRJnfAogpPwZ,,,,,51.5909,-1.3772,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,34,4,33,4,,2,58,7,57c426fa9fe51d00012391f1,three,8
2023-06-06 12:59:38,2023-06-06 13:03:21,0,94.197.56.2,100,223,1,2023-06-06 13:03:22,R_3frbxNAIlCc7XHU,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,20,4,20,4,33,4,33,4,70,4,70,4,90,5,91,5,,1,33,5,615eda024a5f84f408625b4f,ten,8
2023-06-06 13:00:07,2023-06-06 13:03:22,0,31.94.72.157,100,194,1,2023-06-06 13:03:22,R_dnA6yd6WE6daKt3,,,,,51.5269,-0.0991,anonymous,EN,1,I pay attention,40,4,40,4,50,4,50,4,60,5,50,4,75,5,75,5,,1,61,2,5deebd169b8f245615d59507,three,8
2023-06-06 12:59:36,2023-06-06 13:03:22,0,51.9.189.130,100,226,1,2023-06-06 13:03:23,R_3fJqhP1ElMawy11,,,,,52.0709,0.758,anonymous,EN,1,I pay attention,100,7,100,7,33,4,33,4,0,1,0,1,0,1,33,4,,1,57,5,644e79c79f26a8313c8f047a,ten_distant,8
2023-06-06 12:59:40,2023-06-06 13:03:24,0,51.186.247.22,100,223,1,2023-06-06 13:03:25,R_22yNpEkcn7TabN0,,,,,51.3873,-0.1596,anonymous,EN,1,I pay attention,5,1,10,2,15,4,10,2,65,5,65,5,85,5,85,6,,2,65,5,58bf2cf0d294c100010181fa,three,8
2023-06-06 12:59:43,2023-06-06 13:03:24,0,82.28.243.53,100,220,1,2023-06-06 13:03:25,R_UEhg7Y3Kzvz1o8F,,,,,53.5332,-2.6117,anonymous,EN,1,I pay attention,14,3,11,3,19,4,20,4,66,5,66,5,100,7,100,7,,1,54,3,5d0c90dc3382180015624ad9,ten,8
2023-06-06 12:59:23,2023-06-06 13:03:25,0,31.94.29.219,100,241,1,2023-06-06 13:03:25,R_0AioIpCoB5U8969,,,,,51.5095,-0.0955,anonymous,EN,1,I pay attention,30,4,31,4,25,4,25,6,81,5,80,5,86,6,80,5,,2,35,5,5d55b7ef6a0f930017202336,ten,8
2023-06-06 12:59:35,2023-06-06 13:03:26,0,81.96.232.31,100,231,1,2023-06-06 13:03:27,R_21HSWuS4nJAdp2O,,,,,52.1932,0.1426,anonymous,EN,1,I pay attention,20,3,20,3,33,4,33,4,80,5,80,5,90,6,80,6,,2,43,5,55c37e1cfdf99b3f595dc7ff,three,8
2023-06-06 13:00:00,2023-06-06 13:03:28,0,86.138.107.84,100,208,1,2023-06-06 13:03:28,R_1n70JDsEWflREJr,,,,,53.5332,-2.6117,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,33,4,33,4,,1,35,6,62a1fd297768ca1c93288d11,three,8
2023-06-06 13:00:12,2023-06-06 13:03:29,0,86.177.100.99,100,196,1,2023-06-06 13:03:30,R_1KdmrJz62YJRClz,,,,,54.5579,-1.328,anonymous,EN,1,60dc963e81e24696fb377f61,20,3,9,2,20,5,93,6,81,5,71,5,100,7,92,6,,1,71,3,60dc963e81e24696fb377f61,three,8
2023-06-06 12:59:56,2023-06-06 13:03:29,0,176.249.79.243,100,212,1,2023-06-06 13:03:31,R_3lJgOG3nST9RcQW,,,,,55.9552,-3.2,anonymous,EN,1,"I pay attention ",30,4,31,4,33,4,35,4,68,5,72,5,88,6,90,6,,2,60,5,62f2b6fdc1d275d246cba59b,ten_distant,8
2023-06-06 12:59:41,2023-06-06 13:03:31,0,92.12.13.110,100,230,1,2023-06-06 13:03:31,R_2D1PKcOcLyaPodc,,,,,53.4365,-1.354,anonymous,EN,1,I pay attention,25,2,25,2,50,4,50,4,75,6,70,5,90,6,90,6,,2,30,2,5a6759ad35f26b0001496694,ten,8
2023-06-06 12:59:42,2023-06-06 13:03:31,0,5.69.59.26,100,229,1,2023-06-06 13:03:32,R_ukOSRI9v73JEJ1v,,,,,51.4648,-0.0373,anonymous,EN,1,I pay attention,50,4,40,4,50,4,40,4,65,4,55,4,80,5,70,4,,2,38,2,631610af8e747093cd90e00d,ten,8
2023-06-06 13:00:01,2023-06-06 13:03:33,0,80.195.220.12,100,211,1,2023-06-06 13:03:33,R_274iWnllAUSVtNb,,,,,53.3793,-1.4602,anonymous,EN,1,I pay attention,33,4,33,4,33,4,33,4,33,4,33,4,10,4,10,4,,1,35,4,63e51d865fc6ab41a99e1d4a,ten_distant,8
2023-06-06 13:00:57,2023-06-06 13:03:33,0,81.144.191.42,100,156,1,2023-06-06 13:03:34,R_3HpILAVzFdGaQkr,,,,,51.6138,-0.0512,anonymous,EN,1,I pay attention,95,6,33,2,50,4,50,3,61,4,72,5,80,6,82,5,,1,25,3,5f1c4b819fb17507b94ea713,ten,8
2023-06-06 13:00:04,2023-06-06 13:03:35,0,90.210.43.28,100,211,1,2023-06-06 13:03:36,R_3iKdUiHAh1Ec8W1,,,,,54.5856,-1.3173,anonymous,EN,1,I pay attention,30,2,30,2,50,4,29,2,64,5,65,5,75,6,76,6,,2,47,5,5e35373e1ddb124e6c306747,ten,8
