StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,antibiotics,continents,sex,lasers,orbit,diamonds,speed,salt,water,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-04-03 15:37:00,2024-04-03 15:44:09,IP Address,73.143.31.238,100,428,True,2024-04-03 15:44:10,R_7rScsQ75xhXn58Y,,,,,42.3474,-71.1582,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,90,80,50,30,40,Unsure 5,," 2",Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1," 4",Unsure 5," 3",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,6107720cff13015082b48f4a
2024-04-03 15:40:58,2024-04-03 15:44:10,IP Address,64.5.74.121,100,191,True,2024-04-03 15:44:11,R_5xfWwfLOlY9uTSN,,,,,42.5281,-96.5069,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,90,90,50,60,80," 8",,Completely false 1," 2"," 6",Unsure 5,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 2",,2-year College Degree,,6517301b6d21d25e19c7e501
2024-04-03 15:39:03,2024-04-03 15:44:12,IP Address,100.36.163.180,100,308,True,2024-04-03 15:44:12,R_3yvs5w3OpdVOmTT,,,,,38.7913,-77.2806,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,30,70,0,0,0," 3",,Unsure 5,Unsure 5," 2"," 2"," 2",Completely false 1,Completely false 1,Unsure 5," 2"," 2",A lot 4,A lot 4," 4",,3- or 4-year College Degree,no,65661de90c2260598c3ffd5b
2024-04-03 15:38:50,2024-04-03 15:44:13,IP Address,75.215.101.35,100,322,True,2024-04-03 15:44:13,R_7RP9zpuIYt3SlMK,,,,,29.9495,-90.1204,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,60,10,0,20," 2",," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,,60cbe4524cab3b049343d0bd
2024-04-03 15:36:10,2024-04-03 15:44:15,IP Address,75.86.131.226,100,484,True,2024-04-03 15:44:15,R_2NESP9nWjlaC6ou,,,,,43.0538,-88.3976,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,20,80,80,10,10," 6",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1," 2"," 2",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,N/A,5c74e7e9c3fe130001e86cc8
2024-04-03 15:35:15,2024-04-03 15:44:23,IP Address,174.102.134.92,100,548,True,2024-04-03 15:44:24,R_7g2D9LDCk77jErG,,,,,43.1268,-88.3575,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,"Because I didn't think the information provided here was accurate, more or less.",,,,,,,,100,90,50,50,50," 7",," 4"," 2",Unsure 5," 3",Completely false 1," 3"," 2",Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 2",,3- or 4-year College Degree,N/A,5ffe235ea848b74a3b3ccd07
2024-04-03 15:40:01,2024-04-03 15:44:24,IP Address,68.45.236.219,100,263,True,2024-04-03 15:44:24,R_5LZ2WSk3WfgvRz7,,,,,39.6421,-85.1439,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,70,80,50,40,50," 7",,Completely false 1," 7",Unsure 5,Completely false 1,Completely false 1,Completely false 1,Unsure 5," 7",Unsure 5,Completely false 1,Some 3,A lot 4," 4",,High School / GED,n/a,646778f0d6b43cbeb4501454
2024-04-03 15:39:34,2024-04-03 15:44:26,IP Address,76.179.132.206,100,292,True,2024-04-03 15:44:27,R_3QSNbbOyaBoMjEt,,,,,44.54,-70.5627,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,100,80,80,70,100,Completely true 9,," 6",Unsure 5," 6"," 3",Completely false 1,Unsure 5," 2",Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,,61088c529cff73b187d19e6d
2024-04-03 15:36:44,2024-04-03 15:44:46,IP Address,174.28.161.134,100,481,True,2024-04-03 15:44:46,R_7nyKsvnxMLRRAYx,,,,,35.141,-106.711,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,10,30,10,10," 3",,Completely false 1,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 4",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,"I don't believe in conspiracy theories, and science is ever evolving.",5da88a6037d42100144928bd
2024-04-03 15:39:45,2024-04-03 15:44:57,IP Address,108.20.19.226,100,311,True,2024-04-03 15:44:57,R_23fT3Hqbzr5g5S0,,,,,42.4188,-71.1557,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,20,60,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,63af5c586c05eee8c3d03730
2024-04-03 15:41:07,2024-04-03 15:44:59,IP Address,73.204.13.139,100,232,True,2024-04-03 15:45:00,R_5EGZXaCZyMQcYAD,,,,,26.7457,-80.0722,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,90,100,60,60," 7",,Completely false 1,Completely false 1," 8"," 3",Completely false 1," 6",Unsure 5," 7"," 8",Completely false 1,Some 3,Some 3," 2",,3- or 4-year College Degree,,65ff31eb0219bd3ae132c0c8
2024-04-03 15:38:07,2024-04-03 15:45:04,IP Address,204.111.198.143,100,416,True,2024-04-03 15:45:04,R_1J8BuhvULQRZKLv,,,,,40.2389,-77.1935,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,60,10,10,10," 3",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1," 2",Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,60b4277a6c6540693acdd766
2024-04-03 15:36:30,2024-04-03 15:45:05,IP Address,172.59.81.162,100,515,True,2024-04-03 15:45:06,R_3VPDfYgI4laqgxj,,,,,38.1842,-85.8375,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,10,40,10,20," 3",," 2"," 2"," 2"," 3",Completely false 1," 3"," 2",Unsure 5," 2",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5e46aa20caec81000b7d4f93
2024-04-03 15:39:34,2024-04-03 15:45:07,IP Address,72.201.216.9,100,333,True,2024-04-03 15:45:08,R_3dlHAOif2nq0oFc,,,,,33.338,-111.7435,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,30,70,60,20,10," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,65f35b468e3eabcddb6e773f
2024-04-03 15:39:32,2024-04-03 15:45:10,IP Address,71.65.224.114,100,338,True,2024-04-03 15:45:11,R_7htHF4wMeYDVPhl,,,,,35.5831,-78.7881,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,60,0,10,50," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Unsure 5,Unsure 5," 7",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65f48c6de41485ac8b284e83
2024-04-03 15:36:28,2024-04-03 15:45:17,IP Address,67.172.130.150,100,529,True,2024-04-03 15:45:17,R_2ssiDdRZwvVGQ3n,,,,,38.8929,-104.9738,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,80,50,10,0,10,Unsure 5,,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1," 3",Completely false 1,Some 3,Some 3," 3",,Some College,,660629e01e771e2dc1e5b211
2024-04-03 15:38:15,2024-04-03 15:45:25,IP Address,96.224.37.181,100,430,True,2024-04-03 15:45:26,R_70YGlhW581XjZCw,,,,,41.0566,-73.8128,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,60,50,0,0," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,High School / GED,,5fc3d41149c0c8728f07b95b
2024-04-03 15:41:43,2024-04-03 15:45:27,IP Address,207.144.49.138,100,224,True,2024-04-03 15:45:28,R_5P5NabbyhcpvL4D,,,,,35.1062,-81.497,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,,,,I read the article.,,,,Read the article provided.,,,40,50,40,30,60,Unsure 5,,Unsure 5," 3"," 6"," 3"," 7"," 2"," 7"," 8",Completely true 9,Completely false 1,Not much 2,Not much 2," 2",,Master's Degree,,65e9395578c44519f3ea1e10
2024-04-03 15:38:30,2024-04-03 15:45:54,IP Address,172.59.72.17,100,444,True,2024-04-03 15:45:55,R_5Jq20lkOWvKLhLi,,,,,39.0383,-94.5737,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,80,70,90,80,Completely true 9,," 4"," 7"," 6"," 6",Completely false 1," 7"," 3"," 4"," 7",Completely false 1,Not at all 1,Not much 2,No confidence at all 1,,3- or 4-year College Degree,,65e4f3ebf5ef67e5b1717a5f
2024-04-03 15:38:11,2024-04-03 15:46:20,IP Address,208.196.103.210,100,489,True,2024-04-03 15:46:21,R_5PJN9jU6ABREck9,,,,,35.8974,-83.9425,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,No,FALSE,Yes,TRUE,Yes,TRUE,No,,,,,"The statement ""lasers do not work by focusing sound waves"" is correct according to scientific consensus. Lasers operate on the principles of stimulated emission of radiation, wherein photons are emitted in a coherent, focused beam through the process of stimulated emission. ",,Are diamonds made of carbon? Scientific consensus: Diamonds are made of carbon.  Do you think you could explain why you answered differently?,,," it likely arose from a mistake or miscommunication. ",,70,40,70,40,70,Completely true 9,," 6",Unsure 5,Completely true 9,Unsure 5," 6",Completely true 9,Unsure 5," 2",Completely false 1," 2",Some 3,Not much 2," 4",,3- or 4-year College Degree,none,63e537a4b33c1c72be91da82
2024-04-03 15:44:11,2024-04-03 15:46:26,IP Address,72.13.157.188,100,134,True,2024-04-03 15:46:26,R_1iUd7JxYiBdMf2y,,,,,25.9585,-80.1381,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,100,100,100,Completely true 9,,Unsure 5,Completely true 9,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Unsure 5,Not at all 1,Not at all 1,No confidence at all 1,,Some College,,604a7e9f84bf0e7937200df5
2024-04-03 15:41:22,2024-04-03 15:46:29,IP Address,68.230.235.158,100,307,True,2024-04-03 15:46:30,R_3VqEy082bK41HfW,,,,,30.0039,-90.1229,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,90,80,80,60," 7",," 2"," 7"," 4",Completely false 1,Completely false 1," 2",Unsure 5," 8"," 3",Completely false 1,Some 3,Some 3," 4",,Master's Degree,,6111c4865701e1ba367af3e3
2024-04-03 15:38:42,2024-04-03 15:46:32,IP Address,204.111.137.39,100,470,True,2024-04-03 15:46:33,R_2ImUPSN3ZsVp45P,,,,,38.1551,-79.0608,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,TRUE,Yes,FALSE,No,FALSE,Yes,FALSE,Yes,,,,,,"I honestly couldn't remember. ",,"When I looked it up I got two different answers. ",,,,60,50,20,50,40," 7",," 7"," 7",Unsure 5," 7",Completely false 1," 4"," 4",Unsure 5," 4",Unsure 5,Not much 2,Some 3," 3",,High School / GED,,63e63f77c742a91baf498dd0
2024-04-03 15:40:52,2024-04-03 15:46:32,IP Address,209.94.186.250,100,340,True,2024-04-03 15:46:33,R_63XPTrnNGeupaZX,,,,,44.2066,-89.4553,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,70,50,20,10,Unsure 5,,Completely false 1," 2",Unsure 5," 4",Completely false 1,Completely false 1,Completely false 1," 4",Unsure 5,Completely false 1,Some 3,Some 3," 3",,2-year College Degree,,5d6d26703fb106001bed4b6c
2024-04-03 15:42:22,2024-04-03 15:46:58,IP Address,100.18.27.39,100,276,True,2024-04-03 15:46:59,R_732IkNROHxD3LmH,,,,,39.3974,-76.4495,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,90,90,90,90,100,Completely true 9,," 7",Completely true 9," 6",Completely false 1,Unsure 5," 7",Unsure 5,Unsure 5,Unsure 5,Unsure 5,Some 3,Some 3," 3",,Some College,No,65c15a5b2e5146577fd1bb8c
2024-04-03 15:42:38,2024-04-03 15:46:59,IP Address,174.239.57.96,100,260,True,2024-04-03 15:47:00,R_5iqxiVyTgLqSrEb,,,,,35.0278,-85.1461,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,100,70,50,50," 6",,Completely false 1,Completely false 1,Completely false 1," 8",Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely true 9,Completely false 1,Not much 2,Some 3," 2",,3- or 4-year College Degree,no comments or feedback,63841b0a77166c22d8b325f5
2024-04-03 15:39:57,2024-04-03 15:47:02,IP Address,67.3.40.41,100,425,True,2024-04-03 15:47:03,R_2bH9Gmz8wOZAvDz,,,,,46.8733,-92.0948,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,100,10,20,20,Completely true 9,,Completely false 1,Completely true 9,Unsure 5," 3",Completely false 1,Unsure 5," 3",Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 3",,2-year College Degree,none,616cf9ae07c1c6bd05d95beb
2024-04-03 15:40:39,2024-04-03 15:47:08,IP Address,173.53.106.122,100,389,True,2024-04-03 15:47:09,R_5OoZKICXFDXx09i,,,,,37.528,-77.4374,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,80,70,20,0," 4",,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,Some College,,5da689dc1ce19b0016500435
2024-04-03 15:43:43,2024-04-03 15:47:13,IP Address,174.34.13.39,100,209,True,2024-04-03 15:47:13,R_7UaBWXJCiO349iW,,,,,38.9336,-92.363,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,50,40,40,30," 6",,Completely false 1,Unsure 5,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Unsure 5," 6",Completely false 1,Completely false 1,Some 3,A lot 4," 4",,2-year College Degree,,5eaca76bcf6b3914ba0fbfe0
2024-04-03 15:38:53,2024-04-03 15:47:17,IP Address,99.67.138.16,100,503,True,2024-04-03 15:47:17,R_1xdEeiJb6qpdUfn,,,,,42.9285,-83.6332,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,90,70,100,30,50," 6",,Completely false 1,Completely true 9,Completely true 9,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,2-year College Degree,,647652cb5644044df439e1fb
2024-04-03 15:40:07,2024-04-03 15:47:19,IP Address,72.94.195.223,100,432,True,2024-04-03 15:47:19,R_5N4eVJEQ69ZyDDd,,,,,40.0983,-75.1032,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,70,50,30,30,Unsure 5,,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,I'm worried that I come off as paranoid now. I just think there is a lot of things the general public doesn't know about.,650c4b13c66716e1de2d75cf
2024-04-03 15:44:00,2024-04-03 15:47:27,IP Address,69.112.140.78,100,206,True,2024-04-03 15:47:27,R_5sRNkqravmVc9K5,,,,,41.1729,-74.3791,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,50,20,0,0," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,Some College,,55b688fafdf99b26e287abd3
2024-04-03 15:38:32,2024-04-03 15:47:27,IP Address,66.108.26.194,100,535,True,2024-04-03 15:47:28,R_7tQWmdHOjs9oyZz,,,,,40.8527,-73.9383,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,60,100,0,0,0," 6",," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,A lot 4,A great deal of confidence 5,,Master's Degree,,6460a5c4be2b393475006c79
2024-04-03 15:44:22,2024-04-03 15:47:29,IP Address,73.34.204.70,100,187,True,2024-04-03 15:47:29,R_2L0AFYbS1P0PP5P,,,,,39.997,-105.0974,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,60,20,0,0,Unsure 5,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5d537c0cecc84200153075e9
2024-04-03 15:41:00,2024-04-03 15:47:34,IP Address,107.146.135.79,100,394,True,2024-04-03 15:47:35,R_5snPeYLQRhI2bXT,,,,,33.4849,-86.8596,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,90,90,90,90,Completely true 9,,Completely false 1," 2"," 2",Completely false 1,Completely false 1," 6"," 3",Unsure 5," 8",Completely false 1,Not at all 1,Not much 2,No confidence at all 1,,Doctoral Degree,There is no such thing as a conspiracy theory. There are only facts that carry more or less truth.,595bee9282be5500017ad683
2024-04-03 15:38:02,2024-04-03 15:47:37,IP Address,99.87.210.5,100,575,True,2024-04-03 15:47:38,R_21pMI5i22qvqJBN,,,,,37.7076,-97.3637,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,40,60,40,30,30,Unsure 5,," 2"," 3"," 3"," 3",Completely false 1," 3",Unsure 5,Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 4",,High School / GED,,63b6cee06aaa9fc9669b8cc2
2024-04-03 15:44:30,2024-04-03 15:47:41,IP Address,73.143.151.181,100,190,True,2024-04-03 15:47:41,R_2phYhSlcBmexxCQ,,,,,42.7853,-71.0714,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,70,70,30,40,40," 6",," 3"," 3"," 4"," 4"," 2"," 3"," 3"," 2"," 4"," 2",Some 3,A lot 4," 4",,3- or 4-year College Degree,,559c3e07fdf99b32b55f2d8d
2024-04-03 15:44:28,2024-04-03 15:47:42,IP Address,76.87.210.174,100,193,True,2024-04-03 15:47:43,R_2m3FzsiYXgiqmTm,,,,,34.1371,-117.6599,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,0,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,High School / GED,,63dd3dd2593c92be97d8dbde
2024-04-03 15:40:21,2024-04-03 15:47:42,IP Address,172.124.227.55,100,440,True,2024-04-03 15:47:43,R_2PUmH2o2IbVFPmr,,,,,42.8984,-85.7223,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,40,80,10,10,10,Unsure 5,,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,5c5f8a910edbd90001e1feda
